,id_estacao,data_fundacao,latitude,longitude,municipio
470,A735,2007-09-03,-21.08555555,-49.92027777,3525706
471,A736,2007-11-13,-21.13305554,-48.84055555,3503703
472,A737,2007-11-09,-21.85555555,-48.79972221,3519600
473,A738,2007-06-25,-21.78055554,-47.07527777,3510807
474,A739,2007-11-05,-22.415,-46.80527777,3522604
475,A740,2007-11-01,-23.22833332,-45.41694443,3550001
476,A741,2008-04-24,-22.4711111,-48.5575,3505302
477,A744,2017-12-20,-22.951944,-46.530556,3507605
478,A746,2008-07-03,-24.96277777,-48.41638888,3505401
479,A747,2008-04-22,-21.33833333,-48.11388888,3540903
480,A748,2010-06-19,-20.55916666,-48.54499999,3505500
481,A753,2008-07-17,-20.35972222,-47.77527777,3524105
482,A755,2011-03-29,-23.52388888,-46.86944443,3505708
483,A762,2016-11-03,-21.45777777,-51.55222222,3514403
484,A763,2017-05-15,-22.235222,-49.965111,3529005
485,A764,2016-10-27,-20.94916666,-48.48999999,3506102
486,A765,2017-02-01,-23.84472221,-46.14333333,3506359
487,A766,2017-02-09,-24.53305554,-47.86416666,3542602
488,A767,2017-10-25,-23.81083333,-45.4025,3550704
489,A768,2017-05-12,-21.927251,-50.490251,3555000
490,A769,2017-10-20,-22.68888888,-45.00555555,3508603
491,A770,2019-07-03,-21.46111111,-47.57944443,3550902
492,A771,2018-03-14,-23.724501,-46.677501,3550308
493,A807,2003-01-28,-25.4486111,-49.23055554,4106902
494,A818,2006-07-11,-25.01083333,-50.85388888,4111407
495,A819,2006-07-09,-24.78694444,-49.99916666,4104907
496,A820,2006-11-18,-24.53333333,-54.01916666,4114609
497,A821,2006-11-23,-23.505266,-49.946387,4112801
498,A822,2006-12-21,-24.43722221,-51.96305555,4117271
499,A823,2006-10-16,-25.567879,-51.077946,4110201
500,A824,2006-11-16,-23.39027777,-53.63583333,4109906
501,A825,2006-10-19,-24.15833333,-53.03055554,4108601
502,A835,2006-11-21,-23.40527777,-51.93277777,4115200
503,A842,2007-02-08,-23.41527777,-50.57777777,4117008
504,A843,2007-03-29,-25.69916666,-53.09527777,4107207
505,A846,2008-02-15,-25.60194444,-54.48305554,4108304
506,A849,2008-03-06,-22.63944444,-52.89027777,4107108
507,A850,2008-03-04,-22.65833333,-52.13444444,4118303
508,A855,2007-11-07,-25.72194443,-53.74805555,4119806
509,A869,2008-03-11,-23.359156,-52.931912,4105607
510,A871,2008-02-29,-23.77333332,-50.18055554,4112306
511,A872,2011-04-15,-24.28027777,-50.21027777,4128534
512,A873,2008-03-13,-25.508935,-48.808681,4116208
513,A874,2011-04-17,-25.83555555,-50.36888888,4125605
514,A875,2008-04-30,-26.3986111,-51.35361111,4108502
515,A876,2008-05-15,-26.41722221,-52.3486111,4105706
516,B803,2016-08-04,-24.57083332,-52.80027777,4103909
517,B804,2016-08-07,-25.36888888,-52.39194444,4113304
518,B806,2016-06-01,-25.322464,-49.157733,4105805
519,A801,2000-09-22,-30.05361111,-51.17472221,4314902
520,A802,2001-11-16,-32.07888888,-52.16777777,4315602
521,A803,2001-11-26,-29.72499999,-53.72055554,4316907
522,A804,2001-11-22,-30.75055555,-55.40138888,4317103
523,A805,2001-12-05,-27.854345,-53.791179,4317806
524,A808,2006-06-01,-29.35027777,-49.73333333,4321501
525,A809,2006-09-28,-29.83987,-57.081899,4322400
526,A810,2006-11-15,-27.890463,-54.480014,4317202
527,A811,2007-01-24,-31.40333333,-52.70083333,4304507
528,A812,2006-06-22,-30.54527777,-53.46694443,4302808
529,A813,2006-09-30,-29.87222221,-52.38194443,4315701
530,A826,2006-09-28,-29.709083,-55.525486,4300406
531,A827,2007-01-04,-31.34777777,-54.01333333,4301602
532,A828,2006-11-25,-27.65771,-52.305805,4307005
533,A829,2006-10-26,-28.748615,-50.057869,4318622
534,A830,2007-07-21,-28.65,-56.01638888,4318002
535,A831,2007-10-17,-30.368578,-56.437115,4315305
536,A832,2007-07-11,-30.341438,-54.310909,4318309
537,A833,2009-02-04,-29.191599,-54.885653,4317400
538,A834,2008-03-09,-30.01027777,-50.13583333,4321600
539,A836,2007-01-09,-32.53472221,-53.37583332,4311007
540,A837,2008-03-01,-28.859211,-52.542387,4320800
541,A838,2006-12-12,-30.807953,-51.83424,4303509
542,A839,2006-11-27,-28.226805,-52.403582,4314100
543,A840,2006-12-01,-29.164581,-51.534202,4302105
544,A844,2007-03-02,-28.222381,-51.512845,4311304
545,A852,2007-07-25,-28.41722221,-54.9625,4318903
546,A853,2007-05-31,-28.60344,-53.673597,4306106
547,A854,2007-12-14,-27.39555555,-53.42944443,4308508
548,A856,2008-02-26,-27.92027777,-53.31805554,4313706
549,A878,2008-03-11,-31.24833333,-50.90638888,4321352
550,A879,2008-08-23,-29.36888888,-50.82722221,4304408
551,A880,2008-04-26,-28.513602,-50.882738,4322509
552,A881,2010-04-23,-31.0025,-54.61805554,4306601
553,A882,2012-10-04,-29.45027777,-51.82416666,4321451
554,A883,2012-12-13,-28.653458,-53.111881,4310009
555,A884,2013-11-29,-29.674293,-51.064042,4303905
556,A886,2016-08-11,-29.0893814,-53.82665025,4322202
557,A887,2019-07-18,-31.8025,-52.40722222,4304663
558,A889,2016-04-06,-29.70222222,-54.69444444,4319802
559,A893,2018-03-15,-30.54305555,-52.52472221,4306908
560,A894,2016-04-01,-28.704806,-51.870751,4320404
561,A897,2016-11-24,-29.049125,-50.149636,4303608
562,A899,2008-03-08,-33.742297,-53.372218,4317301
563,A806,2003-01-22,-27.60253,-48.620096,4216602
564,A814,2008-05-29,-28.53249999,-49.31527777,4219002
565,A815,2008-04-12,-28.27564,-49.934617,4216503
566,A816,2008-09-20,-26.40638888,-52.85027777,4211652
567,A817,2006-07-02,-26.913704,-49.267978,4207502
568,A841,2007-09-20,-27.16916666,-51.55888888,4209003
569,A845,2007-06-17,-28.126992,-49.47961,4202503
570,A848,2008-05-31,-26.286562,-53.633114,4205001
571,A851,2007-06-06,-26.08138888,-48.64166666,4208450
572,A857,2008-03-12,-26.7861111,-53.51388888,4217204
573,A858,2008-03-15,-26.938666,-52.39809,4219507
574,A859,2008-03-19,-26.819156,-50.98552,4203006
575,A860,2008-02-28,-27.288624,-50.604283,4204806
576,A861,2008-03-10,-26.93749999,-50.14555555,4214508
577,A862,2008-03-22,-26.2486111,-49.57416666,4215000
578,A863,2008-03-04,-27.41833332,-49.64694444,4208500
579,A864,2009-02-09,-26.3936111,-50.36333333,4210308
580,A865,2014-11-06,-27.80222222,-50.33555555,4209300
581,A866,2008-06-01,-28.60444444,-48.81333333,4209409
582,A867,2008-09-28,-28.931353,-49.49792,4201406
583,A868,2010-06-24,-26.95083333,-48.76194444,4208203
584,A870,2016-05-31,-27.6786111,-49.04194444,4214300
585,A895,2019-02-19,-27.0853111,-52.6357111,4204202
586,A898,2019-02-15,-27.3886111,-51.21583333,4203600
587,A941,2012-03-30,-16.07472221,-57.69305555,5102504
588,A302,2003-11-02,0.916877,-29.345904,
589,C891,2012-01-09,-84.0,-79.49416666,
590,A916,2007-07-18,-12.627315,-52.220891,5107065
591,A454,2016-04-07,-13.03888888,-42.61722221,2919801
592,S108,2016-12-01,-2.7,-44.85,2110500
593,A362,2009-05-20,-5.91111111,-42.7186111,2210508
594,S102,2016-12-01,-2.93055554,-69.69527777,1303700
595,S103,2016-12-01,-3.02249999,-60.05555555,1302603
596,S105,2016-12-01,-4.25055555,-69.93499999,1304062
597,S115,2016-12-01,0.59944444,-69.19194444,1303809
598,S116,2016-12-01,-4.52999999,-71.61749999,1300201
599,S117,2016-12-01,-3.37722221,-64.72305554,1304203
600,S121,2016-12-01,-0.41444444,-65.01749999,1303601
601,S107,2016-12-01,-4.28999999,-47.55,1502939
602,S111,2016-12-01,-3.8,-47.51,1508126
603,S120,2016-12-01,-6.23722221,-57.77499999,1503754
604,S101,2016-12-01,-12.42999999,-64.41999999,1100080
605,S104,2016-12-01,-12.75055555,-60.14916666,1100304
606,S110,2016-12-01,-10.78999999,-65.33277777,1100106
607,S113,2016-12-01,0.94777777,-59.74638888,1400233
608,S114,2016-12-01,4.47749999,-61.14916666,1400456
609,S122,2016-12-01,3.35888888,-59.82388888,1400159
610,A847,2007-03-23,-25.49444444,-48.32583332,4118204
611,A338,2007-12-03,-3.90083333,-42.23694444,2203701
