,id_municipio,latitude,longitude,uf,regiao
1437,2901106,-12.3914,-38.7563,BA,Nordeste
1438,2901155,-11.4429,-41.439,BA,Nordeste
1439,2901205,-14.6151,-41.1356,BA,Nordeste
1440,2901304,-12.8049,-41.3297,BA,Nordeste
1441,2901353,-10.3482,-39.8391,BA,Nordeste
1442,2901403,-12.0063,-44.7003,BA,Nordeste
1443,2901502,-12.1462,-39.2462,BA,Nordeste
1444,2901601,-10.3856,-38.3401,BA,Nordeste
1445,2901700,-12.4335,-39.1176,BA,Nordeste
1446,2901809,-10.5767,-40.2785,BA,Nordeste
1447,2901908,-11.6577,-38.0814,BA,Nordeste
1448,2901957,-13.8542,-39.7501,BA,Nordeste
1449,2902054,-12.22,-38.2027,BA,Nordeste
1450,2902005,-14.428,-41.4648,BA,Nordeste
1451,2902104,-11.3253,-38.9584,BA,Nordeste
1452,2902203,-12.0884,-38.4969,BA,Nordeste
1453,2902252,-15.2651,-39.419,BA,Nordeste
1454,2902302,-13.0716,-39.0038,BA,Nordeste
1455,2902401,-14.321,-39.329,BA,Nordeste
1456,2902500,-12.3016,-44.5388,BA,Nordeste
1457,2902609,-11.9519,-40.169,BA,Nordeste
1458,2902658,-10.5788,-38.6212,BA,Nordeste
1459,2902708,-11.0859,-43.1459,BA,Nordeste
1460,2902807,-13.6237,-41.3347,BA,Nordeste
1461,2902906,-14.8654,-40.5791,BA,Nordeste
1462,2903003,-11.81,-42.059,BA,Nordeste
1463,2903102,-14.2,-39.5991,BA,Nordeste
1464,2903201,-12.1439,-44.9968,BA,Nordeste
1465,2903235,-11.7605,-41.9054,BA,Nordeste
1466,2903300,-14.7948,-39.476,BA,Nordeste
1467,2903276,-11.5272,-39.0776,BA,Nordeste
1468,2903409,-15.8608,-38.8758,BA,Nordeste
1469,2903508,-15.0334,-41.2652,BA,Nordeste
1470,2903607,-11.6072,-38.8051,BA,Nordeste
1471,2903706,-14.3598,-40.2064,BA,Nordeste
1472,2903805,-12.6498,-40.6064,BA,Nordeste
1473,2903904,-13.2506,-43.4108,BA,Nordeste
1474,2903953,-14.3663,-40.5126,BA,Nordeste
1475,2904001,-12.7069,-41.8286,BA,Nordeste
1476,2904050,-11.9668,-41.2647,BA,Nordeste
1477,2904100,-12.8205,-42.7324,BA,Nordeste
1478,2904209,-13.3772,-42.5163,BA,Nordeste
1479,2904308,-13.1039,-39.7988,BA,Nordeste
1480,2904407,-12.4815,-43.9679,BA,Nordeste
1481,2904506,-11.9915,-42.6326,BA,Nordeste
1482,2904605,-14.2021,-41.6696,BA,Nordeste
1483,2904704,-14.9595,-39.3028,BA,Nordeste
1484,2904753,-10.7171,-43.6302,BA,Nordeste
1485,2904803,-14.9699,-40.4092,BA,Nordeste
1486,2904852,-12.5317,-39.1902,BA,Nordeste
1487,2904902,-12.5994,-38.9587,BA,Nordeste
1488,2905008,-14.5003,-42.2229,BA,Nordeste
1489,2905107,-11.0677,-40.432,BA,Nordeste
1490,2905156,-14.3347,-40.9175,BA,Nordeste
1491,2905206,-14.0684,-42.4861,BA,Nordeste
1492,2905305,-11.6914,-41.4688,BA,Nordeste
1493,2905404,-13.4904,-39.0465,BA,Nordeste
1494,2905503,-11.0208,-40.2956,BA,Nordeste
1495,2905602,-15.4142,-39.4919,BA,Nordeste
1496,2905701,-12.6996,-38.3263,BA,Nordeste
1497,2905800,-13.9398,-39.1071,BA,Nordeste
1498,2905909,-9.52221,-43.0126,BA,Nordeste
1499,2906006,-10.5105,-40.32,BA,Nordeste
1500,2906105,-13.0725,-44.201,BA,Nordeste
1501,2906204,-11.6858,-41.7677,BA,Nordeste
1502,2906303,-15.6722,-38.9536,BA,Nordeste
1503,2906402,-11.8049,-39.1203,BA,Nordeste
1504,2906501,-12.6716,-38.5472,BA,Nordeste
1505,2906600,-14.4097,-42.8667,BA,Nordeste
1506,2906709,-15.4993,-41.2414,BA,Nordeste
1507,2906808,-10.6647,-39.4944,BA,Nordeste
1508,2906824,-9.90014,-39.1471,BA,Nordeste
1509,2906857,-11.6658,-39.8349,BA,Nordeste
1510,2906873,-11.3797,-40.0089,BA,Nordeste
1511,2906899,-14.7177,-41.2603,BA,Nordeste
1512,2906907,-17.7268,-39.2597,BA,Nordeste
1513,2907004,-11.9472,-37.9469,BA,Nordeste
1514,2907103,-14.2985,-43.7724,BA,Nordeste
1515,2907202,-9.16408,-40.974,BA,Nordeste
1516,2907301,-12.7579,-39.4248,BA,Nordeste
1517,2907400,-12.31,-44.8648,BA,Nordeste
1518,2907509,-12.3513,-38.3791,BA,Nordeste
1519,2907558,-13.3239,-42.2904,BA,Nordeste
1520,2907608,-11.1376,-42.1116,BA,Nordeste
1521,2907707,-8.9695,-39.0979,BA,Nordeste
1522,2907806,-10.5897,-38.3794,BA,Nordeste
1523,2907905,-11.1032,-38.5179,BA,Nordeste
1524,2908002,-14.637,-39.5556,BA,Nordeste
1525,2908101,-14.1814,-44.5352,BA,Nordeste
1526,2908200,-12.5078,-38.9978,BA,Nordeste
1527,2908309,-12.7836,-39.1715,BA,Nordeste
1528,2908408,-11.56,-39.2808,BA,Nordeste
1529,2908507,-12.3268,-38.7684,BA,Nordeste
1530,2908606,-11.8179,-37.6131,BA,Nordeste
1531,2908705,-14.9022,-41.9718,BA,Nordeste
1532,2908804,-13.7537,-41.048,BA,Nordeste
1533,2908903,-12.2333,-38.7487,BA,Nordeste
1534,2909000,-15.0356,-41.9308,BA,Nordeste
1535,2909109,-13.8232,-44.4586,BA,Nordeste
1536,2909208,-10.2847,-37.9198,BA,Nordeste
1537,2909307,-13.3477,-44.6333,BA,Nordeste
1538,2909406,-12.0228,-44.2566,BA,Nordeste
1539,2909505,-13.3531,-39.8031,BA,Nordeste
1540,2909604,-11.5059,-38.1515,BA,Nordeste
1541,2909703,-12.2249,-44.4214,BA,Nordeste
1542,2909802,-12.6675,-39.1008,BA,Nordeste
1543,2909901,-8.98458,-39.8997,BA,Nordeste
1544,2910008,-14.4229,-39.9031,BA,Nordeste
1545,2910057,-12.6187,-38.2926,BA,Nordeste
1546,2910107,-13.7565,-41.7677,BA,Nordeste
1547,2910206,-12.9016,-39.1923,BA,Nordeste
1548,2910305,-12.9417,-39.5191,BA,Nordeste
1549,2910404,-15.5302,-40.9124,BA,Nordeste
1550,2910503,-11.9392,-38.0871,BA,Nordeste
1551,2900504,-13.4215,-42.1352,BA,Nordeste
1552,2910602,-11.7942,-37.9432,BA,Nordeste
1553,2910701,-10.5078,-39.0153,BA,Nordeste
1554,2910727,-16.3715,-39.5821,BA,Nordeste
1555,2910750,-10.616,-38.2239,BA,Nordeste
1556,2910776,-14.2044,-44.2744,BA,Nordeste
1557,2910800,-12.2664,-38.9663,BA,Nordeste
1558,2910859,-10.7405,-40.1437,BA,Nordeste
1559,2910909,-14.9823,-39.9269,BA,Nordeste
1560,2911006,-14.8629,-39.6579,BA,Nordeste
1561,2911105,-11.0328,-45.193,BA,Nordeste
1562,2911204,-13.7441,-39.4747,BA,Nordeste
1563,2911253,-11.4688,-39.7757,BA,Nordeste
1564,2911303,-11.4342,-42.5077,BA,Nordeste
1565,2911402,-9.34382,-38.2544,BA,Nordeste
1566,2911501,-14.3195,-39.469,BA,Nordeste
1567,2911600,-12.5994,-39.0412,BA,Nordeste
1568,2911659,-14.5467,-41.9381,BA,Nordeste
1569,2911709,-14.2231,-42.7799,BA,Nordeste
1570,2911808,-16.5833,-39.7847,BA,Nordeste
1571,2911857,-10.6825,-38.2907,BA,Nordeste
1572,2911907,-12.7666,-40.2056,BA,Nordeste
1573,2912004,-14.2711,-42.257,BA,Nordeste
1574,2912103,-14.8579,-39.5914,BA,Nordeste
1575,2912202,-13.4059,-41.284,BA,Nordeste
1576,2912301,-14.845,-39.9879,BA,Nordeste
1577,2912400,-11.6438,-42.0195,BA,Nordeste
1578,2912509,-12.8804,-42.4856,BA,Nordeste
1579,2912608,-12.6444,-40.9338,BA,Nordeste
1580,2912707,-14.1649,-39.3787,BA,Nordeste
1581,2912806,-17.6832,-40.1129,BA,Nordeste
1582,2912905,-14.0643,-39.6459,BA,Nordeste
1583,2913002,-12.6502,-42.2179,BA,Nordeste
1584,2913101,-11.5414,-41.9748,BA,Nordeste
1585,2913200,-12.1779,-43.2167,BA,Nordeste
1586,2913309,-11.7431,-39.1905,BA,Nordeste
1587,2913408,-13.774,-42.7155,BA,Nordeste
1588,2913457,-13.8295,-39.1361,BA,Nordeste
1589,2913507,-14.7528,-40.0894,BA,Nordeste
1590,2913606,-14.793,-39.046,BA,Nordeste
1591,2913705,-11.781,-38.355,BA,Nordeste
1592,2913804,-12.3028,-39.3069,BA,Nordeste
1593,2913903,-14.1226,-39.7353,BA,Nordeste
1594,2914000,-12.1561,-39.7359,BA,Nordeste
1595,2914109,-11.8219,-42.6179,BA,Nordeste
1596,2914208,-13.2563,-40.0848,BA,Nordeste
1597,2914307,-13.2902,-40.9595,BA,Nordeste
1598,2914406,-12.2429,-41.6155,BA,Nordeste
1599,2914505,-12.0504,-38.7631,BA,Nordeste
1600,2914604,-11.3033,-41.8535,BA,Nordeste
1601,2914653,-16.5732,-39.5593,BA,Nordeste
1602,2914703,-12.5242,-40.3059,BA,Nordeste
1603,2914802,-14.7876,-39.2781,BA,Nordeste
1604,2914901,-14.2784,-38.9959,BA,Nordeste
1605,2915007,-12.9831,-40.9677,BA,Nordeste
1606,2915106,-14.1615,-40.0131,BA,Nordeste
1607,2915205,-14.2782,-39.8449,BA,Nordeste
1608,2915304,-16.0819,-39.6133,BA,Nordeste
1609,2915353,-11.0147,-42.3997,BA,Nordeste
1610,2915403,-15.1366,-39.7283,BA,Nordeste
1611,2915502,-14.6788,-39.3698,BA,Nordeste
1612,2915601,-17.0378,-39.5386,BA,Nordeste
1613,2915700,-13.7782,-39.683,BA,Nordeste
1614,2915809,-15.2429,-40.63,BA,Nordeste
1615,2915908,-12.2614,-38.0436,BA,Nordeste
1616,2916005,-17.1642,-40.3321,BA,Nordeste
1617,2916104,-12.8932,-38.68,BA,Nordeste
1618,2916203,-14.8876,-39.4239,BA,Nordeste
1619,2916302,-15.9551,-39.5329,BA,Nordeste
1620,2916401,-15.2475,-40.2482,BA,Nordeste
1621,2916500,-11.3088,-38.2262,BA,Nordeste
1622,2916609,-14.4139,-39.5657,BA,Nordeste
1623,2916708,-13.4459,-39.9378,BA,Nordeste
1624,2916807,-15.6528,-40.065,BA,Nordeste
1625,2916856,-12.7099,-39.6952,BA,Nordeste
1626,2916906,-13.529,-40.1472,BA,Nordeste
1627,2917003,-10.6948,-39.8446,BA,Nordeste
1628,2917102,-15.11,-40.0684,BA,Nordeste
1629,2917201,-13.8107,-41.3003,BA,Nordeste
1630,2917300,-13.7249,-39.1481,BA,Nordeste
1631,2917334,-14.4054,-43.5595,BA,Nordeste
1632,2917359,-13.6071,-44.4255,BA,Nordeste
1633,2917409,-14.8541,-42.4329,BA,Nordeste
1634,2917508,-11.1812,-40.5117,BA,Nordeste
1635,2917607,-13.5248,-39.964,BA,Nordeste
1636,2917706,-10.2569,-40.1999,BA,Nordeste
1637,2917805,-13.1109,-38.8939,BA,Nordeste
1638,2917904,-11.5616,-37.7853,BA,Nordeste
1639,2918001,-13.8509,-40.0877,BA,Nordeste
1640,2918100,-10.0685,-38.3471,BA,Nordeste
1641,2918209,-13.2621,-39.5737,BA,Nordeste
1642,2918308,-14.0131,-39.8969,BA,Nordeste
1643,2918357,-11.3486,-41.6548,BA,Nordeste
1644,2918407,-9.41622,-40.5033,BA,Nordeste
1645,2918456,-16.8488,-40.1641,BA,Nordeste
1646,2918506,-11.0431,-41.9702,BA,Nordeste
1647,2918555,-15.192,-39.491,BA,Nordeste
1648,2918605,-13.5155,-41.5882,BA,Nordeste
1649,2918704,-13.6541,-40.2119,BA,Nordeste
1650,2918753,-14.0334,-42.1328,BA,Nordeste
1651,2918803,-13.1673,-39.4213,BA,Nordeste
1652,2918902,-17.6056,-40.3383,BA,Nordeste
1653,2919009,-12.3529,-40.9048,BA,Nordeste
1654,2919058,-13.4663,-40.2204,BA,Nordeste
1655,2919108,-11.773,-38.887,BA,Nordeste
1656,2919157,-11.3851,-41.8286,BA,Nordeste
1657,2919207,-12.8978,-38.321,BA,Nordeste
1658,2919306,-12.5616,-41.3928,BA,Nordeste
1659,2919405,-14.6842,-42.5095,BA,Nordeste
1660,2919504,-13.6369,-41.8432,BA,Nordeste
1661,2919553,-12.0956,-45.7866,BA,Nordeste
1662,2919603,-12.1326,-40.3571,BA,Nordeste
1663,2919702,-15.5646,-40.4209,BA,Nordeste
1664,2919801,-13.0186,-42.6945,BA,Nordeste
1665,2919900,-9.16226,-39.0518,BA,Nordeste
1666,2919926,-12.7446,-38.6153,BA,Nordeste
1667,2919959,-14.6623,-41.4915,BA,Nordeste
1668,2920007,-15.624,-40.2587,BA,Nordeste
1669,2920106,-11.7107,-40.1437,BA,Nordeste
1670,2920205,-14.3371,-43.7686,BA,Nordeste
1671,2920304,-14.3847,-41.8842,BA,Nordeste
1672,2920403,-14.1476,-40.2399,BA,Nordeste
1673,2920452,-10.7227,-44.0428,BA,Nordeste
1674,2920502,-13.4355,-40.4323,BA,Nordeste
1675,2920601,-12.776,-38.9175,BA,Nordeste
1676,2920700,-14.1035,-39.0137,BA,Nordeste
1677,2920809,-13.0064,-40.5295,BA,Nordeste
1678,2920908,-15.5542,-39.3016,BA,Nordeste
1679,2921005,-12.5307,-38.3009,BA,Nordeste
1680,2921054,-13.9109,-42.8439,BA,Nordeste
1681,2921104,-17.3707,-40.2238,BA,Nordeste
1682,2921203,-11.4299,-40.6031,BA,Nordeste
1683,2921302,-12.8646,-39.8611,BA,Nordeste
1684,2921401,-10.961,-40.574,BA,Nordeste
1685,2921450,-14.2385,-40.7718,BA,Nordeste
1686,2921500,-10.4374,-39.3321,BA,Nordeste
1687,2921609,-11.5569,-43.2766,BA,Nordeste
1688,2921708,-11.5488,-41.1565,BA,Nordeste
1689,2921807,-15.0225,-42.3727,BA,Nordeste
1690,2921906,-13.0053,-41.3703,BA,Nordeste
1691,2922003,-18.0754,-39.5565,BA,Nordeste
1692,2922052,-11.9648,-41.6374,BA,Nordeste
1693,2922102,-11.8541,-40.4714,BA,Nordeste
1694,2922201,-13.0092,-39.1092,BA,Nordeste
1695,2922250,-12.065,-43.5497,BA,Nordeste
1696,2922300,-12.6329,-38.9921,BA,Nordeste
1697,2922409,-13.2284,-39.5044,BA,Nordeste
1698,2922508,-13.0235,-39.0108,BA,Nordeste
1699,2922607,-13.604,-39.1091,BA,Nordeste
1700,2922656,-10.8192,-39.4297,BA,Nordeste
1701,2922706,-14.7912,-40.1458,BA,Nordeste
1702,2922730,-11.6031,-39.6302,BA,Nordeste
1703,2922755,-13.812,-39.6182,BA,Nordeste
1704,2922805,-13.0241,-40.0653,BA,Nordeste
1705,2922854,-12.815,-41.0748,BA,Nordeste
1706,2922904,-11.2329,-38.4871,BA,Nordeste
1707,2923001,-17.8926,-39.3743,BA,Nordeste
1708,2923035,-12.8083,-42.1682,BA,Nordeste
1709,2923050,-10.3182,-38.4014,BA,Nordeste
1710,2923100,-11.3497,-38.3379,BA,Nordeste
1711,2923209,-12.3132,-42.8969,BA,Nordeste
1712,2923308,-12.0175,-38.6166,BA,Nordeste
1713,2923357,-10.9578,-41.0756,BA,Nordeste
1714,2923407,-14.2676,-43.1609,BA,Nordeste
1715,2923506,-12.5059,-41.5809,BA,Nordeste
1716,2923605,-13.4388,-42.2395,BA,Nordeste
1717,2923704,-12.687,-43.1798,BA,Nordeste
1718,2923803,-10.6859,-37.8626,BA,Nordeste
1719,2923902,-15.4572,-39.6458,BA,Nordeste
1720,2924009,-9.3983,-38.2216,BA,Nordeste
1721,2924058,-11.8313,-39.611,BA,Nordeste
1722,2924108,-12.1491,-38.6487,BA,Nordeste
1723,2924207,-10.012,-37.8932,BA,Nordeste
1724,2924306,-13.1465,-41.7702,BA,Nordeste
1725,2924405,-10.0051,-42.4936,BA,Nordeste
1726,2924504,-14.4921,-42.686,BA,Nordeste
1727,2924603,-10.7433,-40.3675,BA,Nordeste
1728,2924652,-11.8117,-39.9009,BA,Nordeste
1729,2924678,-13.759,-39.3836,BA,Nordeste
1730,2924702,-14.9444,-41.7168,BA,Nordeste
1731,2924801,-11.73,-40.5587,BA,Nordeste
1732,2924900,-13.2618,-40.3695,BA,Nordeste
1733,2925006,-14.6654,-40.4718,BA,Nordeste
1734,2925105,-14.5234,-40.3634,BA,Nordeste
1735,2925204,-12.4303,-38.3374,BA,Nordeste
1736,2925253,-10.8653,-40.1311,BA,Nordeste
1737,2925303,-16.4435,-39.0643,BA,Nordeste
1738,2925402,-15.5943,-39.8638,BA,Nordeste
1739,2925501,-17.3364,-39.2227,BA,Nordeste
1740,2925600,-11.2923,-41.9843,BA,Nordeste
1741,2925709,-14.6885,-41.6798,BA,Nordeste
1742,2925758,-13.4471,-39.4203,BA,Nordeste
1743,2925808,-10.9736,-39.6293,BA,Nordeste
1744,2925907,-10.7505,-39.2137,BA,Nordeste
1745,2925931,-11.4031,-40.12,BA,Nordeste
1746,2925956,-12.4053,-39.5007,BA,Nordeste
1747,2926004,-9.61944,-42.0848,BA,Nordeste
1748,2926103,-11.4832,-39.4234,BA,Nordeste
1749,2926202,-11.7508,-44.9143,BA,Nordeste
1750,2926301,-11.8067,-39.3818,BA,Nordeste
1751,2926400,-13.6059,-42.9397,BA,Nordeste
1752,2926509,-11.0421,-38.4242,BA,Nordeste
1753,2926608,-10.8373,-38.5382,BA,Nordeste
1754,2926657,-15.4508,-40.7441,BA,Nordeste
1755,2926707,-13.5852,-41.8048,BA,Nordeste
1756,2926806,-14.4071,-42.0721,BA,Nordeste
1757,2926905,-13.1185,-42.2902,BA,Nordeste
1758,2927002,-11.4814,-37.9332,BA,Nordeste
1759,2927101,-8.85021,-38.78,BA,Nordeste
1760,2927200,-12.2816,-40.4931,BA,Nordeste
1761,2927309,-12.873,-38.7562,BA,Nordeste
1762,2927408,-12.9718,-38.5011,BA,Nordeste
1763,2927507,-11.9515,-38.9681,BA,Nordeste
1764,2927606,-9.73227,-38.1209,BA,Nordeste
1765,2927705,-16.2825,-39.0295,BA,Nordeste
1766,2927804,-14.964,-39.8115,BA,Nordeste
1767,2927903,-13.2793,-39.814,BA,Nordeste
1768,2928059,-15.4342,-39.3287,BA,Nordeste
1769,2928109,-13.3859,-44.2011,BA,Nordeste
1770,2928406,-11.0063,-44.5255,BA,Nordeste
1771,2928505,-12.7697,-39.5215,BA,Nordeste
1772,2928000,-11.2508,-39.375,BA,Nordeste
1773,2928208,-12.9792,-44.0506,BA,Nordeste
1774,2928307,-12.0311,-38.8694,BA,Nordeste
1775,2928604,-12.5472,-38.7137,BA,Nordeste
1776,2928703,-12.9614,-39.2584,BA,Nordeste
1777,2928802,-12.428,-39.2505,BA,Nordeste
1778,2928901,-12.3572,-44.9769,BA,Nordeste
1779,2928950,-11.4649,-39.5268,BA,Nordeste
1780,2929107,-12.8394,-39.0893,BA,Nordeste
1781,2929008,-12.6104,-38.9727,BA,Nordeste
1782,2929057,-13.4019,-44.1837,BA,Nordeste
1783,2929206,-12.6183,-38.6786,BA,Nordeste
1784,2929255,-11.2175,-41.8843,BA,Nordeste
1785,2929305,-12.4331,-38.9663,BA,Nordeste
1786,2929354,-15.0787,-39.3437,BA,Nordeste
1787,2929370,-11.4137,-39.8669,BA,Nordeste
1788,2929404,-13.0434,-39.4578,BA,Nordeste
1789,2929503,-12.5123,-38.4905,BA,Nordeste
1790,2929602,-12.7208,-39.1824,BA,Nordeste
1791,2929701,-11.5929,-38.5938,BA,Nordeste
1792,2929750,-12.7387,-38.7625,BA,Nordeste
1793,2929800,-10.9428,-40.4155,BA,Nordeste
1794,2929909,-12.4169,-41.7722,BA,Nordeste
1795,2930006,-14.571,-42.9434,BA,Nordeste
1796,2930105,-10.4594,-40.1865,BA,Nordeste
1797,2930204,-9.74138,-41.8786,BA,Nordeste
1798,2930154,-13.5659,-43.5929,BA,Nordeste
1799,2930303,-12.759,-43.9504,BA,Nordeste
1800,2930402,-12.156,-39.3305,BA,Nordeste
1801,2930501,-11.6584,-39.01,BA,Nordeste
1802,2930600,-11.4085,-40.2983,BA,Nordeste
1803,2930709,-12.7866,-38.4029,BA,Nordeste
1804,2930758,-13.0801,-43.4689,BA,Nordeste
1805,2930766,-10.3545,-38.2213,BA,Nordeste
1806,2930774,-9.45024,-40.8145,BA,Nordeste
1807,2930808,-12.088,-41.6427,BA,Nordeste
1808,2930907,-12.7026,-44.0075,BA,Nordeste
1809,2931004,-14.0197,-41.2473,BA,Nordeste
1810,2931053,-13.5485,-42.4934,BA,Nordeste
1811,2931103,-11.968,-39.1033,BA,Nordeste
1812,2931202,-13.5321,-39.1009,BA,Nordeste
1813,2931301,-11.8475,-40.7927,BA,Nordeste
1814,2931350,-17.5399,-39.74,BA,Nordeste
1815,2931400,-12.295,-38.6347,BA,Nordeste
1816,2931509,-11.4827,-38.9913,BA,Nordeste
1817,2931608,-13.5896,-39.484,BA,Nordeste
1818,2931707,-12.3888,-38.6238,BA,Nordeste
1819,2931806,-14.9736,-41.4142,BA,Nordeste
1820,2931905,-10.9584,-38.7894,BA,Nordeste
1821,2932002,-9.83325,-39.4794,BA,Nordeste
1822,2932101,-13.2714,-39.666,BA,Nordeste
1823,2932200,-14.303,-39.3222,BA,Nordeste
1824,2932309,-14.2063,-39.5207,BA,Nordeste
1825,2932408,-11.3394,-42.1354,BA,Nordeste
1826,2932457,-10.7339,-41.3234,BA,Nordeste
1827,2932507,-15.2791,-39.0765,BA,Nordeste
1828,2932606,-14.7678,-42.6498,BA,Nordeste
1829,2932705,-14.5963,-39.2851,BA,Nordeste
1830,2932804,-12.0783,-41.0954,BA,Nordeste
1831,2932903,-13.3669,-39.073,BA,Nordeste
1832,2933000,-11.4062,-39.457,BA,Nordeste
1833,2933059,-11.6005,-40.1328,BA,Nordeste
1834,2933109,-11.5273,-40.3149,BA,Nordeste
1835,2933158,-11.2557,-40.9432,BA,Nordeste
1836,2933174,-12.9672,-39.3919,BA,Nordeste
1837,2933208,-12.9568,-38.6153,BA,Nordeste
1838,2933257,-17.2183,-40.0974,BA,Nordeste
1839,2933307,-14.8615,-40.8442,BA,Nordeste
1840,2933406,-12.2819,-41.1715,BA,Nordeste
1841,2933455,-12.1144,-43.8958,BA,Nordeste
1842,2933505,-13.6908,-39.4762,BA,Nordeste
1843,2933604,-10.823,-42.7245,BA,Nordeste
1844,4100103,-23.3049,-50.3133,PR,Sul
1845,4100202,-24.6606,-48.9922,PR,Sul
1846,4100301,-25.9899,-49.3343,PR,Sul
1847,4100400,-25.3188,-49.3037,PR,Sul
1848,4100459,-24.7983,-52.7128,PR,Sul
1849,4128625,-26.1146,-52.7469,PR,Sul
1850,4100608,-23.1312,-52.3189,PR,Sul
1851,4100707,-24.0224,-53.44,PR,Sul
1852,4100509,-23.8759,-53.8958,PR,Sul
1853,4100806,-22.7813,-51.2297,PR,Sul
1854,4100905,-23.0943,-52.7866,PR,Sul
1855,4101002,-25.9168,-53.4686,PR,Sul
1856,4101051,-24.6449,-53.1332,PR,Sul
1857,4101101,-23.0533,-50.2304,PR,Sul
1858,4101150,-23.1946,-51.9154,PR,Sul
1859,4101200,-25.4386,-48.7191,PR,Sul
1860,4101309,-25.9804,-50.1972,PR,Sul
1861,4101408,-23.55,-51.4635,PR,Sul
1862,4101507,-23.4153,-51.4259,PR,Sul
1863,4101606,-24.1548,-49.8285,PR,Sul
1864,4101655,-24.3132,-51.7856,PR,Sul
1865,4101705,-23.9315,-52.5021,PR,Sul
1866,4101804,-25.5859,-49.4047,PR,Sul
1867,4101853,-24.3857,-51.5839,PR,Sul
1868,4101903,-23.3697,-50.8459,PR,Sul
1869,4102000,-24.4168,-53.5213,PR,Sul
1870,4102109,-23.2318,-51.6668,PR,Sul
1871,4102208,-23.1517,-52.0551,PR,Sul
1872,4102307,-25.5804,-49.6291,PR,Sul
1873,4102406,-23.1078,-50.3704,PR,Sul
1874,4102505,-24.0334,-52.004,PR,Sul
1875,4102703,-23.116,-50.1842,PR,Sul
1876,4102604,-26.2502,-53.6324,PR,Sul
1877,4102752,-25.8842,-53.6725,PR,Sul
1878,4102802,-22.9937,-51.1927,PR,Sul
1879,4102901,-26.1607,-51.5518,PR,Sul
1880,4103008,-24.2467,-52.7876,PR,Sul
1881,4103024,-25.6324,-53.2108,PR,Sul
1882,4103040,-24.8688,-51.6276,PR,Sul
1883,4103057,-25.4308,-53.4117,PR,Sul
1884,4103107,-25.2066,-49.1141,PR,Sul
1885,4103156,-26.1958,-53.5955,PR,Sul
1886,4103206,-23.7063,-51.7671,PR,Sul
1887,4103222,-26.0731,-52.8353,PR,Sul
1888,4103305,-23.9366,-51.5875,PR,Sul
1889,4103354,-24.8173,-53.1218,PR,Sul
1890,4103370,-24.1978,-53.5275,PR,Sul
1891,4103404,-22.789,-51.7142,PR,Sul
1892,4103453,-24.6189,-53.3207,PR,Sul
1893,4103479,-23.9005,-53.5124,PR,Sul
1894,4103503,-23.6566,-51.3574,PR,Sul
1895,4103602,-23.0423,-50.0753,PR,Sul
1896,4103701,-23.2766,-51.2798,PR,Sul
1897,4103800,-23.589,-51.5792,PR,Sul
1898,4103909,-24.5893,-52.7976,PR,Sul
1899,4103958,-25.0802,-51.8237,PR,Sul
1900,4104006,-25.3044,-49.0551,PR,Sul
1901,4104055,-25.0294,-52.9939,PR,Sul
1902,4104105,-25.98,-49.6844,PR,Sul
1903,4104204,-25.4525,-49.529,PR,Sul
1904,4104253,-25.3687,-49.4501,PR,Sul
1905,4104303,-24.0463,-52.378,PR,Sul
1906,4104402,-24.5649,-51.3372,PR,Sul
1907,4104428,-25.5758,-52.0409,PR,Sul
1908,4104451,-25.3734,-52.1198,PR,Sul
1909,4104501,-25.6691,-53.8055,PR,Sul
1910,4104600,-25.4816,-53.6112,PR,Sul
1911,4104659,-24.9152,-50.0986,PR,Sul
1912,4104709,-23.4269,-49.7235,PR,Sul
1913,4104808,-24.9573,-53.459,PR,Sul
1914,4104907,-24.7891,-50.0108,PR,Sul
1915,4105003,-25.2044,-53.1548,PR,Sul
1916,4105102,-22.8188,-51.5973,PR,Sul
1917,4105201,-26.0891,-52.8691,PR,Sul
1918,4105300,-25.1489,-53.8415,PR,Sul
1919,4105409,-25.8515,-52.5173,PR,Sul
1920,4105508,-23.6599,-52.6054,PR,Sul
1921,4105607,-23.3772,-52.9436,PR,Sul
1922,4105706,-26.4043,-52.3508,PR,Sul
1923,4105805,-25.2925,-49.2262,PR,Sul
1924,4105904,-22.8374,-51.9743,PR,Sul
1925,4106001,-23.5493,-50.5569,PR,Sul
1926,4106100,-23.623,-50.1707,PR,Sul
1927,4106209,-25.6788,-49.535,PR,Sul
1928,4106308,-24.7971,-53.3006,PR,Sul
1929,4106407,-23.1829,-50.6498,PR,Sul
1930,4106456,-26.2277,-52.0356,PR,Sul
1931,4106506,-25.9767,-52.5641,PR,Sul
1932,4106555,-24.101,-52.1177,PR,Sul
1933,4106803,-26.0166,-51.343,PR,Sul
1934,4106571,-25.6192,-53.1285,PR,Sul
1935,4106605,-23.7799,-53.0774,PR,Sul
1936,4106704,-22.9624,-52.1622,PR,Sul
1937,4106852,-24.0132,-51.4563,PR,Sul
1938,4106902,-25.4195,-49.2646,PR,Sul
1939,4107009,-24.0362,-50.4576,PR,Sul
1940,4107157,-24.9419,-54.1052,PR,Sul
1941,4107108,-22.655,-52.8617,PR,Sul
1942,4107124,-25.035,-52.6768,PR,Sul
1943,4107207,-25.7407,-53.057,PR,Sul
1944,4107256,-23.3807,-53.2918,PR,Sul
1945,4107306,-23.5582,-52.2178,PR,Sul
