id_municipio,ano,turno,tratamento,abstencao,passe_livre,populacao,competitividade,pib_pc,ideb,beneficiados,pib_governo,eleitores_secao
3503307,2018,1,1,0.2047896932212793,0,132934,0.5050510944403699,41827.64595212662,5.3,1.36575091951425,0.09951024410133524,359.1660516605166
3503307,2022,1,1,0.2100377053860618,1,136739,1.3291008206549255,4734.880019599383,5.5,1.3461610403930024,0.9174612407704756,360.20212765957444
2606002,2002,1,0,0.2132857574493187,0,120781,0.8577171826503561,3579.624228976412,NA,1.7377811029739725,0.22746532643829329,323.26976744186044
2606002,2006,1,0,0.19529435913225315,0,128398,0.4893862092383804,5602.426891384601,2.3,1.647205223928466,0.2177551716238357,323.43983402489624
2606002,2010,1,0,0.20815167206293175,0,129408,0.5088074393416002,9282.21959229723,3.1,1.5126062207052935,0.23512632256868748,330.3204633204633
2606002,2014,1,0,0.1105209628206577,0,136057,0.4509205352694272,1370.8251762129107,3.8,1.708378850089778,0.23294702110409837,307.4942084942085
2606002,2018,1,0,0.1876365520192806,0,138983,1.413572330547794,1756.6894800083464,4.1,1.5652296326328357,2.355716466306075,330.08921933085503
2606002,2022,1,0,0.17816272306952027,0,141347,0.8920975430285741,21194.482139698757,5,1.4785560367371702,0.1999032319656712,336.61267605633805
3552809,2002,1,1,0.16119046655606362,0,205547,2.1245401079456574,10344.839778736736,NA,1.386227221840057,0.10942584260775089,539.1927272727273
3552809,2006,1,1,0.14852241594394075,0,225405,5.7030193478710025,15523.15797786207,3.9,1.3454042987519177,0.0991049663602153,437.43342036553526
3552809,2010,1,1,0.14886722681838488,0,244528,2.6803189768882323,22383.36740168815,4.2,1.3162022359419323,0.01024083220262996,401.2591792656587
3552809,2014,1,1,0.18632827252813655,0,268321,5.605599070650648,28480.507794768208,4.5,1.3511644887579626,0.10596767026533568,386.352140077821
3552809,2018,1,1,0.2043178149384709,0,285570,1.8098596365948647,29343.27483279056,4.9,1.3679148124907192,0.11963707346864226,379.5690909090909
3552809,2022,1,1,0.20187736793194652,1,297528,2.2419309042481497,3029.2555020031728,5.4,1.3292944456358566,1.2353296527923203,379.3627118644068
3305109,2002,1,0,0.13317933510223193,0,454463,0.4748087888917581,4938.598556978236,NA,1.4186452317777432,0.3741202457563469,356.73719376391983
3305109,2006,1,0,0.1339863716343583,0,466996,0.8542533374944312,6662.881765582574,2.9,1.395088172120104,0.3772386368376746,349.4185803757829
3305109,2010,1,0,0.15801459787522346,0,458673,0.7058353030007056,10934.65658323032,2.9,1.3057042165313535,0.3550999364922271,347.1185770750988
3305109,2014,1,0,0.1926358366582548,0,460711,1.0868317072157885,15745.141885042902,3.4,1.2651021915649052,0.33906701217525026,351.175506268081
3305109,2018,1,0,0.23091943519787655,0,471888,0.6942789700187778,19748.770818499303,3.5,1.2833365968278834,0.31722750972187663,349.86108468125593
3305109,2022,1,0,0.23149496830816824,0,473385,3.006251069884943,19224.237721938804,4.3,1.2559596297269116,0.3472026356087475,379.5679758308157
4309308,2002,1,1,0.09966527879826924,0,97581,5.20113305650867,7090.883645381786,NA,1.593289248101886,0.12705715177213545,338.37016574585635
4309308,2006,1,1,0.12236484445786772,0,105808,1.6586361144650947,17633.87420610918,3.6,1.59782543038357,0.07373293929529168,343.1088082901554
4309308,2010,1,1,0.1300190377293181,0,95204,40.88448658008982,30571.823757405153,3.9,1.373081804545979,0.08444067213323249,339.88235294117646
4309308,2014,1,1,0.1538258244891714,0,98864,3.765246000525443,51629.02002751254,4.2,1.3751547438554521,0.07665021990111852,337.52582159624416
4309308,2018,1,1,0.1992250783021925,0,98043,1.203897205613979,68747.07123405037,4.5,1.3236175612917165,0.07216763131939254,333.65765765765764
4309308,2022,1,1,0.20996413019020263,1,98331,8.99108044671561,59253.541670480314,4.9,1.301518179772604,0.09361360009994377,331.3640350877193
3300209,2002,1,0,0.1716648914924777,0,87806,0.9871814241792064,6203.996902261804,NA,1.461290107841832,0.352389815908912,341.40909090909093
3300209,2006,1,0,0.18232849354995412,0,100378,54.85930571334941,7961.6500727251,3.6,1.354482646947698,0.03510819803911388,363.27450980392155
3300209,2010,1,0,0.20377537031869852,0,112008,15.529918377333264,12336.283310120703,3.6,1.3588421550667849,0.3389539358445181,378.11467889908255
3300209,2014,1,0,0.22469201043696535,0,120948,8.11484466151618,17064.63725733373,3.5,1.3315718201935465,0.03413044294778906,386.5148936170213
3300209,2018,1,0,0.25475684902989426,0,130439,0.5606400031933207,20518.619285643097,3.8,1.3577212923640605,0.3423901024153803,385.8313253012048
3300209,2022,1,0,0.24021485916713195,0,136109,1.4138515134178005,25925.429589520165,4.7,1.3102269883136637,0.2935308565785053,386.17843866171006
4323002,2002,1,1,0.10139185737371632,0,237262,3.921777077073015,3201.586499312996,NA,1.7669067105547325,0.24649253155167528,358.0826666666667
4323002,2006,1,1,0.12121800884362856,0,261971,2.325403301770925,4582.802424695863,3.2,1.7551319844566529,0.2675560247553333,371.29353233830847
4323002,2010,1,1,0.1403322016389622,0,239384,12.019277170614922,8140.9795349730975,3.3,1.5078452245227043,0.26873866604356833,367.4976851851851
4323002,2014,1,1,0.17509597130143673,0,251033,2.328256557054904,12290.351216772297,3.2,1.5033986716733443,0.26751837929906414,370.23725055432374
4323002,2018,1,1,0.14399257020950124,0,254101,1.4103056853103864,14748.373930051435,3.8,1.7100699234812338,0.2851807141891391,312.1659663865546
4323002,2022,1,1,0.19882096472105376,1,257330,3.7020122124408887,16442.506474177128,4.6,1.5802143142251834,0.28472910783516076,338.55509355509355
3302502,2002,1,0,0.135676163505376,0,214703,0.5162174217575203,4989.711843802835,NA,1.670398493783746,0.3924262591383989,349.2771739130435
3302502,2006,1,0,0.1426005597092853,0,237000,0.7453363129870303,6256.209510548523,3.2,1.6498893112234243,0.04109590349315827,347.81113801452784
3302502,2010,1,0,0.1689477310392343,0,227322,0.785224934253033,10436.27527472044,3.3,1.4109826266689012,0.39786348973574454,357.22616407982264
3302502,2014,1,0,0.19095866803148331,0,233634,1.008428756311874,14078.3233305084,3.5,1.3511337809469284,0.4045182533102154,339.7190569744597
3302502,2018,1,0,0.2366431576683632,0,243657,0.8771451878178529,16014.663510590708,3.8,1.3435806097634948,0.4172565973050631,346.74760994263863
3302502,2022,1,0,0.2133876583000137,0,247741,2.831219804785353,17932.72247629581,4.4,1.2554591017123513,0.04041203168211751,347.4137323943662
5201405,2002,1,1,0.16061706991176827,0,369617,1.295199525567194,4405.188546522481,NA,2.0407975087513943,0.19286712219229493,359.3531746031746
5201405,2006,1,1,0.16449938852067808,0,453104,5.231223165069713,6845.294098043716,3.2,2.0753837204508914,0.1946770183191575,356.73692810457516
5201405,2010,1,1,0.16146382829638065,0,455657,2.513187385978601,12747.705085184689,3.3,1.814087277099416,0.15203930314233355,366.1472303206997
5201405,2014,1,1,0.12542873235059915,0,511323,55.407027209665344,22837.32000320737,4,1.9861446134125735,0.13209984580872497,318.6200495049505
5201405,2018,1,1,0.2128656226616424,0,565957,0.9291772535031052,23254.475175675892,4.6,1.8990634825296373,0.16550398831470692,359.49215922798555
5201405,2022,1,1,0.2145752489806632,1,601844,4.142293287657384,24684.168266195225,4.8,1.795118517480098,0.1639325619566542,376.28170594837263
4209300,2002,1,0,0.1601000086214329,0,160771,1.9195050717285191,7145.842322309371,NA,1.5400848732170398,0.14360678645745997,336.7451612903226
4209300,2006,1,0,0.15738172883223878,0,168384,1.0119199575571336,1076.2852586944127,3.5,1.521097751560538,1.3836294288023103,347.01880877742946
4209300,2010,1,0,0.16671225382932167,0,156727,1.2629692246351163,1768.5888774748448,3.8,1.3396386077680524,0.1392273046017115,338.1271676300578
4209300,2014,1,0,0.1822478338377347,0,158846,2.898267793220592,27571.27761479672,3.5,1.3170764064508105,0.1366578231207913,341.657223796034
4209300,2018,1,0,0.20257877568860433,0,157743,0.7063233355796947,3236.7505055691854,4.2,1.2767853529426048,1.4988665547659736,338.4849315068493
4209300,2022,1,0,0.20629162937677703,0,157158,1.6402239945885269,37414.62129831126,4.5,1.2446876757244798,0.13676968728343977,332.2710526315789
5209705,2002,1,1,0.16336032388663968,0,13682,2.031309071965325,1054.9474492033328,NA,1.384817813765182,0.09853364233970131,318.7096774193548
5209705,2006,1,1,0.16689373297002724,0,15179,2.04309384956546,12394.875288227156,2.9,1.2924897820163488,0.12909661994751065,317.4054054054054
5209705,2010,1,1,0.07932137146917748,0,17398,11.94651365078332,14476.686860558684,3.1,1.5453899449280513,0.15313347250661244,250.17777777777775
5209705,2014,1,1,0.16372253339077983,0,19392,2.666662244123444,2570.102980610561,4,1.3925032313657906,1.3759942352478822,278.52
5209705,2018,1,1,0.21734554909000867,0,21278,1.1489834740972815,42452.71543378137,4.5,1.3171969790763898,0.10630784135135242,299.14814814814815
5209705,2022,1,1,0.217753120665742,1,22533,6.810383396806358,52181.842941463634,5,1.20201643017177,0.09584869893312764,307.3114754098361
3204559,2002,1,0,0.104893955170713,0,29932,6.558202833547482,5181.169216891621,NA,1.6403792404230833,0.21186972449812716,344.2830188679245
3204559,2006,1,0,0.10698427382053656,0,32844,5.34860313238787,9152.82885763001,3.8,1.5191489361702128,0.2085994923927927,332.61538461538464
3204559,2010,1,0,0.10930807248764415,0,34176,17.384527118015825,15182.116514513107,4,1.4075782537067545,0.20061577444451564,332.6027397260274
3204559,2014,1,0,0.1270037917182866,0,38290,1.49125001611621,26718.70472708279,4,1.4374741900364154,0.14905729932712672,337.17721518987344
3204559,2018,1,0,0.16306879410435568,0,39849,0.8260324948203613,34373.611734296974,4.8,1.385233079570341,0.13466456876790525,355.14814814814815
3204559,2022,1,0,0.17450441804282357,0,41588,1.297396022852507,36562.415744926424,5.3,1.3763113479167357,0.1414917444378334,364.06024096385545
2105500,2002,1,1,0.24908589389954455,0,24836,2.392414401043565,2699.519890481559,NA,1.5931746744499329,0.02260555986077229,278.375
2105500,2006,1,1,0.25287491199249,0,21866,0.7738153272747127,3216.481112229031,3.2,1.282914808730345,0.31386833987624563,284.06666666666666
2105500,2010,1,1,0.25964931936586183,0,20381,1.147195325940748,5177.000490653059,3.7,1.141728754691614,0.3537216230043456,283.3492063492063
2105500,2014,1,1,0.24827063872759403,0,23338,0.710569860355777,7421.4876167623615,3,1.178389295632416,0.03504364984472122,257.2077922077922
2105500,2018,1,1,0.14128232630199022,0,23696,1.388306883860244,9134.034984807562,3.9,1.4119890358717673,0.4072979353229163,226.78378378378375
2105500,2022,1,1,0.1787531806615776,1,23677,1.4492198201188786,9900.34873505934,4.3,1.158592679585046,0.4258233770589095,291.9428571428571
3555000,2002,1,0,0.1905113572787289,0,64176,7.093806061803129,7306.715672525555,NA,1.4361866398120176,0.12956630794589266,538.3734939759037
3555000,2006,1,0,0.19893286278463995,0,66293,0.918712120941174,10223.908602718237,3.9,1.3925930594067726,0.13620826287365442,436.7339449541285
3555000,2010,1,0,0.20926511100307893,0,63476,2.568601842797692,15846.53966853614,4.4,1.2857721601037109,0.01348413734036395,382.69767441860466
3555000,2014,1,0,0.23888692371182643,0,65596,1.085813423395367,23368.410619549973,4.6,1.2890775458868844,0.13119183996632866,366.0863309352518
3555000,2018,1,0,0.26915342454950514,0,65477,0.5158777683467556,27391.4711425386,4.9,1.290899412483735,0.13084698137813186,352.2361111111111
3555000,2022,1,0,0.2584594658847769,0,65615,1.146619622414698,31037.91258096472,5.4,1.2999247166970442,0.1292213629083156,332.07894736842104
3543303,2002,1,1,0.13976525430783318,0,108595,0.969063461324499,6586.573718863668,NA,1.5066317045423014,0.14627224156135735,490.3265306122449
3543303,2006,1,1,0.1456232856981827,0,118864,5.034478757765858,9116.740930811684,4.2,1.488721616171737,0.13919136962579992,403.2474747474748
3543303,2010,1,1,0.1532991702122658,0,113068,35.577886978319455,15953.234911734531,4.7,1.328929738370043,0.135012564985261,348.6967213114754
3543303,2014,1,1,0.18138881079561428,0,119644,3.3769627250038035,22922.425061014343,4.9,1.3454484115827945,0.01446037344230581,330.57620817843866
3543303,2018,1,1,0.2115860120098905,0,122607,0.8409028233924356,2480.5066513331212,5.4,1.3533976510067114,1.4618580157960668,312.3862068965517
3543303,2022,1,1,0.20769010548569664,1,125238,70.27953715450066,26680.079800060685,5.6,1.3789997577572728,0.14246089815180318,347.9616858237548
5201108,2002,1,0,0.15398451718337958,0,293475,7.193503443021664,7539.809677144561,NA,1.55716915958762,0.12797776628320964,338.3608617594255
5201108,2006,1,0,0.16046125944388948,0,318808,1.6149548202047708,13064.78108453991,3.5,1.545975618035283,0.11526163752078623,342.5548172757475
5201108,2010,1,0,0.17352961630070063,0,334613,3.77999544956557,3305.4676477004778,3.8,1.4543585597802464,0.6931619723573217,351.79816513761466
5201108,2014,1,0,0.13876244148157732,0,361991,1.441218238558542,35152.17866466293,4.7,1.4634295232011902,0.00996603207825084,338.84657534246577
5201108,2018,1,0,0.21442186697244292,0,381970,0.5455850247444276,37104.80089535827,5.4,1.4220456728442403,0.1172172491949884,352.9645203679369
5201108,2022,1,0,0.22686934914702137,0,396526,1.2258136199241296,38551.80292843345,5.5,1.37996004816493,0.12272711229882376,355.18665018541407
4309209,2002,1,1,0.09405205781044708,0,243485,2.883411429509245,10144.237653243526,NA,1.729235467490501,0.08527459692061284,355.5681818181818
4309209,2006,1,1,0.11088333019873362,0,270763,1.7845885779086252,13704.73811783737,3.2,1.6974672434330136,0.10363820715742984,363.3485193621868
4309209,2010,1,1,0.1208571280688739,0,255660,46.64394611877913,28537.16886881014,3.7,1.4702989941512397,0.090569303909202,363.0125260960334
4309209,2014,1,1,0.15358380518774406,0,270689,15.65331429478062,40239.209635411855,3.5,1.486624231806374,0.0949957985396076,367.8444444444444
4309209,2018,1,1,0.2025164737686914,0,279398,0.6826984198902539,43234.60852618845,4,1.4752365464222357,0.10646636174458234,362.8199233716475
4309209,2022,1,1,0.20656666875430577,1,285564,3.313174722816596,3726.3040894510514,5.3,1.4903864219953655,1.287470934510965,357.47014925373134
3515103,2002,1,0,0.2044608711275378,0,61259,5.1114404265829485,4666.2086713788995,NA,1.572315905649239,0.2484407259195266,526.5
3515103,2006,1,0,0.1746119733924612,0,72170,2.191329449455606,6222.55599279479,4.2,1.6668976348854398,0.2181070076875471,416.3076923076923
3515103,2010,1,0,0.1770036031810332,0,62769,3.1438772065493303,10052.360767257724,4.3,1.3382726051638487,0.23481251959452515,375.224
3515103,2014,1,0,0.204925431711146,0,66792,7.124201116770494,14178.304752066117,4.5,1.310675039246468,0.21889211850376375,386.06060606060606
3515103,2018,1,0,0.24600687233319488,0,68856,1.1601413919212071,1593.6394504473103,5,1.30000377600725,2.28254094776203,386.6131386861314
3515103,2022,1,0,0.2543082793504304,0,70402,6.5511958262100665,17491.235490469022,5.2,1.249480876741503,0.2308860216470401,385.9246575342466
5203559,2002,1,1,0.162677304964539,0,5780,3.170806366677403,3120.021799307958,NA,1.2810283687943262,0.34526453379628813,347.0769230769231
5203559,2006,1,1,0.19467811158798284,0,6853,2.4498280974232154,3907.164161681016,3.2,1.176480686695279,0.4071381108520546,342.6470588235294
5203559,2010,1,1,0.12019320081738807,0,7536,4.983288654563975,6387.742967091295,3.6,1.3999628459966562,0.382154704250367,316.6470588235294
5203559,2014,1,1,0.16041701698335295,0,8508,1.7786811362546724,8426.654442877292,4.5,1.4306372961156886,0.40728194513859856,313
5203559,2018,1,1,0.11151771956856704,0,9488,1.5455275575443477,9801.114776559863,5.3,1.827426810477658,0.41474521242609536,273.2631578947368
5203559,2022,1,1,0.17794970986460348,1,10120,16.327111098986038,10486.868675889327,5,1.5057283142389526,0.3938077801816352,336.05
4116208,2002,1,0,0.1831068123071792,0,15725,1.7246191857821185,3932.722352941176,NA,1.3111815225548236,0.2547782569787982,292.5121951219512
4116208,2006,1,0,0.21163227016885552,0,16857,2.5957908458065795,5720.126475648099,3.6,1.2650656660412758,0.02806780648321253,302.84090909090907
4116208,2010,1,0,0.2140552672184037,0,15718,3.850297452437404,9151.892988929889,3.5,1.1023986533875718,0.2569857581802153,316.84444444444443
4116208,2014,1,0,0.22211701048359825,0,16381,5.130245613312736,14088.413161589646,2.8,1.1079472438282043,0.27121319566038116,314.5744680851064
4116208,2018,1,0,0.16122809837646682,0,16366,0.962311843789506,20421.566540388612,3.8,1.3153833788779938,0.24048663572622864,270.4782608695652
4116208,2022,1,0,0.20423457508731083,0,16485,2.956491886069549,22465.771731877463,5,1.1994324796274738,0.2407625490934213,312.3636363636364
5204557,2002,1,1,0.16304347826086957,0,3053,3.633343186902664,3415.6885031116935,NA,1.229066022544283,0.3679984948356349,310.5
5204557,2006,1,1,0.13920454545454544,0,3539,3.0972792249618704,4080.385702175756,3.5,1.4362824675324677,0.43131660744081657,308
5204557,2010,1,1,0.1706704912154894,0,3325,4.203697156626703,8000.73052631579,3.8,1.1921835783434922,0.37599840976927335,348.625
5204557,2014,1,1,0.13059984813971146,0,3582,4.557405072463494,11881.509491903964,4.8,1.3599088838268794,0.36228315010817663,329.25
5204557,2018,1,1,0.24133377352261473,0,3759,1.099871616131154,13577.65522745411,5.5,1.2410036315615716,0.3877288996838968,378.625
5204557,2022,1,1,0.2235365483773127,1,3900,11.268115676096704,19455.06205128205,4.7,1.1828935395814375,0.3091697761555486,366.3333333333333
1100452,2002,1,0,0.22418941979522183,0,30521,1.4451586157570164,3209.145440844009,NA,2.170150739476678,0.4622011863476904,380.1081081081081
1100452,2006,1,0,0.21412792191112257,0,42717,2.901645648787461,4705.886906852073,3,2.194554328281531,0.4547733932229524,389.3
1100452,2010,1,0,0.26375195798396756,0,32383,1.9624894777486088,10383.993545996356,3.4,1.4918916428637243,0.03415222125066335,361.76666666666665
1100452,2014,1,0,0.18705202312138727,0,37207,4.424726336073751,12792.242696266832,3.8,1.7205549132947977,0.36354654152800353,292.22972972972974
1100452,2018,1,0,0.2840357266736039,0,38937,0.7265883144685241,17475.10303824126,4.9,1.6882154006243495,0.3490460660540017,307.52
1100452,2022,1,0,0.30898558299577505,0,41043,0.7856507241056702,190.4403674195356,4.6,1.7876649679864105,31.58771182168827,302.0921052631579
5205208,2002,1,1,0.14357311320754718,0,4371,7.834955025974892,3179.4959963395104,NA,1.288620283018868,0.35995648737905894,226.13333333333333
5205208,2006,1,1,0.15910920311242285,0,4475,2.793275245098784,444.65206703910616,3.8,1.2006976120203918,3.6371602830007568,248.46666666666667
5205208,2010,1,1,0.13098758131283264,0,4686,2.2598216719954336,7893.778062313274,3.9,1.3855706682436428,0.3116170036618304,260.15384615384613
