,id_municipio,razao_dependencia,taxa_envelhecimento,expectativa_anos_estudo,taxa_analfabetismo_18_mais,indice_gini,prop_pobreza_extrema,renda_pc,taxa_desocupacao_18_mais,taxa_ocupados_carteira,taxa_agua_encanada,populacao,populacao_urbana,populacao_rural,idhm
856,5205455,42.17,6.72,9.14,11.88,0.47,2.46,564.44,7.71,37.56,99.33,7545,5595,1950,0.711
857,5205513,49.89,5.87,8.82,13.47,0.47,5.91,450.47,8.27,36.75,94.39,17407,6444,10963,0.657
858,5206800,38.6,7.68,10.28,13.87,0.47,1.91,578.93,3.68,20.36,99.37,2747,2182,565,0.697
859,5208608,43.42,6.67,10.21,10.68,0.47,1.09,701.38,5.44,49.16,98.28,59549,55660,3889,0.727
860,5209705,46.32,6.88,9.41,7.54,0.47,0.84,651.41,4.55,38.1,97.81,17398,10470,6928,0.706
861,5214051,47.76,7.56,9.67,22.54,0.47,8.86,434.73,6.43,20.44,95.75,6438,3767,2671,0.634
862,5214861,49.63,12.05,9.91,16.23,0.47,3.87,476.52,5.2,31.49,96.63,8508,5730,2778,0.681
863,5217104,45.28,10.6,9.98,10.63,0.47,1.63,707.83,3.77,23.31,93.58,24026,17551,6475,0.721
864,5219902,47.83,8.94,8.68,15.77,0.47,4.26,479.13,6.2,25.43,98.66,6120,4464,1656,0.651
865,5220686,53.7,6.13,10.09,19.25,0.47,11.11,324.26,11.69,21.85,86.68,6514,5378,1136,0.645
866,5221304,42.81,9.33,10.68,6.81,0.47,0.81,723.26,4.29,31.79,96.61,2819,2488,331,0.745
867,5221502,43.72,10.39,10.56,13.04,0.47,2.87,545.83,5.0,27.55,99.01,4839,3891,948,0.697
868,5222302,50.75,7.06,9.46,20.75,0.47,9.72,401.84,3.98,25.19,77.94,5145,1504,3641,0.634
869,1703107,52.31,6.81,9.52,17.18,0.44,10.56,335.26,8.56,26.56,91.73,5349,4479,870,0.642
870,1711100,53.39,6.91,9.68,20.47,0.44,5.56,363.13,5.0,19.33,97.05,2445,1563,882,0.65
871,1718451,60.83,5.83,9.3,14.11,0.44,6.23,380.52,10.76,34.01,98.61,2369,2004,365,0.669
872,2105500,61.27,7.06,9.35,24.15,0.44,10.77,303.91,8.04,24.66,94.3,20381,15336,5045,0.641
873,2209153,57.75,8.7,9.03,36.62,0.44,21.2,208.49,6.79,17.59,93.23,3794,2127,1667,0.577
874,2306207,47.77,10.37,10.97,24.52,0.44,11.24,296.81,10.2,18.06,88.18,7316,4279,3037,0.656
875,2307700,50.11,6.65,9.91,16.68,0.44,8.52,307.81,8.2,44.62,86.24,113561,86309,27252,0.659
876,2309706,47.77,4.69,9.77,10.06,0.44,6.66,344.63,12.48,57.12,97.76,72299,62095,10204,0.675
877,2311504,48.37,6.95,9.73,28.01,0.44,13.93,260.79,11.98,23.06,88.55,19412,11930,7482,0.622
878,2400406,48.95,7.65,10.52,24.91,0.44,17.77,212.82,19.78,10.09,86.49,2980,1908,1072,0.616
879,2406155,61.01,10.11,8.93,38.11,0.44,15.21,248.13,3.52,15.83,71.23,3582,960,2622,0.595
880,2407609,53.9,7.78,10.02,34.45,0.44,5.63,350.8,6.36,18.31,76.87,4188,3638,550,0.644
881,2411809,45.41,9.35,9.45,29.09,0.44,11.41,316.21,5.91,31.09,82.95,3401,2297,1104,0.608
882,2412005,48.44,5.28,9.18,15.68,0.44,6.05,377.16,11.57,56.47,97.0,87668,74099,13569,0.661
883,2508406,48.67,9.15,9.74,32.87,0.44,22.53,219.67,20.41,15.91,53.38,2841,1335,1506,0.533
884,2509339,61.71,9.19,8.34,33.99,0.44,19.51,217.6,4.46,5.48,35.04,4321,682,3639,0.541
885,2512200,56.79,11.34,10.04,25.1,0.44,15.15,271.47,7.01,4.82,76.55,3854,2444,1410,0.608
886,2512804,48.36,8.0,7.89,35.0,0.44,16.29,239.15,5.03,9.19,61.03,8314,4025,4289,0.568
887,2513653,51.24,9.83,10.45,38.54,0.44,15.45,249.67,2.27,6.2,81.2,2615,840,1775,0.622
888,2514305,57.66,6.26,7.87,34.97,0.44,19.48,238.28,3.4,27.19,46.44,6010,2729,3281,0.565
889,2604403,51.25,6.66,9.18,26.55,0.44,18.95,239.04,18.51,35.09,70.63,12404,9565,2839,0.604
890,2611408,53.31,5.95,8.15,30.37,0.44,10.91,281.27,11.16,37.67,68.62,13439,8579,4860,0.58
891,2611903,52.9,5.09,8.71,24.57,0.44,12.51,264.16,16.35,55.65,80.54,22151,13373,8778,0.613
892,2614204,53.13,4.8,8.78,27.42,0.44,8.7,273.75,15.33,65.77,79.36,40296,21484,18812,0.597
893,2804102,50.74,9.59,8.8,28.39,0.44,6.73,326.89,2.15,8.62,69.15,11001,4600,6401,0.587
894,2900603,55.0,10.13,8.55,25.79,0.44,11.27,283.24,10.09,26.15,75.28,4602,2680,1922,0.583
895,2902906,56.14,7.28,7.69,30.02,0.44,12.55,266.13,5.52,26.87,84.74,34788,22407,12381,0.551
896,2906402,55.64,10.5,8.44,27.86,0.44,13.4,251.54,5.74,13.55,59.5,8895,3476,5419,0.587
897,2906600,47.95,10.02,9.13,27.36,0.44,13.43,290.99,4.89,22.09,75.29,13210,7725,5485,0.591
898,2917102,55.29,10.1,7.96,26.17,0.44,8.6,330.0,7.28,43.19,90.3,19914,18100,1814,0.594
899,3102001,48.07,10.38,9.9,11.0,0.44,3.97,475.99,3.61,31.08,91.95,13717,10002,3715,0.668
900,3102605,41.33,9.81,9.82,8.96,0.44,0.45,754.39,2.12,44.04,94.2,37270,28026,9244,0.734
901,3103702,48.95,7.24,7.86,23.99,0.44,8.88,328.75,2.42,8.01,71.95,8152,3041,5111,0.536
902,3108552,53.08,5.36,8.09,11.45,0.44,3.04,444.35,6.31,47.78,95.15,14226,12372,1854,0.674
903,3108701,53.49,11.86,9.65,14.73,0.44,16.37,299.02,4.97,12.94,82.52,4637,2223,2414,0.625
904,3109105,43.67,10.54,9.27,10.96,0.44,3.95,491.08,1.85,15.12,77.66,10892,5674,5218,0.658
905,3109253,55.45,11.35,10.13,20.09,0.44,6.59,338.39,6.68,20.9,95.73,3992,1531,2461,0.627
906,3110806,56.52,9.34,8.37,19.29,0.44,3.61,350.46,11.39,26.74,94.78,3564,2651,913,0.616
907,3111606,47.96,8.27,8.68,12.25,0.44,1.05,503.91,2.48,31.8,95.85,27600,19156,8444,0.682
908,3112208,48.18,12.43,9.04,11.41,0.44,10.52,338.43,2.96,17.64,92.27,4755,2132,2623,0.648
909,3115409,48.14,8.98,8.56,14.68,0.44,7.59,309.82,11.57,18.67,74.15,3462,1429,2033,0.6
910,3120409,46.57,7.63,9.36,6.49,0.44,3.92,458.68,10.32,34.35,93.99,5007,4156,851,0.695
911,3120508,45.34,9.83,8.66,9.94,0.44,3.12,442.25,4.69,35.88,83.5,10210,5955,4255,0.668
912,3122108,54.47,11.75,9.88,19.82,0.44,4.44,388.4,7.35,12.72,93.75,4937,4108,829,0.661
913,3122504,54.57,12.9,10.26,13.33,0.44,4.36,485.9,6.03,24.21,96.3,5209,4607,602,0.688
914,3124807,44.69,8.85,9.42,12.13,0.44,1.68,600.41,5.56,46.3,92.76,7446,6057,1389,0.696
915,3124906,44.76,10.81,9.56,12.76,0.44,4.5,486.46,4.87,34.21,94.46,10540,7405,3135,0.675
916,3125507,49.53,6.54,9.63,19.15,0.44,8.54,321.22,7.72,20.69,71.23,3056,1954,1102,0.64
917,3130556,52.19,7.91,7.73,18.6,0.44,13.44,281.68,3.9,13.56,89.95,6424,2046,4378,0.553
918,3131000,45.56,7.78,9.54,9.14,0.44,2.55,477.55,6.04,43.87,93.58,5760,4206,1554,0.702
919,3132206,44.31,10.11,7.89,8.57,0.44,0.97,610.65,2.17,36.75,94.66,12372,9526,2846,0.691
920,3133501,45.64,12.29,9.03,11.71,0.44,0.98,594.71,3.23,47.39,91.67,21377,16503,4874,0.713
921,3137304,52.97,7.76,8.93,17.42,0.44,9.02,321.11,7.03,11.74,77.98,4225,3079,1146,0.634
922,3140506,46.9,9.44,9.26,9.52,0.44,1.33,579.07,6.69,43.48,96.02,12611,11010,1601,0.669
923,3143401,39.4,7.65,8.69,7.6,0.44,0.67,760.69,1.38,37.04,94.36,21203,16268,4935,0.724
924,3144607,46.14,9.03,9.35,11.97,0.44,3.34,480.79,6.01,42.53,94.32,25733,19936,5797,0.667
925,3145703,43.45,9.37,10.3,17.48,0.44,5.99,369.25,8.63,28.36,87.67,2123,1177,946,0.635
926,3145802,53.98,8.81,8.5,11.89,0.44,3.0,446.23,3.33,39.49,71.2,3055,1519,1536,0.663
927,3146255,61.47,5.86,9.53,29.02,0.44,6.14,286.32,1.24,44.68,77.42,5834,3462,2372,0.599
928,3146602,45.61,14.18,9.43,13.74,0.44,1.21,476.35,5.29,22.59,87.6,1558,1219,339,0.72
929,3149507,45.52,10.68,8.64,8.73,0.44,0.0,593.92,2.13,47.89,98.37,3165,2916,249,0.694
930,3150539,51.73,7.53,9.29,18.59,0.44,4.59,340.91,8.9,37.0,98.62,4420,4035,385,0.619
931,3150604,46.72,11.66,8.91,12.7,0.44,3.31,444.75,2.59,26.96,92.25,6406,3034,3372,0.646
932,3151701,42.48,9.84,9.23,7.32,0.44,1.73,644.47,2.47,18.42,79.73,15959,9281,6678,0.691
933,3153301,58.83,8.82,8.31,14.49,0.44,12.27,282.93,8.38,27.32,90.13,2959,2017,942,0.595
934,3154507,53.57,6.93,8.93,24.28,0.44,11.77,255.57,10.38,24.67,65.96,9360,4499,4861,0.627
935,3155009,49.12,12.45,9.42,15.35,0.44,4.08,439.86,11.11,27.38,90.58,2465,1653,812,0.664
936,3156106,42.96,11.03,9.47,10.15,0.44,1.89,453.87,5.18,38.73,80.89,4925,3407,1518,0.653
937,3157252,48.27,8.16,8.7,14.42,0.44,10.22,351.59,5.8,10.76,84.78,7682,3974,3708,0.613
938,3158102,53.47,10.94,9.82,30.48,0.44,8.33,321.15,7.92,13.13,87.97,5284,3742,1542,0.613
939,3158607,47.61,9.87,7.82,10.2,0.44,3.5,484.73,6.94,63.1,97.35,3860,1404,2456,0.651
940,3159357,47.65,8.37,7.88,17.39,0.44,4.72,395.61,5.77,31.79,92.23,6547,4774,1773,0.613
941,3159506,50.59,8.97,8.22,20.03,0.44,7.98,352.98,1.96,10.18,84.16,5697,2310,3387,0.607
942,3162609,50.12,10.68,8.64,17.77,0.44,2.74,404.69,5.56,20.84,98.81,7874,6325,1549,0.648
943,3162708,49.26,8.02,8.73,30.17,0.44,11.69,300.81,8.47,26.03,82.31,22319,10235,12084,0.615
944,3162922,43.81,5.91,7.92,9.21,0.44,2.89,498.26,7.65,49.19,94.01,25537,18599,6938,0.662
945,3163805,46.16,10.72,9.25,18.24,0.44,5.76,370.37,2.41,16.4,91.3,6760,3746,3014,0.644
946,3164472,55.28,6.87,9.12,19.5,0.44,8.26,327.54,6.26,8.97,93.81,5739,4210,1529,0.607
947,3165008,46.66,10.09,9.52,8.65,0.44,1.14,486.69,2.29,43.24,94.4,10561,8471,2090,0.662
948,3165404,50.75,8.24,9.25,11.19,0.44,2.22,497.65,4.14,37.88,78.59,6241,3783,2458,0.68
949,3165560,52.41,15.21,9.87,16.87,0.44,10.18,386.22,2.17,10.49,80.22,2847,1507,1340,0.654
950,3166907,52.64,9.35,8.34,14.57,0.44,1.05,470.34,2.07,54.44,98.88,7542,6576,966,0.677
951,3171006,42.35,6.83,10.48,7.87,0.44,2.49,650.88,6.74,41.35,94.74,19723,15919,3804,0.742
952,3172202,46.56,9.71,9.09,5.8,0.44,4.29,439.73,1.56,53.6,44.96,2553,1270,1283,0.678
953,3200706,45.0,8.13,9.66,11.11,0.44,4.72,493.81,5.13,42.32,94.18,9850,6116,3734,0.708
954,3202801,48.32,7.16,8.94,12.34,0.44,3.06,428.61,7.19,32.43,94.94,30988,19330,11658,0.654
955,3300951,45.63,9.21,9.25,7.73,0.44,1.09,537.66,10.76,55.03,97.67,8180,7862,318,0.685
956,3301603,44.48,8.06,8.4,12.5,0.44,1.19,540.35,4.06,34.97,81.1,10930,7736,3194,0.659
957,3303609,36.24,8.15,9.17,5.81,0.44,3.71,580.49,9.75,48.62,89.26,47124,41722,5402,0.72
958,3306156,48.42,7.05,8.37,12.31,0.44,2.02,418.62,8.22,19.11,91.37,9475,5790,3685,0.659
959,3500758,49.56,7.86,10.52,7.06,0.44,1.75,556.36,7.89,50.85,97.77,4884,3672,1212,0.712
960,3503505,52.73,8.9,11.1,9.17,0.44,3.87,396.78,6.8,54.24,96.67,3696,2478,1218,0.697
961,3503950,43.0,10.06,12.18,14.24,0.44,1.71,619.43,5.94,22.82,84.96,1809,1257,552,0.735
962,3504800,42.23,11.99,11.08,7.93,0.44,0.47,832.51,1.5,49.05,98.84,8160,7474,686,0.756
963,3506706,45.72,7.06,9.45,11.39,0.44,2.06,593.36,5.48,68.69,99.01,13645,12184,1461,0.681
964,3507159,55.67,5.46,10.48,12.51,0.44,6.02,344.32,10.85,39.7,76.19,3571,2430,1141,0.66
965,3507803,44.6,8.83,9.96,4.37,0.44,0.0,787.91,1.91,44.25,99.61,21107,20597,510,0.755
966,3508108,41.52,9.7,10.59,9.16,0.44,0.38,779.78,6.69,43.65,98.48,15418,14526,892,0.763
967,3512407,42.28,7.93,9.26,5.0,0.44,0.7,873.87,7.97,69.02,97.83,21080,18934,2146,0.758
968,3514403,42.71,11.88,10.16,6.17,0.44,0.1,862.86,4.86,52.32,98.97,43258,39946,3312,0.776
969,3516408,41.28,4.59,10.2,6.33,0.44,1.75,632.42,8.97,61.1,97.81,131604,121244,10360,0.731
970,3518503,45.87,6.62,10.29,8.22,0.44,0.66,594.42,3.56,45.12,95.8,14565,8413,6152,0.687
971,3519006,47.34,9.5,11.56,9.67,0.44,1.53,549.27,8.55,45.16,99.28,8696,7921,775,0.727
972,3519204,45.69,10.83,11.51,10.41,0.44,1.58,628.14,5.73,49.88,96.25,6419,5050,1369,0.733
973,3519907,48.12,11.44,11.12,8.71,0.44,1.84,623.96,7.65,47.81,98.25,7628,6773,855,0.736
974,3521606,48.63,11.86,9.53,10.86,0.44,2.77,589.82,8.37,41.32,97.34,7789,5507,2282,0.712
975,3523701,51.02,8.61,11.27,9.17,0.44,1.99,526.62,3.61,53.22,96.38,5914,4929,985,0.707
976,3528304,42.29,12.56,11.01,10.54,0.44,1.4,725.51,5.97,39.35,99.91,3200,2655,545,0.753
977,3528403,44.09,6.63,9.85,5.75,0.44,1.77,710.18,10.77,64.58,97.45,43223,34690,8533,0.743
978,3529401,39.52,5.23,10.65,4.16,0.44,1.41,709.25,11.12,66.68,99.62,417064,417064,0,0.766
979,3530706,39.51,7.75,10.01,4.53,0.44,0.56,802.19,7.32,65.16,99.69,137245,130295,6950,0.774
980,3531803,43.21,5.98,9.53,7.49,0.44,1.53,674.23,8.74,63.63,99.16,48949,45978,2971,0.733
981,3533007,43.33,9.72,9.85,7.28,0.44,1.16,737.29,5.08,62.27,99.29,19180,17775,1405,0.739
982,3534104,44.42,11.27,11.39,6.85,0.44,0.9,694.16,8.26,63.26,99.07,6097,5695,402,0.77
983,3535309,45.54,11.47,11.42,5.89,0.44,2.71,739.37,5.31,50.69,99.09,21186,19427,1759,0.746
984,3536406,45.29,7.24,10.42,10.08,0.44,0.88,592.42,7.46,55.58,99.48,6339,5270,1069,0.711
985,3537503,46.1,9.2,10.2,6.99,0.44,0.61,692.35,2.85,51.71,99.03,7454,4978,2476,0.736
986,3540200,42.09,4.81,9.9,10.23,0.44,1.55,699.28,6.4,78.5,99.47,40244,39492,752,0.725
987,3543303,38.3,6.95,10.52,3.62,0.44,0.99,847.11,10.16,62.19,99.0,113068,113068,0,0.784
988,3543709,46.63,8.09,10.49,8.3,0.44,2.11,626.27,5.39,69.4,99.68,10414,8460,1954,0.734
989,3545308,44.84,7.64,10.49,8.38,0.44,1.26,618.93,9.31,58.4,99.03,40132,31463,8669,0.729
990,3548005,44.41,7.53,9.77,8.29,0.44,1.24,695.67,4.64,63.22,98.16,20650,18834,1816,0.702
991,3551207,48.61,8.64,10.08,11.79,0.44,0.3,548.61,6.22,37.89,96.33,3622,2957,665,0.688
992,3552106,43.73,11.9,9.25,7.16,0.44,0.88,785.71,2.63,41.39,93.2,36686,24944,11742,0.729
993,3553500,58.15,8.26,11.02,11.83,0.44,3.66,449.75,8.1,40.09,89.44,8012,5728,2284,0.681
994,4100103,45.72,9.9,9.93,18.07,0.44,3.57,535.86,3.92,42.57,92.93,7764,5732,2032,0.687
995,4100707,47.67,10.3,9.89,14.86,0.44,2.01,515.07,4.83,51.16,97.32,10179,8376,1803,0.676
996,4101150,45.13,9.48,9.54,12.11,0.44,0.31,641.37,4.31,42.21,94.16,2859,2253,606,0.721
997,4102307,42.68,6.5,9.66,4.85,0.44,3.05,652.54,8.16,57.79,97.79,11300,6870,4430,0.696
998,4103024,47.73,7.38,12.06,8.92,0.44,7.04,527.03,1.13,14.66,80.02,2764,953,1811,0.7
999,4104006,46.13,4.89,9.88,6.39,0.44,1.17,671.29,4.29,63.75,89.83,38769,31961,6808,0.718
1000,4107108,47.22,10.84,11.5,12.03,0.44,1.13,619.39,4.15,45.07,91.83,5516,4551,965,0.723
1001,4107751,50.15,10.04,10.72,15.23,0.44,1.82,551.93,4.97,51.54,98.22,8293,7091,1202,0.677
1002,4108551,48.44,11.36,12.83,16.54,0.44,5.76,434.45,2.45,24.78,88.06,3337,1547,1790,0.675
1003,4109757,50.11,7.63,10.91,13.08,0.44,3.09,499.24,5.3,40.32,96.5,6066,4941,1125,0.685
1004,4112603,47.08,9.23,12.2,13.5,0.44,2.43,515.05,5.8,47.78,84.81,1409,1001,408,0.682
1005,4112702,49.29,7.82,9.95,11.15,0.44,3.83,514.94,6.68,55.48,97.55,11875,11053,822,0.687
1006,4112959,43.74,8.51,11.14,12.98,0.44,1.47,544.87,5.2,33.39,98.65,7641,5839,1802,0.708
1007,4114807,41.31,8.5,10.8,7.22,0.44,1.47,765.58,3.12,44.58,91.96,31959,25792,6167,0.735
1008,4114906,48.01,9.3,10.28,11.21,0.44,1.93,497.15,3.72,35.39,96.31,8863,6314,2549,0.691
1009,4116109,50.82,11.53,10.92,16.83,0.44,3.61,528.33,3.73,42.68,95.22,12606,9933,2673,0.675
1010,4117404,43.28,10.92,10.98,9.55,0.44,0.0,709.99,3.93,52.1,98.53,3380,3044,336,0.72
1011,4119004,47.17,10.18,12.03,10.42,0.44,2.77,613.32,0.71,17.09,95.71,6761,3187,3574,0.726
1012,4120002,43.73,9.7,9.53,10.06,0.44,0.47,742.25,5.25,70.78,98.89,14189,11442,2747,0.738
1013,4120309,52.16,8.83,10.7,6.46,0.44,1.49,531.11,2.25,40.45,89.22,4020,2235,1785,0.685
1014,4121109,47.27,9.81,8.9,17.64,0.44,1.83,583.64,3.8,48.28,96.22,5088,3811,1277,0.715
1015,4121356,46.6,9.76,10.91,14.85,0.44,1.67,528.21,2.83,34.14,96.53,2847,2303,544,0.704
1016,4123824,52.49,11.11,11.21,13.78,0.44,3.5,578.04,2.42,24.67,81.82,3925,2536,1389,0.687
1017,4124020,46.64,6.53,10.12,8.09,0.44,2.73,573.27,2.09,53.3,96.03,10332,8035,2297,0.705
1018,4124053,44.01,6.78,11.73,7.81,0.44,2.05,688.34,4.82,42.71,97.79,20841,18837,2004,0.738
1019,4124905,49.34,9.63,10.36,14.19,0.44,1.92,545.41,6.21,51.92,97.41,5911,5039,872,0.664
1020,4125555,45.39,10.68,11.48,14.31,0.44,0.38,710.62,2.23,34.85,98.67,2098,1159,939,0.725
1021,4126009,47.35,9.32,11.67,15.57,0.44,1.08,582.81,5.82,49.89,96.05,8626,7593,1033,0.715
1022,4200507,41.76,8.17,10.51,6.8,0.44,2.34,673.13,2.33,37.02,90.86,6110,3236,2874,0.713
1023,4200804,47.99,9.58,11.77,7.72,0.44,2.74,636.15,2.72,20.97,92.97,6380,2586,3794,0.699
1024,4201109,47.57,10.45,7.44,11.24,0.44,1.13,620.8,0.34,23.4,81.12,3214,1315,1899,0.674
1025,4201505,43.65,8.87,10.88,6.14,0.44,0.31,814.95,1.23,47.74,82.27,7753,4884,2869,0.77
1026,4201802,42.12,8.48,8.77,4.25,0.44,1.42,781.32,0.11,34.47,90.91,3300,1368,1932,0.733
1027,4202107,48.73,8.43,9.99,4.93,0.44,1.06,773.05,4.45,44.16,98.63,22386,21320,1066,0.738
1028,4202453,40.13,5.75,10.44,3.64,0.44,0.3,865.15,5.1,42.09,93.26,14293,14293,0,0.781
1029,4203105,43.06,9.6,9.46,8.96,0.44,1.68,783.57,0.84,29.41,82.92,6219,3578,2641,0.728
1030,4203709,44.87,6.66,8.3,8.42,0.44,5.2,721.27,1.57,55.82,89.19,10603,6726,3877,0.697
1031,4204459,46.57,8.99,11.93,12.6,0.44,4.99,543.22,1.05,19.04,79.27,2458,685,1773,0.696
1032,4205175,61.05,7.36,10.51,16.53,0.44,3.75,423.63,0.54,29.08,82.92,3018,928,2090,0.657
1033,4205803,49.09,5.81,10.05,5.99,0.44,0.67,691.98,2.34,51.72,85.17,14761,11451,3310,0.725
1034,4209151,56.27,8.68,10.88,6.76,0.44,7.24,580.97,1.7,31.73,89.52,4721,1611,3110,0.694
1035,4209409,43.83,9.54,10.77,5.88,0.44,1.61,684.42,5.68,46.21,87.13,51562,40655,10907,0.752
1036,4209458,40.04,10.34,11.16,7.94,0.44,2.49,850.34,0.4,32.82,76.47,1490,648,842,0.771
1037,4210001,42.67,6.51,8.84,4.7,0.44,0.68,937.32,1.96,56.43,81.58,10438,3256,7182,0.737
1038,4211108,52.77,7.61,10.77,7.79,0.44,5.22,432.84,3.71,33.68,95.51,8346,4849,3497,0.675
1039,4211405,41.46,7.91,12.03,6.19,0.44,0.25,944.83,0.86,40.6,98.2,4275,3211,1064,0.765
1040,4211876,43.68,9.08,9.56,9.95,0.44,1.41,644.16,0.23,20.87,94.34,1763,336,1427,0.718
1041,4212809,45.98,7.21,9.2,4.81,0.44,0.8,826.13,4.16,46.69,99.0,17078,15500,1578,0.756
1042,4213401,49.18,6.7,10.39,10.45,0.44,1.24,586.05,3.65,60.64,86.21,11031,7624,3407,0.693
1043,4214409,49.07,9.16,10.81,6.36,0.44,1.45,737.53,1.37,37.76,91.25,6143,2740,3403,0.697
1044,4215000,46.81,5.74,9.72,4.06,0.44,0.31,664.58,5.86,61.76,97.83,39846,36348,3498,0.738
1045,4215075,48.51,9.94,11.92,9.08,0.44,1.94,629.81,0.75,22.42,93.06,4838,2154,2684,0.714
1046,4216057,43.12,5.73,8.82,13.35,0.44,1.38,507.73,7.44,55.29,96.41,5012,3800,1212,0.665
1047,4216602,35.06,5.9,10.52,2.73,0.44,0.19,1157.43,3.84,62.64,97.85,209804,207312,2492,0.809
1048,4217006,40.01,4.96,9.56,4.01,0.44,0.1,884.18,2.09,59.26,85.42,10993,9863,1130,0.755
1049,4218608,42.98,8.67,10.05,4.58,0.44,0.81,905.3,1.38,55.03,91.75,6553,4101,2452,0.775
1050,4300471,40.14,11.32,10.22,4.5,0.44,1.19,760.16,1.01,24.24,76.79,2067,839,1228,0.74
1051,4300638,47.2,8.75,9.7,12.92,0.44,3.71,499.77,0.55,3.21,92.22,6353,1866,4487,0.624
1052,4302105,35.44,8.42,10.02,2.31,0.44,0.34,1196.56,2.52,61.26,97.34,107278,99069,8209,0.778
1053,4302154,48.04,9.22,9.9,9.52,0.44,6.67,505.89,3.43,17.82,99.43,2114,886,1228,0.676
1054,4303103,40.77,7.06,10.05,3.07,0.44,1.39,844.04,6.15,59.57,99.21,118278,118278,0,0.757
1055,4306304,40.46,10.06,12.11,7.86,0.44,0.0,798.91,0.4,18.3,91.64,4683,1912,2771,0.762
1056,4308078,46.82,9.3,9.11,6.37,0.44,1.56,734.82,2.66,43.41,98.74,3697,2013,1684,0.698
1057,4308201,36.78,8.38,9.67,3.3,0.44,0.48,1062.06,3.26,53.78,94.04,27126,20855,6271,0.754
1058,4308250,43.12,13.83,10.5,4.61,0.44,5.25,626.67,0.47,6.12,96.32,2018,292,1726,0.663
1059,4309209,42.09,6.61,10.16,3.35,0.44,1.54,737.29,6.84,59.79,98.65,255660,243497,12163,0.736
1060,4309902,44.91,10.22,10.45,6.32,0.44,1.44,795.0,1.62,21.36,85.62,7171,3817,3354,0.724
1061,4310108,40.19,6.26,9.48,3.73,0.44,0.61,848.23,1.54,61.07,94.33,31660,30190,1470,0.721
1062,4310751,44.12,13.96,11.78,5.17,0.44,2.4,670.27,1.86,12.26,83.21,2156,705,1451,0.724
1063,4310801,34.87,6.84,10.38,1.96,0.44,0.1,1025.02,2.75,59.9,95.92,19874,18062,1812,0.784
1064,4311809,37.26,6.89,9.65,3.14,0.44,0.62,980.92,2.21,57.54,89.37,36364,31558,4806,0.774
1065,4312203,50.05,13.13,10.19,9.33,0.44,3.98,620.58,2.25,26.56,87.1,4911,2974,1937,0.699
1066,4313201,39.07,11.01,10.14,2.11,0.44,0.13,994.67,1.73,51.91,95.35,19045,14134,4911,0.78
1067,4313359,45.79,14.03,10.04,4.87,0.44,0.47,1120.95,0.79,19.87,95.09,3343,1585,1758,0.741
1068,4313904,40.0,7.72,10.88,3.1,0.44,1.08,864.44,4.29,58.98,95.89,38058,34562,3496,0.761
1069,4314308,43.68,10.4,10.03,4.78,0.44,0.45,722.64,1.8,32.86,81.44,3973,2672,1301,0.741
1070,4314704,47.87,10.87,10.42,12.09,0.44,7.02,531.04,2.2,24.6,93.8,10524,5932,4592,0.687
1071,4315008,46.1,15.46,11.3,9.12,0.44,3.58,621.82,1.52,11.91,98.53,5413,2331,3082,0.693
1072,4315453,53.16,19.63,11.12,4.95,0.44,0.85,935.8,0.4,18.11,96.53,2155,734,1421,0.731
1073,4315958,48.71,13.86,10.9,8.14,0.44,6.77,537.31,0.97,8.96,97.7,2546,608,1938,0.689
1074,4316600,40.51,11.33,10.21,5.82,0.44,0.9,931.29,1.64,35.17,94.71,15373,10697,4676,0.747
1075,4317608,46.55,11.14,9.62,9.54,0.44,1.38,696.41,2.46,43.83,89.03,39685,28114,11571,0.717
1076,4317756,46.75,11.73,9.54,5.87,0.44,2.23,626.67,4.51,25.77,98.41,1987,1233,754,0.759
1077,4317905,40.37,11.3,11.35,2.71,0.44,0.79,832.4,1.65,28.24,96.5,14378,7781,6597,0.738
1078,4318051,39.8,11.52,11.9,4.74,0.44,0.0,1025.84,0.36,32.49,97.36,2926,1748,1178,0.763
1079,4319505,41.77,8.62,10.49,3.68,0.44,1.04,772.04,4.28,52.67,98.62,21932,17608,4324,0.739
1080,4320008,41.78,6.48,9.71,3.5,0.44,1.27,733.28,6.66,63.6,98.81,130957,130469,488,0.726
1081,4320909,36.29,8.1,9.97,3.88,0.44,0.42,922.28,2.43,52.63,95.81,19250,17080,2170,0.76
1082,4321493,45.57,13.58,10.53,6.18,0.44,5.65,551.5,0.47,8.01,87.45,2952,611,2341,0.683
1083,4322004,46.99,8.5,10.48,6.89,0.44,1.41,695.08,4.48,42.57,89.15,25793,16857,8936,0.733
1084,4323457,50.32,13.27,11.2,9.64,0.44,7.17,442.26,6.85,32.34,84.3,4221,2194,2027,0.662
1085,4323606,42.47,13.7,9.5,2.65,0.44,0.14,1231.8,0.3,19.09,94.7,1569,463,1106,0.78
1086,5003900,44.38,6.69,8.72,11.39,0.44,0.58,541.93,2.01,35.42,95.85,2928,1530,1398,0.66
1087,5007554,47.87,5.97,9.13,13.47,0.44,4.94,471.42,4.43,40.71,92.25,7259,3522,3737,0.642
1088,5007802,45.5,7.51,9.96,12.51,0.44,4.13,510.94,7.87,55.18,90.55,6287,4772,1515,0.682
1089,5105176,51.53,3.27,8.41,10.69,0.44,5.57,448.89,1.88,31.8,94.6,11201,6801,4400,0.662
