,id_municipio,razao_dependencia,taxa_envelhecimento,expectativa_anos_estudo,taxa_analfabetismo_18_mais,indice_gini,prop_pobreza_extrema,renda_pc,taxa_desocupacao_18_mais,taxa_ocupados_carteira,taxa_agua_encanada,populacao,populacao_urbana,populacao_rural,idhm
0,1100700,53.14,3.58,7.86,13.46,0.67,15.58,507.69,2.88,7.95,91.75,12665,3371,9294,0.593
1,1200302,82.09,3.79,7.03,37.81,0.68,36.51,259.43,5.4,21.02,69.53,32412,16636,15776,0.539
2,1200328,105.47,1.98,5.73,29.87,0.71,49.17,178.03,5.79,25.57,46.28,6577,2272,4305,0.469
3,1200435,92.26,1.75,4.72,27.62,0.78,63.05,201.58,5.3,25.17,65.93,4691,1892,2799,0.517
4,1200609,85.98,3.95,7.19,34.37,0.65,34.59,251.53,3.72,25.85,60.4,35590,19351,16239,0.539
5,1300201,72.92,2.87,4.63,37.39,0.65,44.75,159.21,8.06,7.23,36.29,15153,6893,8260,0.45
6,1300409,61.28,3.89,4.34,35.24,0.74,47.37,237.29,18.92,10.57,49.81,25718,11157,14561,0.5
7,1300631,94.16,4.1,6.83,27.95,0.65,43.29,193.4,5.9,3.64,54.61,15486,7778,7708,0.506
8,1301100,68.04,4.31,7.91,14.86,0.66,41.27,197.06,6.89,9.86,56.5,32734,9437,23297,0.557
9,1301654,82.74,3.18,6.97,35.2,0.74,51.48,191.04,3.76,10.87,62.11,13974,7427,6547,0.532
10,1301704,66.1,4.28,7.53,18.54,0.66,25.86,382.13,9.09,16.78,77.32,44227,30501,13726,0.605
11,1301951,81.16,2.64,5.84,40.71,0.8,55.51,214.95,6.74,3.49,52.1,8038,4472,3566,0.477
12,1302009,71.05,5.24,8.16,9.26,0.67,27.79,321.94,9.29,6.27,82.78,8211,6451,1760,0.654
13,1302306,95.88,3.4,6.37,30.74,0.69,40.95,214.36,5.5,1.29,63.7,17992,10552,7440,0.516
14,1302801,83.01,2.55,6.02,19.38,0.69,52.14,144.99,16.36,4.65,49.73,17528,8753,8775,0.498
15,1303007,74.35,5.56,8.85,9.85,0.65,43.78,195.12,14.04,4.06,47.52,18278,7010,11268,0.586
16,1303502,81.32,2.95,4.72,30.96,0.72,47.23,218.21,10.44,3.26,49.52,18166,9264,8902,0.496
17,1303601,92.7,3.98,4.8,33.43,0.72,55.11,141.04,6.24,2.45,45.24,18146,6856,11290,0.479
18,1303700,84.71,3.1,6.49,23.18,0.67,55.83,122.21,7.04,6.91,50.55,24481,12947,11534,0.49
19,1303809,74.34,4.58,7.5,15.87,0.8,42.56,355.51,4.39,10.85,43.43,37896,19054,18842,0.609
20,1304062,72.87,3.49,8.26,15.63,0.65,25.83,338.4,7.84,13.15,73.56,52272,36355,15917,0.616
21,1400027,88.88,3.88,4.72,39.65,0.75,59.89,121.32,20.96,13.76,55.65,9327,1219,8108,0.484
22,1400050,87.23,4.0,5.66,40.86,0.73,51.42,201.32,4.62,11.2,65.14,16448,4780,11668,0.542
23,1400159,86.2,4.19,8.2,14.71,0.72,34.94,329.22,5.89,9.49,91.78,10943,3711,7232,0.626
24,1400175,73.28,4.24,8.58,19.01,0.66,33.95,297.59,5.4,11.26,93.26,13902,2257,11645,0.619
25,1400308,61.54,4.54,8.38,18.62,0.71,22.23,487.66,6.15,19.98,94.38,14792,8935,5857,0.665
26,1400407,104.9,3.3,7.52,13.7,0.7,47.59,203.43,26.81,14.46,65.16,8940,2311,6629,0.594
27,1400456,83.87,3.0,8.52,10.79,0.74,39.16,388.35,6.16,14.56,79.57,10433,4514,5919,0.65
28,1400704,118.04,2.88,4.73,31.63,0.78,69.67,123.16,1.64,6.59,47.3,8375,1138,7237,0.453
29,1500305,82.38,3.81,6.59,31.73,0.66,45.65,163.98,12.24,5.96,26.56,35042,9478,25564,0.489
30,1500503,64.02,3.72,8.61,14.85,0.65,20.47,484.16,10.78,23.95,78.03,33614,19965,13649,0.642
31,1501725,55.42,5.47,8.68,19.15,0.67,26.63,408.55,4.2,6.4,81.02,15690,6899,8791,0.613
32,1502509,78.63,4.3,4.95,28.92,0.67,43.41,198.83,7.22,7.04,27.88,21005,2510,18495,0.453
33,1503754,56.87,2.17,5.91,29.01,0.69,42.41,289.16,6.26,5.6,68.44,14103,4930,9173,0.505
34,1505486,63.62,4.09,6.55,23.46,0.65,38.87,231.91,4.5,8.7,79.89,39979,13747,26232,0.515
35,1506005,77.24,3.85,7.18,18.98,0.68,42.48,193.32,4.76,5.32,62.85,29349,8959,20390,0.523
36,1506104,63.32,7.79,7.62,22.81,0.65,34.32,279.74,14.1,5.86,92.36,10268,6391,3877,0.577
37,1508126,57.24,2.13,6.9,16.07,0.7,11.7,558.72,13.21,49.92,85.58,43341,28525,14816,0.604
38,1600105,67.91,4.11,8.68,12.11,0.66,21.53,406.9,14.29,16.41,80.26,8069,6959,1110,0.642
39,1600204,69.52,3.22,8.9,14.03,0.67,22.76,417.71,11.0,20.05,87.0,9000,7307,1693,0.643
40,1600402,83.49,4.12,8.3,23.69,0.65,24.89,353.61,5.81,12.26,62.42,17032,8272,8760,0.592
41,1600501,63.17,2.04,8.55,9.82,0.69,21.31,598.38,7.78,18.13,84.3,20509,13852,6657,0.658
42,1600550,87.31,3.19,9.71,12.9,0.65,37.72,228.81,5.46,6.7,95.26,3793,1881,1912,0.614
43,1600709,80.48,3.59,8.51,18.66,0.65,36.87,250.2,8.99,13.09,81.57,12563,6516,6047,0.592
44,1700251,60.04,5.98,7.24,14.19,0.71,13.3,624.03,7.79,7.95,60.53,2391,1476,915,0.665
45,1702703,55.93,8.94,8.41,22.47,0.68,13.37,535.8,2.47,7.02,89.32,3446,2482,964,0.677
46,1703842,75.56,3.99,7.92,23.42,0.67,31.11,292.64,16.69,19.79,89.53,8139,4819,3320,0.544
47,1712405,73.5,7.92,9.06,24.24,0.74,48.36,302.83,4.96,3.78,79.68,3725,2583,1142,0.57
48,1716208,63.19,7.25,9.07,28.33,0.65,31.89,311.37,17.15,12.6,66.91,10338,4720,5618,0.595
49,2100501,66.04,6.06,9.58,23.34,0.78,25.58,559.61,12.34,14.88,84.9,10766,7028,3738,0.633
50,2100956,73.87,4.84,6.87,36.01,0.72,44.31,210.09,7.47,4.91,76.23,31702,12551,19151,0.512
51,2105476,75.82,5.5,6.75,36.92,0.67,54.26,127.24,4.41,4.22,75.15,15440,2519,12921,0.49
52,2110658,65.91,6.1,6.97,32.26,0.69,32.69,288.68,9.45,18.88,87.55,6983,4961,2022,0.59
53,2111508,64.65,7.19,9.58,34.02,0.68,23.7,396.29,11.98,19.4,82.21,39093,28712,10381,0.616
54,2202117,56.02,6.97,8.49,35.7,0.65,44.8,213.61,38.45,22.55,34.66,4693,1224,3469,0.537
55,2204402,64.69,7.07,6.81,24.86,0.68,37.16,285.45,8.01,16.53,81.54,10402,5991,4411,0.548
56,2204907,59.01,7.88,8.49,37.88,0.79,39.39,397.98,5.31,18.77,40.98,8221,1865,6356,0.582
57,2209757,63.01,6.69,8.15,26.78,0.67,35.08,281.43,20.27,24.58,78.78,2825,1219,1606,0.56
58,2304285,49.09,5.14,10.13,14.53,0.65,5.6,623.01,7.47,44.2,87.18,46033,46033,0,0.701
59,2312007,61.8,8.23,8.84,32.07,0.66,39.1,224.83,8.8,15.55,61.98,29946,15372,14574,0.587
60,2401305,53.38,9.48,8.84,31.12,0.68,23.56,388.39,6.41,17.11,55.03,9289,5002,4287,0.621
61,2500205,60.29,11.43,9.36,40.28,0.65,20.07,407.32,4.11,10.35,61.9,5530,2701,2829,0.597
62,2503209,44.03,5.97,9.85,11.24,0.7,5.27,1036.21,11.61,41.51,97.74,57944,57936,8,0.748
63,2611606,41.0,8.14,9.53,7.44,0.68,4.77,1144.26,12.11,51.19,97.45,1537704,1537704,0,0.772
64,2700904,60.1,6.44,8.22,41.81,0.65,43.52,187.77,4.72,13.64,40.13,7030,1171,5859,0.517
65,2703205,56.22,7.12,7.72,40.07,0.65,32.99,254.34,5.06,20.43,80.07,23292,4775,18517,0.568
66,2703304,74.96,7.15,7.47,43.74,0.67,44.91,180.64,3.66,6.81,42.16,17898,6699,11199,0.484
67,2913903,50.27,8.37,8.64,21.3,0.69,12.52,573.36,14.67,32.41,93.49,44390,40384,4006,0.67
68,2917706,52.84,8.87,9.41,19.25,0.66,22.46,439.23,10.05,31.72,80.27,30343,16612,13731,0.659
69,2920700,58.73,5.75,6.84,27.25,0.71,22.23,437.51,5.32,15.49,70.81,19101,3561,15540,0.593
70,2922102,59.02,8.45,8.15,24.89,0.65,22.36,346.89,9.06,13.68,74.3,24395,13564,10831,0.59
71,2931905,56.9,8.85,8.38,31.84,0.65,26.66,325.7,8.49,8.42,80.5,52418,21958,30460,0.579
72,3105301,42.73,8.22,9.09,10.47,0.34,0.25,554.52,3.67,48.88,95.25,5338,4870,468,0.692
73,3115508,47.03,11.04,9.57,6.33,0.65,1.04,963.25,9.71,51.23,98.78,21705,21252,453,0.743
74,3119955,41.08,8.57,9.55,10.02,0.32,1.58,477.36,6.79,48.39,91.54,5790,4430,1360,0.678
75,3135704,48.94,10.73,9.79,10.11,0.78,5.34,1007.03,4.51,28.83,82.32,5156,1963,3193,0.689
76,3139300,63.26,7.91,8.78,25.7,0.68,21.28,387.71,11.24,19.32,77.38,19813,13848,5965,0.642
77,3144805,37.78,7.01,9.77,3.01,0.68,0.51,1731.84,4.95,64.3,94.76,80998,79232,1766,0.813
78,3157005,49.44,9.75,9.23,18.62,0.65,8.63,613.65,5.13,27.28,84.53,39178,30716,8462,0.679
79,3167103,59.63,8.29,8.67,20.47,0.65,12.6,457.27,7.08,23.5,78.1,20835,12895,7940,0.656
80,3514924,40.67,10.19,11.93,10.34,0.33,0.0,666.93,5.16,71.73,100.0,3120,2858,262,0.747
81,3520103,43.48,9.46,10.31,8.56,0.67,1.17,1228.09,6.71,62.89,96.54,27952,26362,1590,0.768
82,3532843,45.79,14.9,11.73,11.98,0.34,2.12,526.58,4.54,25.41,98.12,2114,880,1234,0.715
83,3534005,44.93,8.47,9.33,8.74,0.34,0.07,597.67,6.44,64.51,96.32,3884,3043,841,0.738
84,3535101,39.04,4.82,10.46,11.7,0.34,0.16,615.01,3.84,82.27,99.53,10934,10619,315,0.722
85,3546207,45.79,11.12,9.73,5.65,0.67,1.35,1400.46,3.74,49.13,98.77,4002,2708,1294,0.79
86,3547304,41.55,4.58,10.01,4.78,0.67,1.45,1858.69,6.98,58.41,96.26,108813,108813,0,0.814
87,3549300,50.49,15.26,9.68,11.7,0.33,0.73,680.13,2.2,47.01,88.34,2103,1705,398,0.75
88,4108007,44.41,8.1,10.32,13.73,0.34,0.95,555.82,4.98,75.11,99.62,11222,10544,678,0.701
89,4112504,48.68,10.82,11.24,16.31,0.66,14.29,608.16,2.73,26.36,87.34,12324,7171,5153,0.689
90,4116406,42.4,9.05,9.69,13.35,0.33,0.87,547.55,3.68,68.26,96.96,3836,3182,654,0.709
91,4116505,44.11,7.69,11.0,12.45,0.34,0.36,528.26,3.42,46.18,98.41,1431,1041,390,0.717
92,4119657,46.18,7.96,11.91,13.19,0.33,0.61,518.34,2.25,44.53,85.81,2814,2040,774,0.71
93,4126702,43.07,10.23,10.6,11.72,0.34,0.11,546.32,2.94,51.26,96.38,4664,3996,668,0.731
94,4200606,41.57,9.57,10.29,6.24,0.34,0.73,754.54,1.31,32.66,58.93,5548,2327,3221,0.723
95,4202701,36.71,9.0,10.53,6.21,0.28,0.07,805.77,1.55,56.91,82.96,4468,1310,3158,0.724
96,4205159,49.28,10.24,8.96,4.05,0.34,1.07,679.44,0.95,59.63,76.78,3604,2019,1585,0.716
97,4206306,35.78,5.62,9.67,2.89,0.34,0.93,851.75,1.82,65.41,92.09,18430,17066,1364,0.754
98,4207577,45.03,12.6,10.43,3.11,0.33,0.3,873.9,0.27,37.66,94.48,2739,907,1832,0.795
99,4210605,40.98,9.0,10.76,3.66,0.34,0.0,847.63,1.58,55.09,94.1,14674,7606,7068,0.774
100,4212403,40.45,10.35,9.41,5.32,0.33,0.05,683.36,1.26,45.3,78.51,4107,1261,2846,0.728
101,4215604,38.68,9.15,11.51,5.25,0.32,0.73,731.43,0.71,17.98,70.55,2065,518,1547,0.757
102,4216305,39.2,5.15,9.5,3.66,0.33,0.31,794.12,2.21,58.77,92.86,26260,23551,2709,0.74
103,4216354,47.49,7.98,9.84,7.09,0.34,0.09,680.25,1.38,49.69,96.75,3435,1925,1510,0.738
104,4217303,39.41,7.85,11.66,4.71,0.33,0.43,719.94,0.97,46.45,87.78,9016,5123,3893,0.755
105,4217402,39.62,5.3,10.27,2.18,0.34,0.0,852.5,1.49,72.78,92.45,15316,13703,1613,0.769
106,4218350,38.31,8.96,11.25,2.37,0.34,0.09,784.39,1.92,62.97,95.43,3527,1833,1694,0.774
107,4300059,45.3,9.35,10.51,5.72,0.68,0.48,1491.17,1.22,17.83,74.76,3722,1447,2275,0.75
108,4300570,42.22,13.75,9.73,2.69,0.29,0.72,802.2,0.89,40.68,93.19,2917,816,2101,0.734
109,4300703,42.26,14.03,10.37,5.96,0.34,0.5,810.41,0.66,23.42,95.54,6073,2331,3742,0.74
110,4303673,46.92,11.12,10.43,6.83,0.31,0.82,675.91,1.46,26.33,88.56,3247,1231,2016,0.706
111,4304671,43.28,7.33,8.49,8.24,0.68,1.0,1196.47,4.12,41.91,98.43,3890,3230,660,0.766
112,4306452,40.21,13.97,10.37,5.4,0.34,0.0,992.68,0.92,20.39,79.34,3278,1564,1714,0.757
113,4307104,56.47,11.82,9.93,7.95,0.68,10.07,752.24,5.94,20.66,86.93,6753,4519,2234,0.687
114,4310330,48.06,10.19,9.65,3.12,0.68,1.25,1359.66,6.11,29.78,96.51,17670,17661,9,0.764
115,4310876,47.18,9.77,9.91,12.76,0.72,19.56,750.68,0.5,4.77,88.6,2507,562,1945,0.662
116,4311791,47.09,14.72,8.83,3.21,0.34,0.24,745.31,0.17,24.82,98.81,2527,753,1774,0.697
117,4312302,50.42,11.33,9.51,10.27,0.66,7.77,820.8,2.8,19.15,89.67,4855,2069,2786,0.725
118,4312385,41.42,16.55,11.1,2.47,0.33,0.0,861.81,0.63,23.35,96.0,2670,770,1900,0.752
119,4312476,36.44,9.65,8.48,1.08,0.32,0.21,767.55,1.14,58.0,86.41,5676,4841,835,0.743
120,4313060,41.3,4.36,9.51,3.54,0.34,0.64,600.0,1.16,73.59,86.89,18346,15269,3077,0.689
121,4313086,43.02,14.78,12.0,3.72,0.32,0.0,914.36,0.37,15.7,94.37,2450,732,1718,0.761
122,4314159,45.57,11.96,9.49,6.75,0.34,0.47,628.77,1.15,39.34,97.08,8044,4098,3946,0.683
123,4314423,37.31,9.96,10.44,2.46,0.32,0.06,792.06,1.28,62.54,94.59,5182,4559,623,0.758
124,4315149,36.71,9.38,9.97,2.31,0.32,0.0,739.9,1.15,49.09,98.1,2484,1511,973,0.757
125,4316956,33.98,9.12,8.22,1.98,0.3,0.34,689.47,0.48,51.37,84.95,6053,4362,1691,0.676
126,4318481,38.08,9.53,9.64,1.43,0.28,0.67,693.46,0.0,50.06,99.19,4094,2645,1449,0.707
127,4319752,37.68,10.96,11.28,1.25,0.29,0.0,814.28,1.01,49.03,98.58,1944,1353,591,0.754
128,4322251,37.46,7.93,8.73,1.9,0.31,0.08,808.39,1.1,53.71,96.72,3924,2721,1203,0.718
129,4322541,35.69,6.88,10.46,3.1,0.29,0.06,795.41,1.96,63.48,92.42,5118,4566,552,0.737
130,4323309,37.31,11.88,9.79,2.19,0.32,0.51,728.71,1.2,55.87,91.61,3207,1348,1859,0.742
131,4323770,41.35,13.93,9.95,2.06,0.33,0.0,1136.67,0.42,42.88,94.23,2793,1130,1663,0.752
132,5004809,84.77,5.98,7.3,25.57,0.66,42.15,241.32,5.91,11.16,79.89,7731,1400,6331,0.526
133,5102603,82.49,5.0,6.41,25.88,0.69,37.82,328.15,2.25,14.75,81.44,14305,4820,9485,0.538
134,5103858,56.4,3.96,5.71,23.28,0.67,34.95,481.01,2.0,30.9,93.61,6293,2196,4097,0.615
135,5106422,50.65,4.44,8.68,16.04,0.67,14.18,589.21,5.77,22.08,93.32,30812,19804,11008,0.649
136,5200605,51.11,5.32,9.56,12.09,0.65,5.27,719.11,6.61,24.43,87.01,6885,5219,1666,0.713
137,5203962,51.92,7.47,10.94,20.35,0.77,18.72,735.72,11.36,18.59,71.93,3321,1885,1436,0.704
138,5212204,44.04,8.36,10.25,13.39,0.66,3.0,951.07,4.94,28.04,95.21,19153,15207,3946,0.743
139,5212600,42.91,10.36,10.82,12.2,0.66,9.08,842.23,4.64,16.82,86.2,2374,1570,804,0.745
140,1100056,45.67,6.44,10.22,11.17,0.5,4.72,577.18,5.42,24.74,97.53,17029,14419,2610,0.692
141,1100304,44.68,4.46,10.55,6.52,0.5,2.1,768.98,6.54,46.49,98.16,76202,72218,3984,0.731
142,1100452,51.51,3.8,8.3,10.67,0.5,9.18,458.05,4.88,18.97,90.12,32383,18122,14261,0.616
143,1100908,48.71,7.13,9.96,15.6,0.5,12.02,455.53,2.73,13.27,95.22,3575,836,2739,0.658
144,1501600,58.58,4.56,7.52,23.23,0.5,22.74,218.05,6.92,19.49,88.71,13630,3827,9803,0.546
145,1502756,65.93,4.8,7.89,22.24,0.5,15.39,260.68,5.24,12.43,82.49,28216,15088,13128,0.566
146,1508209,55.04,5.97,8.75,10.81,0.5,11.22,323.12,9.31,13.2,90.41,47889,32353,15536,0.617
147,1702901,65.6,7.17,10.11,26.26,0.5,16.48,324.56,6.06,17.06,97.96,9275,7621,1654,0.627
148,1703305,60.2,5.41,9.92,16.23,0.5,10.31,381.43,6.64,22.1,93.14,3768,2826,942,0.66
149,1716505,49.99,5.99,9.75,11.27,0.5,4.1,618.56,6.07,34.16,96.98,11539,10016,1523,0.732
150,1716703,50.88,7.8,10.78,20.32,0.5,4.81,442.96,6.07,20.23,93.95,8611,6370,2241,0.671
151,1718808,76.6,5.9,10.01,26.52,0.5,21.21,239.06,9.68,15.79,95.59,3864,3516,348,0.606
152,1720853,58.22,6.77,10.2,16.3,0.5,7.45,386.22,5.51,18.78,97.64,1742,1106,636,0.667
153,2101772,67.93,6.76,9.23,31.69,0.5,24.23,197.65,8.31,9.52,94.22,12049,5170,6879,0.554
154,2102358,70.5,7.01,10.27,30.97,0.5,23.52,230.11,5.26,7.38,94.17,14784,4146,10638,0.583
155,2104305,56.35,4.45,9.09,18.43,0.5,21.99,225.47,10.02,15.26,71.38,10635,6723,3912,0.604
156,2105153,69.55,5.91,9.02,31.11,0.5,24.65,216.25,9.13,9.02,92.54,12550,6207,6343,0.569
157,2109809,64.29,6.38,8.53,24.45,0.5,25.23,217.94,8.35,6.41,71.58,39110,19578,19532,0.571
158,2112209,53.69,5.9,9.46,18.49,0.5,9.62,365.26,7.6,31.33,89.47,155460,135133,20327,0.649
159,2200053,55.11,7.3,9.0,32.67,0.5,32.12,199.35,3.31,11.41,25.57,6749,901,5848,0.528
160,2200277,54.28,8.87,8.69,37.95,0.5,22.97,268.12,15.44,14.72,89.99,5153,2837,2316,0.585
161,2201945,60.65,10.17,9.55,35.3,0.5,25.65,253.4,8.65,22.48,88.09,6193,2666,3527,0.56
162,2204154,49.79,7.92,9.74,38.42,0.5,26.1,273.23,15.35,18.89,41.86,2879,1159,1720,0.553
163,2204501,53.21,7.85,8.96,20.01,0.5,7.18,426.79,6.52,28.74,94.03,10268,9842,426,0.65
164,2205003,50.12,10.31,8.47,39.91,0.5,28.52,237.76,4.96,10.97,57.98,11109,2530,8579,0.541
165,2206407,54.82,9.92,9.87,26.58,0.5,20.05,273.95,10.7,27.37,87.81,10333,5309,5024,0.615
166,2206720,60.14,8.19,10.15,32.76,0.5,19.13,239.37,9.23,22.57,81.08,8068,1652,6416,0.602
167,2206753,52.94,11.06,9.56,27.31,0.5,19.74,256.22,12.19,16.44,83.1,4556,1363,3193,0.586
168,2207777,56.31,9.98,8.52,41.93,0.5,29.44,215.75,6.22,9.85,60.51,6105,1689,4416,0.563
169,2210375,59.96,9.84,7.85,36.37,0.5,35.36,202.89,3.5,19.06,95.29,2561,814,1747,0.554
170,2301950,53.55,7.54,9.57,29.72,0.5,21.19,246.69,10.46,11.33,70.02,19573,8127,11446,0.616
171,2302008,54.41,10.1,9.67,25.2,0.5,24.08,254.44,5.39,20.87,75.86,21514,13160,8354,0.599
172,2303006,56.55,7.62,8.18,28.99,0.5,26.58,213.18,9.75,17.4,81.04,20020,11523,8497,0.592
173,2303907,56.79,8.01,10.25,35.66,0.5,23.66,208.7,4.68,20.49,72.98,12615,9168,3447,0.586
174,2303956,49.98,7.18,9.35,31.18,0.5,17.2,277.4,7.1,30.68,59.2,18915,11426,7489,0.604
175,2304269,56.03,11.15,10.17,35.13,0.5,29.11,233.15,3.4,7.27,80.2,9095,4133,4962,0.609
176,2306504,57.97,8.38,9.27,33.35,0.5,26.66,209.53,6.03,13.9,61.27,18626,8819,9807,0.604
177,2307205,54.88,10.07,9.97,28.35,0.5,18.98,264.55,6.3,11.25,80.33,7660,4489,3171,0.651
178,2309300,58.75,10.57,9.87,30.5,0.5,16.55,304.52,4.68,18.48,90.74,30965,23244,7721,0.614
179,2309805,57.77,8.51,9.28,22.2,0.5,17.0,279.49,7.63,17.69,78.91,11607,4745,6862,0.635
180,2309904,59.12,10.02,9.99,30.45,0.5,17.87,264.03,5.68,8.5,72.56,5986,3723,2263,0.621
181,2310258,55.65,7.2,9.42,21.64,0.5,17.3,283.79,5.67,18.21,88.53,30041,13435,16606,0.634
182,2310506,58.25,9.68,9.69,35.99,0.5,25.04,231.56,6.23,19.77,73.19,41890,24510,17380,0.603
183,2311231,52.46,7.67,9.5,31.01,0.5,23.51,236.09,7.61,6.02,50.5,6126,2703,3423,0.604
184,2311603,56.72,8.86,9.3,26.32,0.5,19.99,273.08,4.63,21.97,72.84,26415,15134,11281,0.626
185,2312502,47.61,12.43,9.94,27.29,0.5,14.25,378.76,4.25,17.59,96.16,7900,3169,4731,0.654
186,2401503,58.75,11.87,9.34,32.07,0.5,20.03,266.71,7.16,19.15,80.12,3950,1756,2194,0.566
187,2402907,65.01,9.24,8.69,36.02,0.5,23.05,243.22,2.83,12.78,86.02,4772,1777,2995,0.578
188,2403400,54.41,9.0,9.61,24.68,0.5,14.93,292.55,8.18,22.21,78.87,5822,4810,1012,0.623
189,2403905,48.02,10.26,8.12,30.86,0.5,18.26,298.43,8.48,12.95,80.0,2874,1647,1227,0.606
190,2405702,43.27,11.81,10.13,19.57,0.5,5.56,447.53,6.54,21.66,91.0,12113,9835,2278,0.663
191,2406502,56.24,7.86,9.19,31.46,0.5,24.91,233.77,8.29,10.94,85.06,13983,6801,7182,0.585
192,2407104,50.84,6.76,9.31,24.09,0.5,8.6,363.97,10.95,44.66,86.5,69467,42631,26836,0.64
193,2407203,46.44,7.86,9.18,20.03,0.5,7.58,457.22,12.5,42.13,90.17,28954,21966,6988,0.665
194,2410801,59.69,11.81,9.23,29.58,0.5,27.17,237.37,11.84,17.46,78.94,4156,1710,2446,0.591
195,2412302,55.56,9.29,9.45,31.68,0.5,21.83,267.55,8.25,14.37,84.14,12356,10272,2084,0.615
196,2413102,58.39,8.73,9.53,34.05,0.5,27.17,207.76,6.47,16.39,83.74,5637,2423,3214,0.583
197,2413359,54.71,6.79,9.19,27.02,0.5,16.04,284.48,10.41,15.02,83.29,10287,2698,7589,0.614
198,2413557,49.04,10.62,9.42,28.03,0.5,23.75,252.46,7.65,9.43,93.51,4540,2404,2136,0.598
199,2414753,55.53,6.23,8.93,35.58,0.5,33.73,180.53,14.09,9.3,94.84,3821,1199,2622,0.555
200,2500734,54.44,9.0,9.7,23.43,0.5,24.23,225.5,8.61,2.87,58.65,2088,1062,1026,0.606
201,2501575,58.77,10.94,9.05,33.38,0.5,27.08,211.08,5.25,3.98,16.73,8206,731,7475,0.567
202,2502201,58.52,10.13,9.73,27.12,0.5,13.87,303.29,12.75,18.34,74.82,2400,988,1412,0.597
203,2502706,64.76,9.8,8.39,35.36,0.5,23.5,236.01,5.58,10.7,84.3,5111,3732,1379,0.558
204,2503308,56.2,10.29,9.04,29.22,0.5,20.08,301.77,8.82,20.17,72.55,9546,3403,6143,0.587
205,2503753,55.06,8.44,8.32,37.65,0.5,27.03,205.12,2.16,9.5,53.28,3033,1000,2033,0.55
206,2504306,48.79,9.21,9.38,24.64,0.5,10.51,371.92,7.88,30.6,85.15,28759,21323,7436,0.64
207,2506905,51.76,10.16,9.15,29.14,0.5,11.37,319.34,8.32,21.26,76.26,24481,19731,4750,0.613
208,2507002,52.25,8.14,9.37,24.26,0.5,13.94,349.02,10.36,24.84,81.46,23192,17629,5563,0.615
209,2508505,62.3,9.65,8.7,24.9,0.5,27.37,207.73,3.42,10.63,44.69,7164,3752,3412,0.566
210,2508703,57.92,9.68,9.09,32.16,0.5,29.35,202.88,8.43,3.97,78.08,4019,1569,2450,0.542
211,2509404,59.12,9.35,8.7,35.2,0.5,24.61,227.05,11.11,24.21,33.45,12491,5583,6908,0.574
212,2511004,55.37,8.41,9.34,27.62,0.5,27.49,219.29,17.94,18.68,80.24,3721,2365,1356,0.599
213,2512903,51.79,9.05,8.68,28.26,0.5,21.53,264.5,11.07,33.79,60.38,22976,13057,9919,0.585
214,2513109,62.06,12.56,8.25,39.54,0.5,27.29,217.45,7.76,11.32,63.82,11976,5250,6726,0.568
215,2513307,55.31,12.24,10.11,27.99,0.5,20.78,277.52,12.58,5.85,76.2,5369,2702,2667,0.609
216,2514503,54.21,9.61,9.19,26.92,0.5,17.56,321.53,6.45,19.31,74.09,19096,10795,8301,0.591
217,2515302,54.15,8.85,8.62,32.99,0.5,18.52,266.29,12.54,26.87,81.53,50143,38141,12002,0.569
218,2515609,61.65,11.24,9.44,34.17,0.5,16.7,278.22,7.52,15.51,82.7,3204,2135,1069,0.626
219,2515906,67.28,11.11,7.87,44.31,0.5,24.56,224.2,5.41,9.59,68.9,6238,3467,2771,0.547
220,2516151,60.29,8.3,10.05,33.79,0.5,28.38,218.2,2.22,16.56,1.2,3169,1582,1587,0.573
221,2516300,51.78,11.28,9.64,27.11,0.5,11.31,339.68,7.85,10.2,79.65,16060,12236,3824,0.627
222,2600906,53.98,6.34,8.9,33.46,0.5,11.07,286.59,10.79,29.96,86.88,21939,16045,5894,0.58
223,2603801,60.76,8.74,9.56,34.72,0.5,26.23,215.71,3.69,6.3,38.78,19593,6263,13330,0.549
224,2604007,45.74,7.02,9.59,17.09,0.5,8.86,403.76,11.88,41.58,90.06,74858,72056,2802,0.68
225,2604908,53.53,10.34,9.19,34.37,0.5,22.42,249.32,7.31,14.16,32.13,17183,8039,9144,0.572
226,2605509,53.26,8.9,9.44,30.41,0.5,13.0,311.83,11.0,32.2,84.48,11430,9162,2268,0.622
227,2605608,59.2,10.88,8.82,35.34,0.5,28.03,236.31,5.64,17.73,57.55,22169,9364,12805,0.556
228,2607208,50.76,4.38,8.65,22.12,0.5,8.71,362.68,14.35,55.62,81.18,80637,59719,20918,0.619
229,2607653,54.89,7.59,8.81,32.9,0.5,16.39,271.0,14.42,35.89,92.11,35398,29424,5974,0.575
230,2608255,62.09,8.39,9.57,35.22,0.5,24.71,232.08,1.66,3.31,47.07,10604,2828,7776,0.55
231,2608305,57.95,8.7,9.33,34.95,0.5,23.09,260.42,3.05,6.43,44.73,13705,8356,5349,0.575
232,2608701,63.74,9.22,8.8,42.14,0.5,21.98,253.4,5.45,7.77,62.46,15615,8641,6974,0.551
233,2608800,57.11,9.48,9.77,28.02,0.5,13.16,333.52,5.26,15.08,81.59,36628,26395,10233,0.611
234,2610509,52.8,9.33,9.44,34.44,0.5,19.53,259.04,8.87,15.17,63.84,28628,13945,14683,0.592
