,id_municipio,ano,populacao
6165,2310605,2014,8743
6166,2310605,2018,9010
6167,2310605,2022,9207
6168,2310704,2002,32673
6169,2310704,2006,32857
6170,2310704,2010,35400
6171,2310704,2014,36611
6172,2310704,2018,37326
6173,2310704,2022,38045
6174,2310803,2002,15316
6175,2310803,2006,15545
6176,2310803,2010,15757
6177,2310803,2014,16089
6178,2310803,2018,16281
6179,2310803,2022,16356
6180,2310852,2002,15685
6181,2310852,2006,17530
6182,2310852,2010,18683
6183,2310852,2014,19975
6184,2310852,2018,20748
6185,2310852,2022,20964
6186,2310902,2002,13138
6187,2310902,2006,13156
6188,2310902,2010,15467
6189,2310902,2014,16318
6190,2310902,2018,16827
6191,2310902,2022,17210
6192,2310951,2002,8469
6193,2310951,2006,8722
6194,2310951,2010,10216
6195,2310951,2014,10616
6196,2310951,2018,10853
6197,2310951,2022,11052
6198,2311009,2002,11880
6199,2311009,2006,12240
6200,2311009,2010,12001
6201,2311009,2014,12214
6202,2311009,2018,12334
6203,2311009,2022,12358
6204,2311108,2002,15791
6205,2311108,2006,16124
6206,2311108,2010,15061
6207,2311108,2014,15058
6208,2311108,2018,15047
6209,2311108,2022,14920
6210,2311207,2002,9346
6211,2311207,2006,9870
6212,2311207,2010,10276
6213,2311207,2014,10722
6214,2311207,2018,10986
6215,2311207,2022,11165
6216,2311231,2002,5765
6217,2311231,2006,5756
6218,2311231,2010,6126
6219,2311231,2014,6299
6220,2311231,2018,6400
6221,2311231,2022,6455
6222,2311264,2002,18700
6223,2311264,2006,19569
6224,2311264,2010,19921
6225,2311264,2014,20600
6226,2311264,2018,21000
6227,2311264,2022,21246
6228,2311306,2002,71380
6229,2311306,2006,75717
6230,2311306,2010,80604
6231,2311306,2014,84684
6232,2311306,2018,87116
6233,2311306,2022,88899
6234,2311355,2002,15579
6235,2311355,2006,15535
6236,2311355,2010,15000
6237,2311355,2014,14997
6238,2311355,2018,14986
6239,2311355,2022,16116
6240,2311405,2002,59172
6241,2311405,2006,59244
6242,2311405,2010,71887
6243,2311405,2014,76386
6244,2311405,2018,79081
6245,2311405,2022,82455
6246,2311504,2002,17506
6247,2311504,2006,19124
6248,2311504,2010,19412
6249,2311504,2014,21410
6250,2311504,2018,22008
6251,2311504,2022,22432
6252,2311603,2002,25463
6253,2311603,2006,26646
6254,2311603,2010,26415
6255,2311603,2014,27182
6256,2311603,2018,27633
6257,2311603,2022,29238
6258,2311702,2002,22049
6259,2311702,2006,24121
6260,2311702,2010,19455
6261,2311702,2014,19145
6262,2311702,2018,18945
6263,2311702,2022,18279
6264,2311801,2002,59583
6265,2311801,2006,65268
6266,2311801,2010,69833
6267,2311801,2014,74243
6268,2311801,2018,76884
6269,2311801,2022,79550
6270,2311900,2002,16387
6271,2311900,2006,16791
6272,2311900,2010,15752
6273,2311900,2014,15793
6274,2311900,2018,15808
6275,2311900,2022,15757
6276,2311959,2002,14194
6277,2311959,2006,14871
6278,2311959,2010,15453
6279,2311959,2014,16070
6280,2311959,2018,16435
6281,2311959,2022,16714
6282,2312007,2002,26987
6283,2312007,2006,28970
6284,2312007,2010,29946
6285,2312007,2014,31369
6286,2312007,2018,32216
6287,2312007,2022,32851
6288,2312106,2002,17151
6289,2312106,2006,17914
6290,2312106,2010,17170
6291,2312106,2014,17457
6292,2312106,2018,17622
6293,2312106,2022,17726
6294,2312205,2002,42775
6295,2312205,2006,43781
6296,2312205,2010,42763
6297,2312205,2014,43359
6298,2312205,2018,43695
6299,2312205,2022,43719
6300,2312304,2002,40566
6301,2312304,2006,42255
6302,2312304,2010,44178
6303,2312304,2014,45917
6304,2312304,2018,46949
6305,2312304,2022,48354
6306,2312403,2002,36938
6307,2312403,2006,40281
6308,2312403,2010,43890
6309,2312403,2014,46783
6310,2312403,2018,48516
6311,2312403,2022,49306
6312,2312502,2002,8783
6313,2312502,2006,9117
6314,2312502,2010,7900
6315,2312502,2014,7774
6316,2312502,2018,7691
6317,2312502,2022,7557
6318,2312601,2002,11684
6319,2312601,2006,12153
6320,2312601,2010,12332
6321,2312601,2014,12713
6322,2312601,2018,12938
6323,2312601,2022,13086
6324,2312700,2002,27182
6325,2312700,2006,27512
6326,2312700,2010,26469
6327,2312700,2014,26600
6328,2312700,2018,26664
6329,2312700,2022,25418
6330,2312809,2002,5695
6331,2312809,2006,5923
6332,2312809,2010,6852
6333,2312809,2014,7290
6334,2312809,2018,7553
6335,2312809,2022,7758
6336,2312908,2002,161123
6337,2312908,2006,175814
6338,2312908,2010,188233
6339,2312908,2014,199750
6340,2312908,2018,206644
6341,2312908,2022,212437
6342,2313005,2002,17121
6343,2313005,2006,17457
6344,2313005,2010,17665
6345,2313005,2014,18060
6346,2313005,2018,18291
6347,2313005,2022,18389
6348,2313104,2002,27517
6349,2313104,2006,28570
6350,2313104,2010,29204
6351,2313104,2014,30143
6352,2313104,2018,30695
6353,2313104,2022,32079
6354,2313203,2002,25913
6355,2313203,2006,25761
6356,2313203,2010,25451
6357,2313203,2014,25635
6358,2313203,2018,25731
6359,2313203,2022,26199
6360,2313252,2002,9024
6361,2313252,2006,8548
6362,2313252,2010,8910
6363,2313252,2014,8923
6364,2313252,2018,8926
6365,2313252,2022,8555
6366,2313302,2002,52076
6367,2313302,2006,52398
6368,2313302,2010,55716
6369,2313302,2014,57478
6370,2313302,2018,58517
6371,2313302,2022,59259
6372,2313351,2002,13880
6373,2313351,2006,14786
6374,2313351,2010,16827
6375,2313351,2014,18301
6376,2313351,2018,18998
6377,2313351,2022,19551
6378,2313401,2002,61028
6379,2313401,2006,68464
6380,2313401,2010,68892
6381,2313401,2014,72803
6382,2313401,2018,75140
6383,2313401,2022,77111
6384,2313500,2002,46249
6385,2313500,2006,50575
6386,2313500,2010,51422
6387,2313500,2014,53998
6388,2313500,2018,55535
6389,2313500,2022,56653
6390,2313559,2002,11831
6391,2313559,2006,12667
6392,2313559,2010,14408
6393,2313559,2014,15413
6394,2313559,2018,16015
6395,2313559,2022,16588
6396,2313609,2002,27878
6397,2313609,2006,29845
6398,2313609,2010,31787
6399,2313609,2014,33505
6400,2313609,2018,34530
6401,2313609,2022,35295
6402,2313708,2002,7338
6403,2313708,2006,7094
6404,2313708,2010,7545
6405,2313708,2014,7662
6406,2313708,2018,7729
6407,2313708,2022,7740
6408,2313757,2002,17766
6409,2313757,2006,18830
6410,2313757,2010,18802
6411,2313757,2014,19437
6412,2313757,2018,19811
6413,2313757,2022,19976
6414,2313807,2002,17060
6415,2313807,2006,18607
6416,2313807,2010,19765
6417,2313807,2014,20991
6418,2313807,2018,21725
6419,2313807,2022,22223
6420,2313906,2002,11744
6421,2313906,2006,12410
6422,2313906,2010,12883
6423,2313906,2014,13435
6424,2313906,2018,13763
6425,2313906,2022,13988
6426,2313955,2002,17251
6427,2313955,2006,18905
6428,2313955,2010,17593
6429,2313955,2014,18081
6430,2313955,2018,18368
6431,2313955,2022,18520
6432,2314003,2002,35583
6433,2314003,2006,37440
6434,2314003,2010,38434
6435,2314003,2014,39861
6436,2314003,2018,40704
6437,2314003,2022,41078
6438,2314102,2002,46387
6439,2314102,2006,48799
6440,2314102,2010,54955
6441,2314102,2014,58332
6442,2314102,2018,60355
6443,2314102,2022,61916
6444,2400109,2002,11227
6445,2400109,2006,11324
6446,2400109,2010,11035
6447,2400109,2014,11349
6448,2400109,2018,11152
6449,2400109,2022,11106
6450,2400208,2002,48811
6451,2400208,2006,51092
6452,2400208,2010,53227
6453,2400208,2014,56829
6454,2400208,2018,57644
6455,2400208,2022,58743
6456,2400307,2002,10895
6457,2400307,2006,10966
6458,2400307,2010,10844
6459,2400307,2014,11197
6460,2400307,2018,11041
6461,2400307,2022,11024
6462,2400406,2002,2756
6463,2400406,2006,2951
6464,2400406,2010,2980
6465,2400406,2014,3183
6466,2400406,2018,3230
6467,2400406,2022,3293
6468,2400505,2002,13602
6469,2400505,2006,13175
6470,2400505,2010,13507
6471,2400505,2014,13864
6472,2400505,2018,13602
6473,2400505,2022,13529
6474,2400604,2002,5089
6475,2400604,2006,4823
6476,2400604,2010,4871
6477,2400604,2014,4922
6478,2400604,2018,4761
6479,2400604,2022,4685
6480,2400703,2002,9762
6481,2400703,2006,10424
6482,2400703,2010,12305
6483,2400703,2014,13680
6484,2400703,2018,14326
6485,2400703,2022,14923
6486,2400802,2002,11614
6487,2400802,2006,11583
6488,2400802,2010,11549
6489,2400802,2014,11906
6490,2400802,2018,11724
6491,2400802,2022,11695
6492,2400901,2002,6587
6493,2400901,2006,6161
6494,2400901,2010,6907
6495,2400901,2014,7188
6496,2400901,2018,7137
6497,2400901,2022,7162
6498,2401008,2002,34805
6499,2401008,2006,36391
6500,2401008,2010,34763
6501,2401008,2014,36120
6502,2401008,2018,35814
6503,2401008,2022,35904
6504,2401107,2002,22806
6505,2401107,2006,23501
6506,2401107,2010,25315
6507,2401107,2014,27115
6508,2401107,2018,27162
6509,2401107,2022,28156
6510,2401206,2002,11362
6511,2401206,2006,11458
6512,2401206,2010,12924
6513,2401206,2014,13905
6514,2401206,2018,14192
6515,2401206,2022,14526
6516,2401305,2002,9048
6517,2401305,2006,9108
6518,2401305,2010,9289
6519,2401305,2014,9688
6520,2401305,2018,9638
6521,2401305,2022,9686
6522,2401404,2002,7947
6523,2401404,2006,8263
6524,2401404,2010,8573
6525,2401404,2014,9116
6526,2401404,2018,9218
6527,2401404,2022,9373
6528,2401453,2002,19648
6529,2401453,2006,21473
6530,2401453,2010,24182
6531,2401453,2014,26799
6532,2401453,2018,27994
6533,2401453,2022,29112
6534,2401503,2002,4060
6535,2401503,2006,4238
6536,2401503,2010,3950
6537,2401503,2014,4067
6538,2401503,2018,4002
6539,2401503,2022,3989
6540,2401602,2002,4761
6541,2401602,2006,4891
6542,2401602,2010,5113
6543,2401602,2014,5422
6544,2401602,2018,5469
6545,2401602,2022,5552
6546,2401651,2002,2775
6547,2401651,2006,2775
6548,2401651,2010,2425
6549,2401651,2014,2385
6550,2401651,2018,2250
6551,2401651,2022,2171
6552,2401701,2002,8905
6553,2401701,2006,9651
6554,2401701,2010,9440
6555,2401701,2014,10040
6556,2401701,2018,10152
6557,2401701,2022,10323
6558,2401800,2002,10798
6559,2401800,2006,12005
6560,2401800,2010,11577
6561,2401800,2014,12399
6562,2401800,2018,12609
6563,2401800,2022,12873
6564,2401859,2002,5858
6565,2401859,2006,5898
6566,2401859,2010,6016
6567,2401859,2014,6568
6568,2401859,2018,6537
6569,2401859,2022,6572
6570,2401909,2002,2920
6571,2401909,2006,3053
6572,2401909,2010,3308
6573,2401909,2014,3570
6574,2401909,2018,3652
6575,2401909,2022,3745
6576,2402006,2002,58341
6577,2402006,2006,61704
6578,2402006,2010,62709
6579,2402006,2014,66759
6580,2402006,2018,67554
6581,2402006,2022,68726
6582,2402105,2002,9170
6583,2402105,2006,9092
6584,2402105,2010,10266
6585,2402105,2014,10974
6586,2402105,2018,11142
6587,2402105,2022,11363
6588,2402204,2002,27872
6589,2402204,2006,30035
6590,2402204,2010,30916
6591,2402204,2014,33289
6592,2402204,2018,33999
6593,2402204,2022,34814
6594,2402303,2002,18507
6595,2402303,2006,17747
6596,2402303,2010,19576
6597,2402303,2014,21750
6598,2402303,2018,20443
6599,2402303,2022,20588
6600,2402402,2002,6778
6601,2402402,2006,7294
6602,2402402,2010,7429
6603,2402402,2014,7972
6604,2402402,2018,8119
6605,2402402,2022,8297
6606,2402501,2002,8329
6607,2402501,2006,8674
6608,2402501,2010,9762
6609,2402501,2014,10628
6610,2402501,2018,10651
6611,2402501,2022,10972
6612,2402600,2002,64584
6613,2402600,2006,70012
6614,2402600,2010,68141
6615,2402600,2014,72374
6616,2402600,2018,73099
6617,2402600,2022,74268
6618,2402709,2002,10905
6619,2402709,2006,11070
6620,2402709,2010,10916
6621,2402709,2014,11305
6622,2402709,2018,11178
6623,2402709,2022,11182
6624,2402808,2002,5304
6625,2402808,2006,5039
6626,2402808,2010,5405
6627,2402808,2014,5583
6628,2402808,2018,5508
6629,2402808,2022,5501
6630,2402907,2002,4698
6631,2402907,2006,4687
6632,2402907,2010,4772
6633,2402907,2014,4955
6634,2402907,2018,4908
6635,2402907,2022,4918
6636,2403004,2002,8194
6637,2403004,2006,8333
6638,2403004,2010,7967
6639,2403004,2014,8173
6640,2403004,2018,8014
6641,2403004,2022,7968
6642,2403103,2002,40910
6643,2403103,2006,41208
6644,2403103,2010,42652
6645,2403103,2014,44710
6646,2403103,2018,44664
6647,2403103,2022,45022
6648,2403202,2002,6574
6649,2403202,2006,6629
6650,2403202,2010,6492
6651,2403202,2014,7181
6652,2403202,2018,7080
6653,2403202,2022,7068
6654,2403251,2002,137604
6655,2403251,2006,170055
6656,2403251,2010,202456
6657,2403251,2014,235983
6658,2403251,2018,255793
6659,2403251,2022,272490
6660,2403301,2002,4814
6661,2403301,2006,4856
6662,2403301,2010,5231
6663,2403301,2014,5554
6664,2403301,2018,5608
6665,2403301,2022,5697
6666,2403400,2002,5700
6667,2403400,2006,5791
6668,2403400,2010,5822
6669,2403400,2014,6070
6670,2403400,2018,6036
6671,2403400,2022,6064
6672,2403509,2002,10840
6673,2403509,2006,11154
6674,2403509,2010,10475
6675,2403509,2014,10739
6676,2403509,2018,10527
6677,2403509,2022,10463
6678,2403608,2002,20546
6679,2403608,2006,22995
6680,2403608,2010,24569
6681,2403608,2014,27107
6682,2403608,2018,28222
6683,2403608,2022,29282
6684,2403707,2002,5427
6685,2403707,2006,5159
6686,2403707,2010,5734
6687,2403707,2014,5994
6688,2403707,2018,5972
6689,2403707,2022,6009
6690,2403756,2002,2620
6691,2403756,2006,2545
6692,2403756,2010,2854
6693,2403756,2014,3019
6694,2403756,2018,3039
6695,2403756,2022,3081
6696,2403806,2002,8964
6697,2403806,2006,8930
6698,2403806,2010,8959
6699,2403806,2014,9250
6700,2403806,2018,9121
6701,2403806,2022,9772
6702,2403905,2002,2969
6703,2403905,2006,2839
6704,2403905,2010,2874
6705,2403905,2014,2919
6706,2403905,2018,2836
6707,2403905,2022,2801
6708,2404002,2002,4567
6709,2404002,2006,4534
6710,2404002,2010,4233
6711,2404002,2014,4254
6712,2404002,2018,4095
6713,2404002,2022,4015
6714,2404101,2002,1873
6715,2404101,2006,2138
6716,2404101,2010,2159
6717,2404101,2014,2516
6718,2404101,2018,2726
6719,2404101,2022,2903
6720,2404200,2002,17696
6721,2404200,2006,17783
6722,2404200,2010,22481
6723,2404200,2014,24889
6724,2404200,2018,25980
6725,2404200,2022,27004
6726,2404309,2002,12051
6727,2404309,2006,12751
6728,2404309,2010,12374
6729,2404309,2014,12992
6730,2404309,2018,12997
6731,2404309,2022,13115
6732,2404408,2002,8452
6733,2404408,2006,8961
6734,2404408,2010,9393
6735,2404408,2014,10099
6736,2404408,2018,10302
6737,2404408,2022,10541
6738,2404507,2002,8584
6739,2404507,2006,9677
6740,2404507,2010,12404
6741,2404507,2014,14282
6742,2404507,2018,15349
6743,2404507,2022,16261
6744,2404606,2002,10489
6745,2404606,2006,11094
6746,2404606,2010,12171
6747,2404606,2014,13237
6748,2404606,2018,13628
6749,2404606,2022,14033
6750,2404705,2002,12063
6751,2404705,2006,12414
6752,2404705,2010,13856
6753,2404705,2014,14983
6754,2404705,2018,15354
6755,2404705,2022,15759
6756,2404804,2002,1944
6757,2404804,2006,2051
6758,2404804,2010,2077
6759,2404804,2014,2206
6760,2404804,2018,2228
6761,2404804,2022,2264
6762,2404853,2002,6562
6763,2404853,2006,7350
6764,2404853,2010,6932
6765,2404853,2014,7397
6766,2404853,2018,7501
6767,2404853,2022,7641
6768,2404903,2002,5349
6769,2404903,2006,5544
6770,2404903,2010,5564
6771,2404903,2014,5850
6772,2404903,2018,5858
6773,2404903,2022,5916
6774,2405009,2002,7849
6775,2405009,2006,8282
6776,2405009,2010,7925
6777,2405009,2014,8702
6778,2405009,2018,9026
6779,2405009,2022,9341
6780,2405108,2002,6267
6781,2405108,2006,6627
6782,2405108,2010,6801
6783,2405108,2014,6875
6784,2405108,2018,6863
6785,2405108,2022,6907
6786,2405207,2002,5516
6787,2405207,2006,5312
6788,2405207,2010,5345
6789,2405207,2014,5436
6790,2405207,2018,5289
6791,2405207,2022,5228
6792,2405306,2002,7903
6793,2405306,2006,8447
6794,2405306,2010,9011
6795,2405306,2014,9767
6796,2405306,2018,10087
6797,2405306,2022,10367
6798,2405405,2002,6382
6799,2405405,2006,6517
6800,2405405,2010,5522
6801,2405405,2014,5427
6802,2405405,2018,5117
6803,2405405,2022,4935
6804,2405504,2002,2719
6805,2405504,2006,2841
6806,2405504,2010,2607
6807,2405504,2014,2673
6808,2405504,2018,2617
6809,2405504,2022,2600
6810,2405603,2002,12423
6811,2405603,2006,13500
6812,2405603,2010,13506
6813,2405603,2014,14476
6814,2405603,2018,14730
6815,2405603,2022,15044
6816,2405702,2002,12083
6817,2405702,2006,12190
6818,2405702,2010,12113
6819,2405702,2014,12540
6820,2405702,2018,12395
6821,2405702,2022,12397
6822,2405801,2002,29962
6823,2405801,2006,31757
6824,2405801,2010,32227
6825,2405801,2014,34324
6826,2405801,2018,34747
6827,2405801,2022,35360
6828,2405900,2002,2584
6829,2405900,2006,2553
6830,2405900,2010,2601
6831,2405900,2014,2689
6832,2405900,2018,2655
6833,2405900,2022,2653
6834,2406007,2002,5987
6835,2406007,2006,6187
6836,2406007,2010,5868
6837,2406007,2014,6049
6838,2406007,2018,5957
6839,2406007,2022,5941
6840,2406106,2002,17873
6841,2406106,2006,19267
6842,2406106,2010,17692
6843,2406106,2014,18409
6844,2406106,2018,18274
6845,2406106,2022,18335
6846,2406155,2002,3209
6847,2406155,2006,3148
6848,2406155,2010,3582
6849,2406155,2014,3821
6850,2406155,2018,3873
6851,2406155,2022,3945
6852,2406205,2002,5746
6853,2406205,2006,6041
6854,2406205,2010,6227
6855,2406205,2014,6640
6856,2406205,2018,6728
6857,2406205,2022,6851
6858,2406304,2002,6678
6859,2406304,2006,7390
6860,2406304,2010,6989
6861,2406304,2014,7425
6862,2406304,2018,7503
6863,2406304,2022,7624
6864,2406403,2002,2795
6865,2406403,2006,3156
6866,2406403,2010,2668
6867,2406403,2014,2762
6868,2406403,2018,2731
6869,2406403,2022,2732
6870,2406502,2002,12326
6871,2406502,2006,12998
6872,2406502,2010,13983
6873,2406502,2014,15110
6874,2406502,2018,15477
6875,2406502,2022,15880
6876,2406601,2002,6951
6877,2406601,2006,7309
6878,2406601,2010,7564
6879,2406601,2014,8076
6880,2406601,2018,8192
6881,2406601,2022,8348
6882,2406700,2002,9549
6883,2406700,2006,9925
6884,2406700,2010,10381
6885,2406700,2014,11065
6886,2406700,2018,11208
6887,2406700,2022,11410
6888,2406809,2002,4545
6889,2406809,2006,4582
6890,2406809,2010,4612
6891,2406809,2014,4794
6892,2406809,2018,4755
6893,2406809,2022,4768
6894,2406908,2002,3271
6895,2406908,2006,3404
6896,2406908,2010,3633
6897,2406908,2014,3897
6898,2406908,2018,3966
6899,2406908,2022,4053
6900,2407005,2002,9273
6901,2407005,2006,9573
6902,2407005,2010,9610
6903,2407005,2014,10086
6904,2407005,2018,10086
6905,2407005,2022,10175
6906,2407104,2002,57289
6907,2407104,2006,63333
6908,2407104,2010,69467
6909,2407104,2014,76801
6910,2407104,2018,79743
6911,2407104,2022,82828
6912,2407203,2002,25640
6913,2407203,2006,25489
6914,2407203,2010,28954
6915,2407203,2014,31037
6916,2407203,2018,31584
6917,2407203,2022,32260
6918,2407252,2002,2990
6919,2407252,2006,3095
6920,2407252,2010,3536
6921,2407252,2014,3856
6922,2407252,2018,3978
6923,2407252,2022,4102
6924,2407302,2002,8280
6925,2407302,2006,8048
6926,2407302,2010,8265
6927,2407302,2014,8502
6928,2407302,2018,8358
6929,2407302,2022,8325
6930,2407401,2002,7675
6931,2407401,2006,7551
6932,2407401,2010,8218
6933,2407401,2014,8661
6934,2407401,2018,8692
6935,2407401,2022,8790
6936,2407500,2002,8429
6937,2407500,2006,9506
6938,2407500,2010,10441
6939,2407500,2014,11628
6940,2407500,2018,12194
6941,2407500,2022,12714
6942,2407609,2002,3782
6943,2407609,2006,3943
6944,2407609,2010,4188
6945,2407609,2014,4489
6946,2407609,2018,4568
6947,2407609,2022,4665
6948,2407708,2002,12437
6949,2407708,2006,13666
6950,2407708,2010,11413
6951,2407708,2014,11608
6952,2407708,2018,11295
6953,2407708,2022,11166
6954,2407807,2002,19506
6955,2407807,2006,21094
6956,2407807,2010,20685
6957,2407807,2014,21996
6958,2407807,2018,22239
6959,2407807,2022,22698
6960,2407906,2002,2495
6961,2407906,2006,2378
6962,2407906,2010,2261
6963,2407906,2014,2240
6964,2407906,2018,2127
6965,2407906,2022,2063
6966,2408003,2002,218380
6967,2408003,2006,229787
6968,2408003,2010,259815
6969,2408003,2014,284288
6970,2408003,2018,294076
6971,2408003,2022,303792
6972,2408102,2002,734505
6973,2408102,2006,789896
6974,2408102,2010,803739
6975,2408102,2014,862044
6976,2408102,2018,877640
6977,2408102,2022,896708
6978,2408201,2002,20114
6979,2408201,2006,22814
6980,2408201,2010,23784
6981,2408201,2014,26208
6982,2408201,2018,27260
6983,2408201,2022,28266
6984,2408300,2002,34630
6985,2408300,2006,36629
6986,2408300,2010,35490
6987,2408300,2014,37239
6988,2408300,2018,37233
6989,2408300,2022,37554
6990,2408409,2002,4437
6991,2408409,2006,4376
6992,2408409,2010,4295
6993,2408409,2014,4380
6994,2408409,2018,4272
6995,2408409,2022,4231
6996,2408508,2002,4693
6997,2408508,2006,4757
6998,2408508,2010,4699
6999,2408508,2014,4866
7000,2408508,2018,4812
7001,2408508,2022,4813
7002,2408607,2002,3659
7003,2408607,2006,3724
7004,2408607,2010,3952
7005,2408607,2014,4194
7006,2408607,2018,4232
7007,2408607,2022,4298
7008,2408706,2002,4110
7009,2408706,2006,4154
7010,2408706,2010,3859
7011,2408706,2014,3907
7012,2408706,2018,3787
7013,2408706,2022,3732
7014,2408805,2002,4398
7015,2408805,2006,4580
7016,2408805,2010,4845
7017,2408805,2014,5127
7018,2408805,2018,5201
7019,2408805,2022,5307
7020,2408904,2002,19686
7021,2408904,2006,20608
7022,2408904,2010,20354
7023,2408904,2014,21387
7024,2408904,2018,21408
7025,2408904,2022,21611
7026,2408953,2002,9567
7027,2408953,2006,10447
7028,2408953,2010,10059
7029,2408953,2014,10684
7030,2408953,2018,10789
7031,2408953,2022,10961
7032,2409100,2002,8709
7033,2409100,2006,9664
7034,2409100,2010,11100
7035,2409100,2014,12424
7036,2409100,2018,13076
7037,2409100,2022,13667
7038,2409209,2002,2742
7039,2409209,2006,2870
7040,2409209,2010,2895
7041,2409209,2014,3057
7042,2409209,2018,3075
7043,2409209,2022,3114
7044,2409308,2002,11051
7045,2409308,2006,10750
7046,2409308,2010,11964
7047,2409308,2014,12635
7048,2409308,2018,12701
7049,2409308,2022,12861
7050,2409332,2002,3978
7051,2409332,2006,4479
7052,2409332,2010,4762
7053,2409332,2014,5259
7054,2409332,2018,5480
7055,2409332,2022,5689
7056,2409407,2002,25585
7057,2409407,2006,27663
7058,2409407,2010,27745
7059,2409407,2014,29696
7060,2409407,2018,30183
7061,2409407,2022,30802
7062,2409506,2002,4128
7063,2409506,2006,4407
7064,2409506,2010,3521
7065,2409506,2014,3467
7066,2409506,2018,3275
7067,2409506,2022,3163
7068,2409605,2002,2876
7069,2409605,2006,2948
7070,2409605,2010,2590
7071,2409605,2014,2587
7072,2409605,2018,2478
7073,2409605,2022,2419
7074,2409704,2002,7282
7075,2409704,2006,5463
7076,2409704,2010,7171
7077,2409704,2014,7122
7078,2409704,2018,6780
7079,2409704,2022,6591
7080,2409803,2002,13678
7081,2409803,2006,14081
7082,2409803,2010,14114
7083,2409803,2014,14787
7084,2409803,2018,14767
7085,2409803,2022,14881
7086,2409902,2002,11474
7087,2409902,2006,11657
7088,2409902,2010,13432
7089,2409902,2014,14579
7090,2409902,2018,14984
7091,2409902,2022,15411
7092,2410009,2002,3179
7093,2410009,2006,3624
7094,2410009,2010,3453
7095,2410009,2014,3723
7096,2410009,2018,3806
7097,2410009,2022,3900
7098,2410108,2002,12641
7099,2410108,2006,13596
7100,2410108,2010,13949
7101,2410108,2014,14994
7102,2410108,2018,15294
7103,2410108,2022,15646
7104,2410207,2002,6828
7105,2410207,2006,7034
7106,2410207,2010,7320
7107,2410207,2014,7760
7108,2410207,2018,7827
7109,2410207,2022,7944
7110,2410256,2002,4304
7111,2410256,2006,4909
7112,2410256,2010,5217
7113,2410256,2014,5788
7114,2410256,2018,6765
7115,2410256,2022,6605
7116,2410306,2002,7218
7117,2410306,2006,7752
7118,2410306,2010,8768
7119,2410306,2014,9666
7120,2410306,2018,10266
7121,2410306,2022,10646
7122,2410405,2002,6996
7123,2410405,2006,7079
7124,2410405,2010,8424
7125,2410405,2014,9208
7126,2410405,2018,9516
7127,2410405,2022,9825
7128,2410504,2002,4440
7129,2410504,2006,4923
7130,2410504,2010,4692
7131,2410504,2014,5001
7132,2410504,2018,5067
7133,2410504,2022,5158
7134,2410603,2002,2948
7135,2410603,2006,2934
7136,2410603,2010,3063
7137,2410603,2014,3202
7138,2410603,2018,3194
7139,2410603,2022,3214
7140,2410702,2002,2690
7141,2410702,2006,2748
7142,2410702,2010,3165
7143,2410702,2014,3442
7144,2410702,2018,3543
7145,2410702,2022,3648
7146,2410801,2002,4246
7147,2410801,2006,4363
7148,2410801,2010,4156
7149,2410801,2014,4279
7150,2410801,2018,4209
7151,2410801,2022,4194
7152,2410900,2002,5748
7153,2410900,2006,5719
7154,2410900,2010,7067
7155,2410900,2014,7753
7156,2410900,2018,8034
7157,2410900,2022,8310
7158,2411007,2002,4301
7159,2411007,2006,3883
7160,2411007,2010,4418
7161,2411007,2014,4548
7162,2411007,2018,4472
7163,2411007,2022,4457
7164,2411056,2002,3445
7165,2411056,2006,4067
7166,2411056,2010,3687
7167,2411056,2014,3978
7168,2411056,2018,4071
7169,2411056,2022,4173
7170,2411106,2002,3766
7171,2411106,2006,3968
7172,2411106,2010,3595
7173,2411106,2014,3683
7174,2411106,2018,3608
7175,2411106,2022,3584
7176,2411205,2002,31849
7177,2411205,2006,33245
7178,2411205,2010,35797
7179,2411205,2014,38538
7180,2411205,2018,39355
7181,2411205,2022,40295
7182,2411403,2002,16318
7183,2411403,2006,17150
7184,2411403,2010,13809
7185,2411403,2014,13768
7186,2411403,2018,12954
7187,2411403,2022,11808
7188,2411429,2002,2349
7189,2411429,2006,2279
7190,2411429,2010,2526
7191,2411429,2014,2661
7192,2411429,2018,2670
7193,2411429,2022,2699
7194,2411502,2002,20294
7195,2411502,2006,20765
7196,2411502,2010,22216
7197,2411502,2014,23681
7198,2411502,2018,23988
7199,2411502,2022,24422
7200,2411601,2002,3420
7201,2411601,2006,3527
7202,2411601,2010,2975
7203,2411601,2014,2935
7204,2411601,2018,2778
7205,2411601,2022,2687
7206,2411700,2002,3245
7207,2411700,2006,3248
7208,2411700,2010,3905
7209,2411700,2014,4262
7210,2411700,2018,4401
7211,2411700,2022,4541
7212,2411809,2002,3177
7213,2411809,2006,3034
7214,2411809,2010,3401
7215,2411809,2014,3572
7216,2411809,2018,3573
7217,2411809,2022,3606
7218,2411908,2002,3624
7219,2411908,2006,3986
7220,2411908,2010,3874
7221,2411908,2014,4138
7222,2411908,2018,4200
7223,2411908,2022,4281
7224,2412005,2002,74479
7225,2412005,2006,87493
7226,2412005,2010,87668
7227,2412005,2014,96759
7228,2412005,2018,101102
7229,2412005,2022,104919
7230,2412104,2002,5743
7231,2412104,2006,5857
7232,2412104,2010,5922
7233,2412104,2014,6196
7234,2412104,2018,6179
7235,2412104,2022,6221
7236,2412203,2002,36335
7237,2412203,2006,39909
7238,2412203,2010,39776
7239,2412203,2014,42773
