,id_municipio,ano,competitividade,turno
0,1100015,2002,1.9343266237712193,1
1,1100015,2006,42.111354471546605,1
2,1100015,2010,77.8441675833846,1
3,1100015,2014,7.476325698607668,1
4,1100015,2018,1.1300881581650464,1
5,1100015,2022,1.218443904460968,1
6,1100023,2002,7.756347694536374,1
7,1100023,2006,6.570655575356181,1
8,1100023,2010,2.176043371414377,1
9,1100023,2014,2.665488389692497,1
10,1100023,2018,0.5852628650583427,1
11,1100023,2022,0.7972959653891342,1
12,1100031,2002,1.095907183046112,1
13,1100031,2006,6.881336833126668,1
14,1100031,2010,36.13034662696138,1
15,1100031,2014,42.892794031423065,1
16,1100031,2018,1.4064045225871495,1
17,1100031,2022,1.5067783920713693,1
18,1100049,2002,1.220801113832802,1
19,1100049,2006,7.674233083389219,1
20,1100049,2010,2.1674278688630637,1
21,1100049,2014,1.8584743958154453,1
22,1100049,2018,0.6655910236595903,1
23,1100049,2022,0.9412183851255093,1
24,1100056,2002,1.9816499222116584,1
25,1100056,2006,1.2072720562897368,1
26,1100056,2010,1.4529122507430168,1
27,1100056,2014,1.4156347369546127,1
28,1100056,2018,0.6193324345799133,1
29,1100056,2022,0.756628007520656,1
30,1100064,2002,1.2337177288069006,1
31,1100064,2006,5.108831905195049,1
32,1100064,2010,19.670977498124184,1
33,1100064,2014,6.814727367643983,1
34,1100064,2018,0.8121139936686468,1
35,1100064,2022,1.0413452727497834,1
36,1100072,2002,0.9290708634345552,1
37,1100072,2006,1.7772354970002517,1
38,1100072,2010,11.742904373534488,1
39,1100072,2014,7.200173696491393,1
40,1100072,2018,2.0086265430942527,1
41,1100072,2022,2.021114707900755,1
42,1100080,2002,1.4240795778806203,1
43,1100080,2006,75.44333986596907,1
44,1100080,2010,5.407227868212704,1
45,1100080,2014,1.8371388831281923,1
46,1100080,2018,2.725031553762958,1
47,1100080,2022,2.3802575067686393,1
48,1100098,2002,1.247142279838554,1
49,1100098,2006,2.7085448486458152,1
50,1100098,2010,3.3411755392478133,1
51,1100098,2014,3.2595460251646564,1
52,1100098,2018,0.8905658426026267,1
53,1100098,2022,0.9302725858751502,1
54,1100106,2002,0.7749897516088163,1
55,1100106,2006,3.065239029515408,1
56,1100106,2010,3.1933508480235733,1
57,1100106,2014,8.43256603659907,1
58,1100106,2018,1.0231659780181799,1
59,1100106,2022,1.8248076441447292,1
60,1100114,2002,1.4477575481228824,1
61,1100114,2006,1.513834803521842,1
62,1100114,2010,1.9574542539979956,1
63,1100114,2014,1.8468002559819983,1
64,1100114,2018,0.7336119797575166,1
65,1100114,2022,0.9027909377190371,1
66,1100122,2002,1.6227452305989774,1
67,1100122,2006,5.2120806365709935,1
68,1100122,2010,2.226563190948821,1
69,1100122,2014,6.608646026908565,1
70,1100122,2018,0.6712989053315686,1
71,1100122,2022,0.9454536479213068,1
72,1100130,2002,1.8789334988480673,1
