,id_municipio,pib,va_agropecuaria,va_industria,va_servicos,va_adespss,ano
7525,2911600,61187224,1233618,3562299,18709128,2236737,2006
7526,2911659,25907509,4953022,703569,3591745,15878176,2006
7527,2911709,3327044,11324973,27994997,171767789,78570493,2006
7528,2911808,8400504,34258829,370251,15347677,26587985,2006
7529,2911857,32670155,4867245,1551644,777639,16695229,2006
7530,2911907,72890209,9287545,4828622,19686974,34315878,2006
7531,2912004,2860605,3567365,1560333,7174499,14838846,2006
7532,2912103,74238192,72538,2764981,29693559,30254244,2006
7533,2912202,145080153,84514699,723068,27074707,198431,2006
7534,2912301,52457124,17310974,229992,11915258,1865734,2006
7535,2912400,39374296,4620598,4714289,9230528,1685911,2006
7536,2912509,29378158,6072109,960967,6635017,14219973,2006
7537,2912608,10171873,2563984,489196,1925484,4687665,2006
7538,2912707,86775992,40027807,3951851,1596608,23939931,2006
7539,2912806,96407316,72672924,2761438,9066954,8854537,2006
7540,2912905,103080007,43113066,4656724,21944097,29795905,2006
7541,2913002,2827685,3102546,1036298,8062535,14216751,2006
7542,2913101,45651651,756698,3274071,10994793,21264759,2006
7543,2913200,107093131,122068,8739086,47777854,26602631,2006
7544,2913309,12631633,2428844,620506,3314295,5722013,2006
7545,2913408,33230563,5372469,1499961,7051828,17331545,2006
7546,2913457,58558059,23835108,2593165,845607,2162402,2006
7547,2913507,63723962,11009405,3097608,16694178,30183048,2006
7548,2913606,1773151268,53699185,548764343,614811852,25072957,2006
7549,2913705,124235558,42008998,12068022,26048328,37358497,2006
7550,2913804,38213887,6715371,1351137,6412295,22514179,2006
7551,2913903,162871421,113269,17971963,71765351,47655611,2006
7552,2914000,191758166,25696333,26427495,52231622,69982011,2006
7553,2914109,22591558,1980903,1294232,7716696,10162406,2006
7554,2914208,18427571,2792702,88943,4264815,9644725,2006
7555,2914307,33552965,5788451,1200591,5964084,1928627,2006
7556,2914406,59606694,151128,2447613,15988004,22770259,2006
7557,2914505,78374077,1486725,3287445,24002389,30061578,2006
7558,2914604,311056923,9777267,29046454,16227774,70601388,2006
7559,2914653,11384878,20695475,15191895,35268675,32498267,2006
7560,2914703,218511825,15854737,17161785,98316762,63101745,2006
7561,2914802,146030648,9552639,219756624,775460026,244824693,2006
7562,2914901,82156653,12225044,6249194,33355467,23646882,2006
7563,2915007,35627654,6154905,1646905,8349571,16497393,2006
7564,2915106,40556516,8014154,1742333,9772205,19454224,2006
7565,2915205,72611312,25223125,2938976,13323045,19677038,2006
7566,2915304,3932987,14289838,1473872,10525072,10584092,2006
7567,2915353,24201645,5469056,814563,5280127,11330101,2006
7568,2915403,26885579,9906607,1472545,442297,10152713,2006
7569,2915502,98275824,10755285,25069611,22672628,27041369,2006
7570,2915601,318131997,57927982,25932139,129006464,728804,2006
7571,2915700,31316719,9678403,1371088,7062466,11580009,2006
7572,2915809,92800375,22532757,6257501,20529147,39977688,2006
7573,2915908,3800081,4469501,1531131,6667038,9811334,2006
7574,2916005,87129977,29697272,4162187,23827404,24684712,2006
7575,2916104,92614218,193881,14004464,40814555,26453212,2006
7576,2916203,31750677,6613726,1326512,6522003,16015233,2006
7577,2916302,291236433,15385128,247485755,9600356,16389826,2006
7578,2916401,456280456,14273807,163487771,13065131,74711436,2006
7579,2916500,119965524,55505318,5860685,20578404,34415471,2006
7580,2916609,3128092,8554539,1310812,651861,13784721,2006
7581,2916708,2840582,9700313,1328301,5412192,10873734,2006
7582,2916807,59406681,15570748,4413014,15114647,21327983,2006
7583,2916856,79794838,1961045,3124486,40320697,193408,2006
7584,2916906,42714209,9792301,2093963,12333683,16070035,2006
7585,2917003,76751098,13422774,342419,17156492,39405726,2006
7586,2917102,67286113,13110493,8349755,19614517,22621872,2006
7587,2917201,44314107,8444168,2019193,10367667,2129136,2006
7588,2917300,115981054,25453214,9702626,37504735,32461967,2006
7589,2917334,32062774,9059687,167442,7349326,1205662,2006
7590,2917359,108221131,74516474,4029641,15682984,11751039,2006
7591,2917409,30250889,4709454,1800791,7722396,14712319,2006
7592,2917508,399256465,17710591,90130797,170770542,83485552,2006
7593,2917607,170339618,25730384,8270277,64406457,57124981,2006
7594,2917706,398433829,4274911,249154169,94608476,31189403,2006
7595,2917805,46630895,18357341,184036,7832639,15849507,2006
7596,2917904,7885873,55104307,1453378,7154221,13871193,2006
7597,2918001,724456811,19557068,91428629,338203431,178016911,2006
7598,2918100,98880919,26519741,4380715,26899242,35378787,2006
7599,2918209,37543284,10324132,1915819,8211647,15632126,2006
7600,2918308,46264738,6731291,1801131,1135132,24463466,2006
7601,2918357,54248473,7810852,3452708,15769952,23146692,2006
7602,2918407,1019354139,121659017,99160286,427223203,234958699,2006
7603,2918456,41400732,20288105,120962,553721,13113847,2006
7604,2918506,33391084,412824,1591007,700982,19258151,2006
7605,2918555,23173121,6393303,1136611,4933255,9657259,2006
7606,2918605,25521055,41636,1319826,5630312,13383395,2006
7607,2918704,14772062,5128512,569165,3024934,5327452,2006
7608,2918753,29243414,5609146,1313243,5053762,16127327,2006
7609,2918803,74730351,16739339,2948377,24263591,2343461,2006
7610,2918902,2157521,10675393,833419,3723516,5536908,2006
7611,2919009,20922899,3848866,5325621,533811,4616303,2006
7612,2919058,29410174,9749122,1503777,5572325,11521435,2006
7613,2919108,18160316,2970954,80794,3211435,10484905,2006
7614,2919157,6514658,9971086,4411893,16181323,30707114,2006
7615,2919207,1904358385,636614,348918394,980828215,18230221,2006
7616,2919306,38041122,41399,2199764,16520632,121298,2006
7617,2919405,32240535,4544743,1294678,10807722,13008805,2006
7618,2919504,145196062,34991629,7638058,50478673,42120436,2006
7619,2919553,899318917,215295927,17680774,337816192,44497018,2006
7620,2919603,26095968,4302149,1796461,5175188,13698371,2006
7621,2919702,50514984,8974438,5841588,13924653,18906464,2006
7622,2919801,130993077,969005,673638,51348257,4730566,2006
7623,2919900,1604762,65097,430735,3134916,11159707,2006
7624,2919926,23930114,630025,41588108,109357552,59951369,2006
7625,2919959,26040389,1520621,808391,4988031,17416165,2006
7626,2920007,31537444,4834834,8127257,7771003,8754239,2006
7627,2920106,48602638,7721392,1955042,13195302,23209191,2006
7628,2920205,42761866,11467721,1871327,7844878,19150536,2006
7629,2920304,19092384,1758045,841715,4589467,10888599,2006
7630,2920403,35687007,7229096,93382,6733559,19038368,2006
7631,2920452,25219898,4127128,67389,6455961,12989901,2006
7632,2920502,80718508,15905663,3145919,19959322,37596777,2006
7633,2920601,137850386,25592716,21336271,30554919,48086491,2006
7634,2920700,56013634,13921434,2244794,14482449,22945689,2006
7635,2920809,24386828,6033018,1069399,4738641,1135793,2006
7636,2920908,42123606,9710319,223607,1122464,16649274,2006
7637,2921005,462022482,10430876,138731526,213385324,5266438,2006
7638,2921054,20780196,2518378,69291,3946684,1277712,2006
7639,2921104,109624801,24836054,11430685,36739126,27737218,2006
7640,2921203,88839289,11540908,10227546,26517176,36028201,2006
7641,2921302,39650848,1083203,3608363,15623988,16125516,2006
7642,2921401,35554677,6435199,1485502,8061686,17988861,2006
7643,2921450,2592515,2138733,884614,3476925,18791357,2006
7644,2921500,1236921,18216319,4804776,2743577,67876905,2006
7645,2921609,19203736,3683356,947128,3891861,9827188,2006
7646,2921708,9446496,22129755,4784457,25405872,37569643,2006
7647,2921807,32698234,5289032,1304395,10119607,14048616,2006
7648,2921906,77679039,30709761,5245406,17731585,20666271,2006
7649,2922003,883134271,195897903,405887138,136235947,67639943,2006
7650,2922052,27166468,2070859,731103,5920517,17025486,2006
7651,2922102,59664291,14045639,6288696,17021591,19049482,2006
7652,2922201,17530967,3878613,777317,4063975,7929033,2006
7653,2922250,38541011,15246149,947421,7821666,11949867,2006
7654,2922300,11927553,14387299,25541421,28720827,37384904,2006
7655,2922409,68848751,13873942,3537352,22988142,23749965,2006
7656,2922508,101436596,5338155,7625958,4618328,30154607,2006
7657,2922607,40724827,15535918,1765174,7781209,14382558,2006
7658,2922656,27051222,2913521,922784,633519,15496923,2006
7659,2922706,38322875,8430876,1468629,8965517,17967781,2006
7660,2922730,17292328,186413,929746,5779445,7213112,2006
7661,2922755,27054938,12257075,1239817,4939686,7687523,2006
7662,2922805,1552495,309833,776152,3337401,7653786,2006
7663,2922854,17935576,4000188,1087277,3505289,8582026,2006
7664,2922904,60585247,9029478,4590121,15410632,28071872,2006
7665,2923001,245988035,98292558,21075732,60163503,45101007,2006
7666,2923035,19228729,2523049,1298187,5629291,8477693,2006
7667,2923050,27160936,2694379,950139,5029336,17671241,2006
7668,2923100,69145554,935313,3594748,20498999,30329526,2006
7669,2923209,62087494,6236321,7859672,19195653,24049609,2006
7670,2923308,20700332,4727262,1042894,3927731,995801,2006
7671,2923357,48864724,7725248,7336759,10714016,20186995,2006
7672,2923407,44305495,9304396,1857032,8626244,22275935,2006
7673,2923506,20598938,2582014,159887,6070913,9333725,2006
7674,2923605,58758821,459308,3513235,25280095,21057078,2006
7675,2923704,63774459,126359,1573526,13585589,33474535,2006
7676,2923803,110522573,41322691,4239071,32158902,27708339,2006
7677,2923902,30118305,8610993,1460406,5780558,13144145,2006
7678,2924009,1430696545,10355024,1003017304,240014176,116465261,2006
7679,2924058,26456343,4072714,1125836,604849,13969777,2006
7680,2924108,17057114,4480642,678982,2861648,8497901,2006
7681,2924207,40714148,12224804,1175472,5444942,20963266,2006
7682,2924306,43319146,5456856,1504602,11012901,22912051,2006
7683,2924405,67756693,15236021,1659033,13322218,34842315,2006
7684,2924504,29691321,4123537,1172957,5807817,17485595,2006
7685,2924603,44067285,4218324,2247927,12170615,23374574,2006
7686,2924652,25433274,3747384,974958,5447704,14141853,2006
7687,2924678,23544505,6916301,1017312,448829,10325175,2006
7688,2924702,32994126,2553534,1342634,6453097,21228861,2006
7689,2924801,46394153,7382555,3015686,14389307,18428504,2006
7690,2924900,19358914,5071952,827005,4178767,8498311,2006
7691,2925006,77854946,12260617,3501701,27641129,26619155,2006
7692,2925105,13972543,15596893,6463097,55455755,49400085,2006
7693,2925204,1141880974,740189,764570873,236684414,58413157,2006
7694,2925253,42816848,7686618,2311547,9171508,21516072,2006
7695,2925303,798596192,81271256,52214702,431542351,156253905,2006
7696,2925402,35508307,3347467,2827629,7488935,20025715,2006
7697,2925501,159248393,69444787,9899358,36611358,3655769,2006
7698,2925600,35165858,6624841,2658486,8433136,16065883,2006
7699,2925709,31580424,3116071,1001836,6417948,19531245,2006
7700,2925758,60511174,13687494,2746572,14017043,26739977,2006
7701,2925808,63509266,8267278,2837532,18607676,29948203,2006
7702,2925907,78341253,22774658,3459957,15655771,34005198,2006
7703,2925931,19806035,2082227,907904,4260199,11732944,2006
7704,2925956,73594242,3337624,2557962,30597695,25261583,2006
7705,2926004,113331543,25688657,3989787,34739428,42691117,2006
7706,2926103,33764804,3020029,353758,10503802,14193128,2006
7707,2926202,186903223,101487499,7228822,40325775,28844054,2006
7708,2926301,8381452,7898412,6051401,31881919,31656731,2006
7709,2926400,68369227,13004826,3178139,17446027,30781358,2006
7710,2926509,35035844,7988379,1192164,6474621,18236099,2006
7711,2926608,167193314,10200822,14218528,69837613,55972899,2006
7712,2926657,4226096,150561,1247087,5262487,19754094,2006
7713,2926707,43754794,10475231,1984516,136709,15687199,2006
7714,2926806,33078753,3677856,144075,8721949,17308207,2006
7715,2926905,25132882,2661675,1232524,6777428,13337805,2006
7716,2927002,425641326,298517504,16587613,66037361,35802299,2006
7717,2927101,19663104,1952455,1661103,4847526,9415092,2006
7718,2927200,87992789,1484235,10496853,25874159,30876638,2006
7719,2927309,48857505,1490329,5549666,10784105,1549829,2006
7720,2927408,24205199822,12059198,3438657993,13859842999,2642251342,2006
7721,2927507,57943722,6532473,5542596,17262295,23375945,2006
7722,2927606,40675031,6986425,1498474,7913783,22748986,2006
7723,2927705,20826052,108089509,5720833,40761875,43614065,2006
7724,2927804,2136271,5452779,838339,450777,9606516,2006
7725,2927903,25977743,2283239,194897,7559205,1260062,2006
7726,2928000,8095874,8550432,5637151,26204729,34552822,2006
7727,2928059,40312751,10585605,200728,7967864,1782409,2006
7728,2928109,136710282,14130423,9644257,53688692,46565661,2006
7729,2928208,77167326,20141012,5954479,19965294,2606448,2006
7730,2928307,16906926,3845376,55142,2838984,9100388,2006
7731,2928406,63379467,13369292,1702429,16427128,28933766,2006
7732,2928505,19679496,2721093,1300559,4218608,10316376,2006
7733,2928604,246354303,19318192,51846745,8517348,66028332,2006
7734,2928703,580884256,27035671,59482929,308884788,87067872,2006
7735,2928802,185301307,9868408,36788787,63543846,47788649,2006
7736,2928901,1081507196,768070561,77772255,177147193,27926728,2006
7737,2928950,20840231,3254169,1305742,5443558,9898177,2006
7738,2929008,78148313,18257086,14585096,23669437,15948679,2006
7739,2929057,48341025,11277987,337107,15130271,14607827,2006
7740,2929107,64507139,15524532,3193575,18401755,23573302,2006
7741,2929206,250016528,4426208,642076643,986189402,120382912,2006
7742,2929255,42480892,4318686,2241252,10573039,22924836,2006
7743,2929305,122389982,1046053,32239168,33397207,3054965,2006
7744,2929354,18093666,1939217,5801995,3614071,6152981,2006
7745,2929370,23584128,4708121,1200878,7233821,8355068,2006
7746,2929404,3802762,11775461,1474176,9970006,12709187,2006
7747,2929503,380494014,10816672,201829276,87407294,53700381,2006
7748,2929602,62640309,17464373,2872738,18946532,19700049,2006
7749,2929701,131104526,11842709,69652495,23500214,23643501,2006
7750,2929750,58137537,6425782,6747576,27225924,15224241,2006
7751,2929800,30147607,3994011,1412993,8161033,1504786,2006
7752,2929909,141389832,8531891,6465128,66247039,43017469,2006
7753,2930006,29817712,10746722,982907,5422302,11644252,2006
7754,2930105,307036553,6795569,32414007,160790967,66905774,2006
7755,2930154,78852355,20450572,2618807,16338268,36517645,2006
7756,2930204,97813042,22871378,3295895,2137562,45987898,2006
7757,2930303,47183087,11635297,1996464,10426746,21327623,2006
7758,2930402,43126553,4579413,198511,10059294,24604542,2006
7759,2930501,288794962,16809624,45963069,11539145,83117032,2006
7760,2930600,30248741,3564,1801375,8950275,14302789,2006
7761,2930709,2069006157,3705416,701224198,713241291,147518592,2006
7762,2930758,37872258,11554782,1293602,5827385,17898647,2006
7763,2930766,47998625,15955027,1975845,7899753,2088365,2006
7764,2930774,315615011,4927798,26167544,17749254,27316315,2006
7765,2930808,2848991,3393227,1549851,7514453,14598164,2006
7766,2930907,28615444,5740924,60996,6465525,14280396,2006
7767,2931004,69365448,8392398,4285379,1846583,34457883,2006
7768,2931053,42167527,3431085,1472316,15016939,17902231,2006
7769,2931103,18217817,2181143,1346422,5838827,7879499,2006
7770,2931202,56651476,21607173,2948541,11259112,18872403,2006
7771,2931301,54678888,186159,2889772,9856419,21431867,2006
7772,2931350,724207345,6671891,75586939,348441884,13881091,2006
7773,2931400,35128146,3466779,1531887,14299624,10855688,2006
7774,2931509,50985007,8523261,253593,13384763,23766338,2006
7775,2931608,37774854,11524717,138557,7327648,16166065,2006
7776,2931707,4802726,4714639,2577726,7049704,15531142,2006
7777,2931806,41973767,6630264,1310155,891396,23419038,2006
7778,2931905,157065897,42758808,6867405,38179442,61974682,2006
7779,2932002,67110182,9964107,4023703,18676882,30860059,2006
7780,2932101,58380343,13201963,2572381,15960959,24153097,2006
7781,2932200,82458404,5250455,10935781,29465277,29937565,2006
7782,2932309,68964781,95551,3473131,26875065,22355153,2006
7783,2932408,33978678,7030228,1813989,811479,1572093,2006
7784,2932457,30237199,4285633,990307,5994927,17699081,2006
7785,2932507,11547104,27834442,6707161,32768166,38691144,2006
7786,2932606,52605657,688825,11277148,10703277,18395326,2006
7787,2932705,55060881,9565594,5876801,16970941,1894908,2006
7788,2932804,49660333,5930277,2223751,17817954,19234327,2006
7789,2932903,41974461,44181576,44289674,186531337,93750867,2006
7790,2933000,74580362,4795736,14946605,24237622,25027955,2006
7791,2933059,33084612,3765425,1814817,8337112,17340278,2006
7792,2933109,21246262,3643104,1520995,5995784,8669951,2006
7793,2933158,39949949,8288294,2211301,11046172,15972724,2006
7794,2933174,21872844,5793396,1075066,4048158,10231188,2006
7795,2933208,167741045,7328043,25464434,77084626,42354648,2006
7796,2933257,29892748,13949587,970696,4830991,8763818,2006
7797,2933307,1962579595,53803757,200522168,1034422488,329253132,2006
7798,2933406,21696314,4359517,1101951,4925827,10291227,2006
7799,2933455,39849187,13841472,863021,8190064,15612167,2006
7800,2933505,124695177,58334038,4600531,19769457,34641328,2006
7801,2933604,117273686,22193923,4162651,32788674,53082187,2006
7802,3100104,41711272,12742843,4435683,11366217,9909034,2006
7803,3100203,160579288,22519343,18018697,71597966,33778877,2006
7804,3100302,68641895,16159207,312671,25467852,18702352,2006
7805,3100401,14702166,153383,950814,4679202,6731038,2006
7806,3100500,36382279,9160416,852615,8985205,15822703,2006
7807,3100609,56110619,14546702,1660342,13587893,23884564,2006
7808,3100708,49087724,28364459,2030259,10517546,6210576,2006
7809,3100807,22802936,6804345,1391799,6637038,6701614,2006
7810,3100906,60787801,6527818,4575581,23389971,22758092,2006
7811,3101003,50348642,7199895,335871,20997913,17076582,2006
7812,3101102,197431261,17682772,64722664,68351513,35455812,2006
7813,3101201,33645771,5636824,2977524,12550992,10137072,2006
7814,3101300,11718868,2892291,288945,2936531,518518,2006
7815,3101409,24992086,4243272,705281,12932525,5852593,2006
7816,3101508,433989085,5332578,28312322,296876555,52393779,2006
7817,3101607,783341519,82733651,161430406,34322641,11729999,2006
7818,3101631,4310883,5787733,13782332,10072882,8416072,2006
7819,3101706,150012927,11359232,14405651,67200046,47957269,2006
7820,3101805,31076312,2312343,5327775,10278373,10906493,2006
7821,3101904,134785675,26632607,18689663,52710646,25580828,2006
7822,3102001,73589015,1940013,3711357,25613858,20775663,2006
7823,3102050,33241739,7171522,1068637,13604492,8686281,2006
7824,3102100,4877065,13664551,245208,12535296,180977,2006
7825,3102209,15691231,3127573,634603,4302373,7024038,2006
7826,3102308,110412226,16051521,22652787,33474614,21890105,2006
7827,3102407,12729153,3503708,35353,2576331,5796442,2006
7828,3102506,17228278,3287685,696248,4496521,7977305,2006
7829,3102605,322741127,46904658,53627013,133546921,47491483,2006
7830,3102704,44775183,5377278,2593231,21205721,11041172,2006
7831,3102803,61684134,10526051,4194051,25576222,16841068,2006
7832,3102852,2912991,7469829,1357472,6572359,12601097,2006
7833,3102902,58565836,8268853,12561898,17214092,15990825,2006
7834,3103009,76237627,34433651,1991712,16594403,16131357,2006
7835,3103108,8698597,2027131,417285,2224379,3657017,2006
7836,3103207,13194362,2044817,1898461,3412178,4875978,2006
7837,3103306,841535,1075303,309488,2303566,4435221,2006
7838,3103405,132383455,3952941,17330715,58051419,45374334,2006
7839,3103504,1669311825,118225915,863887578,432295595,160103,2006
7840,3103603,17927439,5009203,636429,5445832,6002505,2006
7841,3103702,2617333,7092036,10684,580127,11291568,2006
7842,3103751,1194722542,11989277,1035091869,98026532,19756674,2006
7843,3103801,20915873,6256004,4347854,4523902,4515511,2006
7844,3103900,68809576,26808329,575517,22035899,10091962,2006
7845,3104007,141588136,41558097,520996293,561301576,131494579,2006
7846,3104106,97082053,11884021,30321571,29341131,13059665,2006
7847,3104205,390079704,12371048,139376145,139901045,5134777,2006
7848,3104304,83728888,18521611,5369657,36864501,17470498,2006
7849,3104403,14640393,2856707,456876,4467115,6182199,2006
7850,3104452,14091749,2420004,56553,3272773,726867,2006
7851,3104502,7908248,18375512,3017852,285784,23660652,2006
7852,3104601,9215695,4925685,28940876,30659887,17115889,2006
7853,3104700,50002415,14640028,224929,10409428,21153349,2006
7854,3104809,26668238,593965,2718593,8384093,8096849,2006
7855,3104908,113267017,12612045,15601759,5089102,26161922,2006
7856,3105004,46368129,5756047,17370402,10186207,11389247,2006
7857,3105103,163166037,41132974,10580851,67564395,31465671,2006
7858,3105202,15804563,433595,577201,3084022,7368856,2006
7859,3105301,23800756,3899465,1963648,8328322,7912709,2006
7860,3105400,408286942,4178499,203552386,114758858,45902519,2006
7861,3105509,19201076,4136824,1265077,4570167,8529839,2006
7862,3105608,1103794598,33928328,228603637,505811175,194300542,2006
7863,3105707,24067348,465329,893279,7482764,9606055,2006
7864,3105905,171667497,2263591,64532317,54045193,28835565,2006
7865,3106002,4168853,406873,5880208,16783024,15765697,2006
7866,3106101,20809634,3897566,4303474,3993253,5915732,2006
7867,3106200,36672770339,509118,5444162263,21351294958,3717740905,2006
7868,3106309,566067447,1022215,354272406,102935199,45612605,2006
7869,3106408,2908986,3547599,263529,9644314,11167501,2006
7870,3106507,39568825,2473035,4895618,11487588,18473215,2006
7871,3106606,14528648,3346285,52141,3041542,7139478,2006
7872,3106655,12595351,1149214,775508,3313579,6657247,2006
7873,3106705,1382628831,7051987,4882412731,4396716971,788689997,2006
7874,3106804,13521823,2473457,645605,3455218,6346283,2006
7875,3106903,86798872,1742251,11468908,45917138,20387852,2006
7876,3107000,13589657,3479775,667601,3808434,4889916,2006
7877,3107109,297204832,63078065,15393098,134995632,58616902,2006
7878,3107208,2007069,2977412,936929,7147025,8107892,2006
7879,3107307,281345007,16194452,72998058,87705325,67435693,2006
7880,3107406,473376553,738239,70285311,221917691,58600005,2006
7881,3107505,30962765,147388,2657914,13679762,10679164,2006
7882,3107604,41824435,20921729,196263,1102216,6222102,2006
7883,3107703,33467885,5059789,2037342,15366957,7981105,2006
7884,3107802,47439142,9842921,2037963,14801082,18335893,2006
7885,3107901,43496055,9195083,2159407,13910153,15751874,2006
7886,3108008,93178939,27564524,3759156,33261687,23905076,2006
7887,3108107,27164588,4557789,1918544,9737252,9350576,2006
7888,3108206,53948313,22133168,2500775,16220869,10247288,2006
7889,3108255,19745795,3549902,479288,373208,11325291,2006
7890,3108305,105096929,8216274,2143821,44024255,22100017,2006
7891,3108404,99177145,36507593,5434374,31517954,20400916,2006
7892,3108503,20893942,6907682,660283,36553,8840171,2006
7893,3108552,91604902,1089445,24332289,29713523,17230139,2006
7894,3108602,92719423,72878,4827347,35000107,39700377,2006
7895,3108701,14982822,2391285,459954,3991895,7406048,2006
7896,3108800,72823028,1973814,56324758,49736,8757567,2006
7897,3108909,72388555,9837149,9682531,24689058,20894382,2006
7898,3109006,512421843,11510168,249882054,149321683,65706326,2006
7899,3109105,51176226,8751342,3435144,21580994,1420832,2006
7900,3109204,40963692,6534567,1944947,14945134,15201749,2006
7901,3109253,9673482,1629671,402688,2232085,5087602,2006
7902,3109303,17546029,64906501,7574888,58416133,3434389,2006
7903,3109402,162391809,69885807,5516132,34481053,37338965,2006
7904,3109451,108483673,19863063,64468977,10551849,11674818,2006
7905,3109501,111989322,54237685,4901555,27985947,20268866,2006
7906,3109600,40683851,1042289,14199694,14712708,6599749,2006
7907,3109709,48836983,13597325,2989714,1441236,15141174,2006
7908,3109808,2311512,5266323,1101574,6393269,9192089,2006
7909,3109907,77182557,6897452,21720673,27290205,14306421,2006
7910,3110004,192384093,6827126,19914854,93370759,54229268,2006
7911,3110103,17622476,5404218,78142,4019846,6823218,2006
7912,3110202,25107807,2976706,917774,10934323,7554022,2006
7913,3110301,85959964,15724242,10321103,34968372,17029832,2006
7914,3110400,17149491,5957831,67572,3846513,6071523,2006
7915,3110509,2051211,19863461,59859951,70674119,34289003,2006
7916,3110608,223220662,7121286,5431163,91090518,36931363,2006
7917,3110707,142144362,43583582,5341269,61509025,18780383,2006
7918,3110806,20499372,3557575,924966,7685699,6709172,2006
7919,3110905,112187051,17113122,151804,48713058,216633,2006
7920,3111002,151422429,43345678,887652,57676147,29782319,2006
7921,3111101,168677065,47195959,18169203,63143696,25865608,2006
7922,3111150,12807246,2454477,465707,2925575,6389888,2006
7923,3111200,363600321,29963624,63306876,170359136,67559456,2006
7924,3111309,63436681,21883723,2553695,18193277,18124934,2006
7925,3111408,159339712,67746104,3738146,32964299,11099477,2006
7926,3111507,12583545,51341961,5409701,40912673,21376382,2006
7927,3111606,177207896,60274415,8804664,61147056,37405657,2006
7928,3111705,2366578,94704,850359,49186,7436549,2006
7929,3111804,190196699,61397775,48017281,48958925,14987318,2006
7930,3111903,31545369,10426534,1827056,9088565,8445264,2006
7931,3112000,89882748,19565643,8317673,34525895,20719945,2006
7932,3112059,13127162,2344622,554378,3272528,6391973,2006
7933,3112109,28858233,8536367,976091,8953685,8563632,2006
7934,3112208,15717596,1656995,693297,4939099,7624508,2006
7935,3112307,15869693,24862639,15102156,61186872,45461025,2006
7936,3112406,45006407,1550414,2719542,1330395,11083354,2006
7937,3112505,30955936,2254977,2929741,11175875,12109075,2006
7938,3112604,173031854,37423285,33885112,63070068,21907667,2006
7939,3112653,15418005,1996149,48326,5164741,6850925,2006
7940,3112703,142694935,8892357,66839289,1970071,21202812,2006
7941,3112802,6812084,14492663,6330946,29017321,12891342,2006
7942,3112901,35731451,9995533,1837795,9326374,12883204,2006
7943,3113008,57459512,10397331,1821612,13545653,29462638,2006
7944,3113107,12024271,1782825,379239,2967616,6489791,2006
7945,3113206,187087119,21050871,55762089,55939886,30664642,2006
7946,3113305,195096476,11294849,14297319,109537195,43581784,2006
7947,3113404,539769064,20500161,54494947,303705192,105811808,2006
7948,3113503,3429028,3400911,1558176,13347778,1317787,2006
7949,3113602,46123333,6419506,4152681,21788783,8953213,2006
7950,3113701,110954883,26806343,10036214,36208773,30276095,2006
7951,3113800,9857439,853042,358829,3121222,5122585,2006
7952,3113909,79138756,23740641,3534719,28093067,18310642,2006
7953,3114006,691723,9546032,13337023,25062442,15746469,2006
7954,3114105,80264192,26294397,3772558,26973323,18635355,2006
7955,3114204,123584599,11076653,27947822,43636368,27271224,2006
7956,3114303,219512925,51302603,14406861,92844144,4414365,2006
7957,3114402,165205939,66927847,8506681,52407675,297253,2006
7958,3114501,100663098,9223,19773406,37582186,21761469,2006
7959,3114550,90295011,3420684,5282734,23680537,22103292,2006
7960,3114600,26973476,941344,1060772,8493588,6503366,2006
7961,3114709,23193615,8412515,1288451,6270272,6011903,2006
7962,3114808,18610014,328221,916797,6041492,7355289,2006
7963,3114907,1238722,2700317,455745,3729896,4965256,2006
7964,3115003,22522329,9681781,1012218,5544693,5150449,2006
7965,3115102,144320731,42722383,9687342,5572651,26411771,2006
7966,3115201,15495635,3563757,672174,4033484,6610405,2006
7967,3115300,617119892,13132418,161646381,256245523,97579595,2006
7968,3115359,46068417,9130715,13885987,12298289,7955377,2006
7969,3115409,9443234,1002734,301898,2547635,5174169,2006
7970,3115458,26256258,2775789,1118554,9786204,10645733,2006
7971,3115474,14427518,2103247,552593,3017887,8261787,2006
7972,3115508,143994182,1994778,9899822,87919578,3282716,2006
7973,3115607,6903162,1140468,315969,1707857,3516232,2006
7974,3115706,2840845,2258876,1684235,12496312,9779732,2006
7975,3115805,67997168,16545889,4075445,27937467,13801408,2006
7976,3115904,10932102,1820205,962801,3252824,4392274,2006
7977,3116001,20541056,5624637,644938,5175652,8378247,2006
7978,3116100,32755116,1788603,1150074,8636209,20061567,2006
7979,3116159,3889552,13272005,159824,9164361,13028161,2006
7980,3116209,11088463,1461923,422497,2904464,5907051,2006
7981,3116308,17613043,2359163,745014,4828637,9055545,2006
7982,3116407,34524173,8030259,6736611,8680826,8434176,2006
7983,3116506,29001686,8109906,1312154,7024597,11122628,2006
7984,3116605,195862989,10251841,49426035,79549172,35670461,2006
7985,3116704,28345331,6745683,1557257,8269314,10485688,2006
7986,3116803,26329353,4531577,1532182,7455309,11482666,2006
7987,3116902,46607671,23318274,1600595,12712829,590629,2006
7988,3117009,26347992,4044989,2815453,5118399,13335135,2006
7989,3117108,7628438,3165968,3316911,23777814,1324158,2006
7990,3117207,17355916,6499031,699371,4379233,5115497,2006
7991,3117306,328222461,91836785,76070651,94407029,35936718,2006
7992,3117405,16118178,4127086,494599,4019052,6925098,2006
7993,3117504,62840176,8638902,1896626,24016666,24320698,2006
7994,3117603,55752099,6775589,23761667,11899235,8611198,2006
