,id_municipio,pib,va_agropecuaria,va_industria,va_servicos,va_adespss,ano
18541,2902104,339818818,51227252,22868453,104430154,150568877,2014
18542,2902203,69639378,8624226,10873134,1610284,30898929,2014
18543,2902252,91722479,34283427,5022144,16878454,33955358,2014
18544,2902302,59193713,16115783,2875401,13979464,24491517,2014
18545,2902401,96062925,2698375,5920044,19879412,40179818,2014
18546,2902500,120434145,41578688,5102483,29696689,40759696,2014
18547,2902609,121193472,11446815,7215159,40304147,56942886,2014
18548,2902658,68903235,6656398,5473332,18325208,36262914,2014
18549,2902708,29640654,27077106,13907265,103129228,139708141,2014
18550,2902807,207077982,51862595,16244334,73094307,58677247,2014
18551,2902906,351122222,110739176,3073929,9871469,10145232,2014
18552,2903003,78461663,6651919,4239738,28822287,36336715,2014
18553,2903102,141514727,1324715,8950579,17257183,20297707,2014
18554,2903201,3337722547,627754429,377972214,1628852726,424891369,2014
18555,2903235,71551345,4867766,330905,20161242,40572007,2014
18556,2903276,168871934,8336264,71854131,38473351,41503144,2014
18557,2903300,50973302,13441639,2243243,12133734,21933814,2014
18558,2903409,229953925,6375025,14090833,7038316,72534392,2014
18559,2903508,95835877,8365449,4282608,33346099,45668497,2014
18560,2903607,89057429,578269,8474753,23592674,47180657,2014
18561,2903706,85788222,12913354,4292162,2270648,43212318,2014
18562,2903805,104276877,18819501,5063757,26376928,513598,2014
18563,2903904,634593869,88572548,40405718,277092661,177993887,2014
18564,2903953,44171494,3997555,2072815,10425203,26613415,2014
18565,2904001,75171645,5679013,3933905,25382354,37409002,2014
18566,2904050,11314703,2812421,6213298,28273771,47127605,2014
18567,2904100,11688607,9183969,6754031,38618756,58032572,2014
18568,2904209,72032301,5203693,3360451,24974207,35478615,2014
18569,2904308,125837289,24521909,6721354,42635705,4547058,2014
18570,2904407,71332192,28691258,2060623,13263839,2601122,2014
18571,2904506,60745374,4432747,3713384,1944642,303976,2014
18572,2904605,1103185184,28448638,413215317,412882226,17717641,2014
18573,2904704,234292685,14341215,10868349,128307293,50902112,2014
18574,2904753,101170668,9498114,3814123,25527749,59824066,2014
18575,2904803,6019125,16592206,2859047,11822882,27614369,2014
18576,2904852,113449387,21241915,6475056,26664581,56324289,2014
18577,2904902,429673468,30854074,142620156,141248857,86187217,2014
18578,2905008,29832349,9449854,15353615,168965833,55317499,2014
18579,2905107,66775681,10520053,5369859,16870182,32469205,2014
18580,2905156,6491845,4619865,3759564,15124241,40002314,2014
18581,2905206,639479611,19458616,207908647,216647267,147033442,2014
18582,2905305,115744431,17776237,6575196,36465795,49966293,2014
18583,2905404,1781173961,31889791,1181616413,493212583,56581485,2014
18584,2905503,8095134,6825898,8870376,21633913,40980682,2014
18585,2905602,252936145,22173283,25800529,9960014,90838003,2014
18586,2905701,17601654514,14999483,6646240547,5178259905,935939972,2014
18587,2905800,296277636,76109011,19808466,94668003,90691524,2014
18588,2905909,156004629,11023254,16536181,50121476,71352591,2014
18589,2906006,583367467,33357591,144362426,184834331,183704901,2014
18590,2906105,5620788,10097834,4358478,13099128,27226926,2014
18591,2906204,143786516,138533,8813662,46641054,68274008,2014
18592,2906303,26717399,73282625,15852249,80262183,89739665,2014
18593,2906402,47908509,7963169,1956914,12600207,2392047,2014
18594,2906501,3086408773,10190285,1295529885,981442638,313057858,2014
18595,2906600,82693231,11191931,508284,28556509,34392729,2014
18596,2906709,155098838,12868063,1056162,53716497,71845574,2014
18597,2906808,1980721,21557149,10444157,6214952,97426732,2014
18598,2906824,105845398,15729361,5504866,32950691,46980521,2014
18599,2906857,80325948,17805538,5695959,1970968,34822599,2014
18600,2906873,290884155,7582652,37457538,145099721,76093484,2014
18601,2906899,55863621,8471451,3037309,13787124,29106706,2014
18602,2906907,285984703,108138787,12698284,8528368,65181379,2014
18603,2907004,96107776,3508012,32466533,26886445,30402102,2014
18604,2907103,156391268,19941892,6251867,47027104,78404611,2014
18605,2907202,545232752,121131008,49636825,147929576,197523105,2014
18606,2907301,278307012,19275106,53814178,108768102,74305219,2014
18607,2907400,56622575,4855588,3383832,29179495,12107882,2014
18608,2907509,651358411,1179481,179160532,257936061,140505701,2014
18609,2907558,45134238,7145658,2128437,10189344,24660437,2014
18610,2907608,11123434,7573127,7817765,40401635,48092638,2014
18611,2907707,62519171,5019201,458418,17496858,33585137,2014
18612,2907806,216195274,19521042,11863806,88182187,85874415,2014
18613,2907905,9811807,3304024,552537,39279367,45269216,2014
18614,2908002,137973443,18710932,10263594,5073969,53415479,2014
18615,2908101,229702579,105267621,12770518,50463417,55746775,2014
18616,2908200,194277011,22893111,36761789,5962125,60083475,2014
18617,2908309,12161669,16700198,1669593,34928793,47537426,2014
18618,2908408,585922605,29759729,111496059,24183477,160635404,2014
18619,2908507,1637132572,23246325,861413549,268993782,85534974,2014
18620,2908606,178688215,26785236,15263228,52618027,70046558,2014
18621,2908705,107017286,9187275,5361142,41068773,47323694,2014
18622,2908804,30872904,5523082,1622304,8114509,14580808,2014
18623,2908903,161047036,21391391,20407537,45373702,60348357,2014
18624,2909000,45896871,4198449,2269951,13050666,24823286,2014
18625,2909109,10375243,31752509,5017075,24799125,38917824,2014
18626,2909208,114873825,20079421,5390379,33166585,52459601,2014
18627,2909307,1235037361,575114751,75696918,389718118,110708481,2014
18628,2909406,1054993,36960329,4198879,22082663,39162849,2014
18629,2909505,34378138,5848522,199721,7904672,1788914,2014
18630,2909604,132085622,21469683,6232163,37021947,63728248,2014
18631,2909703,88912456,18124166,3759119,24952591,38308516,2014
18632,2909802,809365335,31412479,81363305,443912388,162754329,2014
18633,2909901,270294849,40828202,47525955,67422691,103622363,2014
18634,2910008,57565962,19816871,2497463,13351768,20325827,2014
18635,2910057,3128588258,2574117,1467918525,761923267,212873986,2014
18636,2910107,106695652,36587848,56068,26890978,33836947,2014
18637,2910206,26697924,5429074,142245,6401049,12755849,2014
18638,2910305,50495235,10054254,2684196,13162766,23030165,2014
18639,2910404,17426936,41392577,847276,51498716,63648744,2014
18640,2910503,568544419,59460041,17203333,184261245,123991801,2014
18641,2910602,707682611,86281149,27318211,205365303,110351291,2014
18642,2910701,497805962,80136856,36946555,189729525,162292743,2014
18643,2910727,2075774024,71554456,53696471,917996838,32124218,2014
18644,2910750,153096952,58175452,8771032,3321354,4870964,2014
18645,2910776,49315303,17124447,1738989,10321367,18851917,2014
18646,2910800,11727164584,44322283,2453860712,6224350775,1279823943,2014
18647,2910859,103071734,7103707,8835151,33260769,50031105,2014
18648,2910909,38312283,6937194,2126874,99533,18368109,2014
18649,2911006,72625421,17157061,340967,17437542,33050552,2014
18650,2911105,1366232956,880024385,68100549,292216604,85157616,2014
18651,2911204,273424072,27694653,16066528,124771021,83983358,2014
18652,2911253,31819281,5508703,1442825,8348232,15384746,2014
18653,2911303,52989546,4124343,2649458,13852483,30447268,2014
18654,2911402,131833998,45815393,8944504,25692002,46463233,2014
18655,2911501,5678695,17710938,24854,11501723,2323264,2014
18656,2911600,161343748,19927505,9666184,62975354,58350315,2014
18657,2911659,48596802,10031963,2668913,11324001,2322578,2014
18658,2911709,1041759521,23423192,189500567,52292436,212434647,2014
18659,2911808,197267631,79351114,8286549,37557274,67785611,2014
18660,2911857,78667748,10833465,3719165,22796963,3836914,2014
18661,2911907,202247301,51926868,16985891,5436895,73221225,2014
18662,2912004,69232739,7008004,5270442,24118273,28656297,2014
18663,2912103,155807207,1530467,771595,59711281,68438807,2014
18664,2912202,223258063,82435973,19523856,59077272,50026337,2014
18665,2912301,143596958,51809182,6470641,34899501,46061343,2014
18666,2912400,92513233,10041287,8815134,24626683,44301813,2014
18667,2912509,77362608,5219706,4181541,25680333,39035094,2014
18668,2912608,27049748,5920279,1122314,503152,14531075,2014
18669,2912707,140270143,31324825,6997867,36134778,62723036,2014
18670,2912806,183601529,55646153,4661133,42190861,25727902,2014
18671,2912905,141824687,23597481,9960052,47259981,55318366,2014
18672,2913002,83119682,6614404,3611976,25859425,44053029,2014
18673,2913101,95063222,1166932,7400907,25782745,46618977,2014
18674,2913200,275242984,14833558,2508605,136403519,73797922,2014
18675,2913309,32880362,2858157,1745654,9442934,17921685,2014
18676,2913408,211223888,9422062,103766248,38262952,43047481,2014
18677,2913457,162867774,59172991,20554164,30764133,45384059,2014
18678,2913507,176505618,36717734,9355064,52298863,73079409,2014
18679,2913606,3512480514,122044627,863028598,1481520278,504259623,2014
18680,2913705,355298825,114323809,32309167,88729148,106765516,2014
18681,2913804,73631166,7430432,3547766,16915737,43933474,2014
18682,2913903,415405517,2881457,43944803,200690502,114408827,2014
18683,2914000,590930228,41131784,190407742,175716188,152661874,2014
18684,2914109,57471333,2941348,433968,22106465,25467213,2014
18685,2914208,46056155,5309556,2195001,13605638,22390127,2014
18686,2914307,68510716,10570627,314627,18332698,34310543,2014
18687,2914406,194710928,20101618,41619641,57495857,62608975,2014
18688,2914505,203293711,22932219,1132669,74681136,83010051,2014
18689,2914604,899889427,21220342,67231303,536277656,18186301,2014
18690,2914653,300688946,64981921,20775827,107236449,89185967,2014
18691,2914703,641089078,62419999,55358191,301428462,171431736,2014
18692,2914802,3665695589,22591277,668527813,1996261051,603534886,2014
18693,2914901,222490229,29385774,15585427,95786732,74386089,2014
18694,2915007,79260325,8250957,3946156,21318028,43040369,2014
18695,2915106,104396814,21627423,6663416,30535053,39729825,2014
18696,2915205,340183033,44198285,147801437,78187724,53786305,2014
18697,2915304,91939333,31808943,7931289,22929769,25104037,2014
18698,2915353,6914764,5799516,3966281,15411584,40696295,2014
18699,2915403,61982193,21894122,3329041,11687153,23671883,2014
18700,2915502,226844712,3403884,54319913,57143692,62145323,2014
18701,2915601,756717924,175165374,82735922,282621724,171261384,2014
18702,2915700,60159433,15555378,3210227,14072017,25757054,2014
18703,2915809,194554826,49692418,14696006,55576408,68088051,2014
18704,2915908,59517184,3872546,14724789,13503454,25688118,2014
18705,2916005,188858573,65248083,10217833,5384134,53232801,2014
18706,2916104,193541421,5201903,1707153,90759925,67340431,2014
18707,2916203,75173343,18866603,3946013,19074883,31409976,2014
18708,2916302,255610531,3587066,15998387,20286465,36864779,2014
18709,2916401,898576448,45051931,223007928,325969332,21429349,2014
18710,2916500,32372616,138698657,23078648,5981094,93958381,2014
18711,2916609,66950361,15308747,3084071,151659,32076012,2014
18712,2916708,62391181,18365786,3303788,1495286,24001196,2014
18713,2916807,163229931,46062572,12558103,42640109,56985776,2014
18714,2916856,27291655,340482,16225758,168912228,4026464,2014
18715,2916906,85933333,1352294,6455582,27760711,34071888,2014
18716,2917003,210499642,29923228,8548669,61210059,104049705,2014
18717,2917102,141919425,13765212,16232045,46854118,60300047,2014
18718,2917201,170397914,37054753,31256988,42001833,55315697,2014
18719,2917300,290141577,62950334,29930588,10020765,7693067,2014
18720,2917334,80232476,19177391,3860881,21615663,32667671,2014
18721,2917359,409261738,278891592,27534634,63951832,29967157,2014
18722,2917409,75713924,8741791,2989336,222681,3941609,2014
18723,2917508,887349615,24069111,161065631,428984945,197739708,2014
18724,2917607,44089453,41329068,26143831,19790861,140786128,2014
18725,2917706,425104906,11935444,148379433,13406282,92948927,2014
18726,2917805,145450244,44028266,7533683,32198679,53914141,2014
18727,2917904,170485636,104558057,7469713,24444686,31194439,2014
18728,2918001,205782018,3496724,382556286,982044234,4369998,2014
18729,2918100,274369556,44002321,17485703,89356032,112557798,2014
18730,2918209,88322737,12876916,11380921,22320326,39112483,2014
18731,2918308,102030835,19242859,5316281,33137769,39683292,2014
18732,2918357,169440888,21393874,14027495,58055003,67202613,2014
18733,2918407,3011502366,150361905,371464107,1548802713,621725296,2014
18734,2918456,102252389,47204116,9003576,14915184,29201217,2014
18735,2918506,84518483,7746403,4806914,25135801,44426625,2014
18736,2918555,47464446,14519423,204272,1057144,19297859,2014
18737,2918605,45941738,8591137,2871822,1301459,19842133,2014
18738,2918704,29181589,5496565,1528705,707489,14260621,2014
18739,2918753,72595236,7441822,3519091,17968426,40171452,2014
18740,2918803,177106977,3016327,8846916,60749957,66514794,2014
18741,2918902,72047627,24029463,13284591,17202642,14024592,2014
18742,2919009,49626469,4220865,2085495,24056528,1275866,2014
18743,2919058,65107982,18214152,6611582,14996586,23577321,2014
18744,2919108,41738953,2914433,242646,9283813,26224891,2014
18745,2919157,159653523,2057519,16874453,45722218,69993952,2014
18746,2919207,5930812994,1641764,1400346023,3076653971,597416518,2014
18747,2919306,93742064,508828,6472582,44942894,32066174,2014
18748,2919405,80966829,8140313,3398817,31006134,34090964,2014
18749,2919504,384860614,87400445,30305371,142201711,108012833,2014
18750,2919553,3824488113,539318047,721931444,1807763955,217497941,2014
18751,2919603,61778647,7444687,3363806,15835026,33136029,2014
18752,2919702,137728663,41569021,4298397,35821809,52342239,2014
18753,2919801,270150071,17571397,12944041,98074827,131279481,2014
18754,2919900,36681397,3526853,14205,9799628,20687542,2014
18755,2919926,412432096,1768665,73014275,184252712,122351895,2014
18756,2919959,40340482,2922877,2090993,13116593,20482082,2014
18757,2920007,804311,18297036,11689058,19434204,27231055,2014
18758,2920106,11101649,13416183,4539303,39414977,49652487,2014
18759,2920205,112516307,2772053,6443121,2635972,47952904,2014
18760,2920304,48930279,4889279,2518869,14649041,24862285,2014
18761,2920403,94305543,16709687,3989611,24457064,43645204,2014
18762,2920452,59524965,6333514,2463532,13826186,35379044,2014
18763,2920502,192822379,26979285,27712043,66032099,62174628,2014
18764,2920601,547238722,57054825,198169406,112616845,134377587,2014
18765,2920700,182365514,47426235,9558628,5788164,63176737,2014
18766,2920809,73194373,14288541,6101854,17515193,33373834,2014
18767,2920908,11679267,33119115,564444,29172555,44067219,2014
18768,2921005,102420018,1757061,199905103,531523273,167055692,2014
18769,2921054,54805576,6608315,2187236,12575398,31994724,2014
18770,2921104,268388049,68643171,43028982,82655069,60961513,2014
18771,2921203,177716999,17239474,12480051,67771009,73238541,2014
18772,2921302,100532612,2063443,22691303,36340425,33908374,2014
18773,2921401,94201075,10355417,4596251,23453044,53432949,2014
18774,2921450,50039649,693036,2446124,1187196,27345322,2014
18775,2921500,265482521,15060077,16247475,82224876,143086661,2014
18776,2921609,48236249,8821369,2265219,12352617,23589952,2014
18777,2921708,235759675,23527348,19202321,86834624,92783396,2014
18778,2921807,67236766,7324817,3422237,22827429,31248619,2014
18779,2921906,359830569,237948231,22065437,62039741,30886269,2014
18780,2922003,1357371326,53000873,740779586,29419522,14439493,2014
18781,2922052,62399933,298343,3233699,18150418,35710244,2014
18782,2922102,123380893,17150473,5667118,35631621,61142037,2014
18783,2922201,41938919,5599051,2250524,11908605,2063112,2014
18784,2922250,103555505,32081866,8940078,2216659,35451119,2014
18785,2922300,247050667,25240628,42697071,82190919,78930115,2014
18786,2922409,16363492,21308832,927117,63891251,59177681,2014
18787,2922508,227819773,10558729,18253391,106008926,75893792,2014
18788,2922607,97823387,26874424,4775704,22385745,4165141,2014
18789,2922656,64553394,6547349,3192458,15780422,36812008,2014
18790,2922706,113062751,29269529,5008838,29267651,47124244,2014
18791,2922730,57128211,6865219,3923903,18984258,24541605,2014
18792,2922755,59093787,17130589,3423189,14628752,22352993,2014
18793,2922805,39912219,5167247,2036326,9373922,22043112,2014
18794,2922854,39924575,2451666,2239085,10078947,24177071,2014
18795,2922904,145077237,1437644,8594611,47468674,69302449,2014
18796,2923001,399216204,35795426,32222454,174722086,115639911,2014
18797,2923035,58779109,4629705,2481234,18156937,31148414,2014
18798,2923050,49211944,3492396,2024598,11232273,31331503,2014
18799,2923100,154100815,9252822,983854,54417933,72233972,2014
18800,2923209,145081498,8859015,6332673,6267361,55870572,2014
18801,2923308,46598441,4758977,295174,10869495,25670041,2014
18802,2923357,115215131,11947744,15735739,34120184,47962004,2014
18803,2923407,124879403,20453415,7844257,32965462,58838913,2014
18804,2923506,57018266,3230949,4852149,21867016,24945741,2014
18805,2923605,14431143,8465167,12771993,60974178,54699144,2014
18806,2923704,181186149,29909098,8412734,53350818,82631694,2014
18807,2923803,248618893,40449702,23933097,1007558,74592588,2014
18808,2923902,75158883,20797055,4445043,16299026,3129659,2014
18809,2924009,1586665551,24409023,43381274,695089784,31672058,2014
18810,2924058,89891865,13718274,4852329,26386046,40989734,2014
18811,2924108,35367682,5088087,1833763,7555797,19968154,2014
18812,2924207,108391279,27973706,418698,21319435,52704486,2014
18813,2924306,104903807,13309272,6259284,33960553,47737863,2014
18814,2924405,172201997,23839944,6175695,43153109,94133995,2014
18815,2924504,83844954,94592,4242319,216954,42995364,2014
18816,2924603,109566563,7706378,661663,32464488,59539266,2014
18817,2924652,65855453,9223698,4111976,18187754,31327653,2014
18818,2924678,55524334,9565579,2741071,12652332,29208803,2014
18819,2924702,59038808,4207204,2762627,16845815,33489035,2014
18820,2924801,122630342,8119219,7812607,41246181,60395932,2014
18821,2924900,5080992,9902398,223263,1163754,25869518,2014
18822,2925006,222217071,29752306,13459149,91122783,71964602,2014
18823,2925105,379518466,21579686,23979978,179102241,12764315,2014
18824,2925204,1157448121,8445687,603582011,29267674,118284441,2014
18825,2925253,95974379,11661654,7657548,28104405,44745083,2014
18826,2925303,2077893161,58319234,172529489,1265362,427591502,2014
18827,2925402,77435229,27105869,545476,17597196,24671867,2014
18828,2925501,369230304,145059723,19646324,105967919,89766817,2014
18829,2925600,85608517,9796023,8570475,2563078,38319167,2014
18830,2925709,65979808,8114314,2858944,18233871,34565057,2014
18831,2925758,182212486,28524914,15901572,53445423,76169206,2014
18832,2925808,15995056,19826503,8205369,51370831,75521348,2014
18833,2925907,144270126,10095375,7617868,38184124,84316642,2014
18834,2925931,51505414,4679613,3067146,14601764,27633549,2014
18835,2925956,190394934,10016684,9947736,84519834,66788483,2014
18836,2926004,270748751,39718829,10298775,99572433,109986892,2014
18837,2926103,89684539,6159752,16432624,2731627,35609788,2014
18838,2926202,493736786,252701362,2828589,12200616,68328453,2014
18839,2926301,250995602,23805276,19172186,102679298,93622482,2014
18840,2926400,215894747,33946128,9736137,70519924,93194975,2014
18841,2926509,96964815,20941341,4619202,22589564,46165007,2014
18842,2926608,448905694,21623636,42208563,216390971,133707965,2014
18843,2926657,78080859,30989178,2785487,13852232,28746138,2014
18844,2926707,97407722,22141309,4953156,35920295,31276305,2014
18845,2926806,8342845,6679404,4479723,2816824,40283456,2014
18846,2926905,65413491,5162507,341619,23213435,30858225,2014
18847,2927002,650381566,363403546,32812505,125732775,114816271,2014
18848,2927101,83839593,2744702,6177847,19395957,27256454,2014
18849,2927200,263932868,22962327,62975219,73053047,82343653,2014
18850,2927309,146236873,43788976,10595659,39848482,47591857,2014
18851,2927408,56551329217,33724179,9204671231,3336073697,6700355821,2014
18852,2927507,149181474,9503219,16196744,58797764,53509843,2014
18853,2927606,83087772,10070329,447665,22213084,43469188,2014
18854,2927705,275954591,35916215,21565958,117853615,84364368,2014
18855,2927804,47086439,12059246,2065679,11396938,20171248,2014
18856,2927903,5698963,416378,3552399,18979443,2818075,2014
18857,2928000,272758886,18502873,42407957,98149072,93221946,2014
18858,2928059,89116163,24646863,530808,20133993,36814362,2014
18859,2928109,407743268,36303632,41304459,178800475,120718639,2014
18860,2928208,197247937,40146214,16707347,59186794,72434323,2014
18861,2928307,473827,4926709,2740936,11418462,27100374,2014
18862,2928406,182046737,28160185,9211312,60427223,77788245,2014
18863,2928505,62729917,10511302,4990617,16190524,28795491,2014
18864,2928604,64728539,41229732,152428917,229230372,153787475,2014
18865,2928703,1766377873,47896089,187853722,1019263146,25139729,2014
18866,2928802,59899789,13119276,119386727,270954226,129290076,2014
18867,2928901,2523794998,1684344091,183039971,472073647,11392507,2014
18868,2928950,57121565,6110862,5058244,16603573,27674627,2014
18869,2929008,148308312,33952702,9022313,52100053,45620583,2014
18870,2929057,133330876,31905902,9687435,43804045,40891789,2014
18871,2929107,163859176,30190526,10788779,54162685,60351405,2014
18872,2929206,2883032543,10086534,-1734931276,250249177,341826893,2014
18873,2929255,102602488,8761974,6273053,28894059,55862111,2014
18874,2929305,458714652,18065895,82211515,207503023,87449914,2014
18875,2929354,40299062,4906585,22481,1217052,19295744,2014
18876,2929370,66184334,9132899,3435546,20255657,30117968,2014
18877,2929404,111656463,13621498,3500201,49863488,32087365,2014
18878,2929503,707152207,20261888,272202391,227593273,134438479,2014
18879,2929602,147656254,40960123,10286451,42787043,4768685,2014
18880,2929701,104459262,12153928,7860585,25784399,55022587,2014
18881,2929750,107072163,17515773,115442,38165135,35240973,2014
18882,2929800,64851315,5197424,3247926,20570229,33653592,2014
18883,2929909,363447661,13016877,17753284,189266895,113166022,2014
18884,2930006,64197594,1321905,2715594,14561576,31910746,2014
18885,2930105,772982813,11693038,8494751,411676748,201930546,2014
18886,2930154,216114898,45398909,10637632,63058022,8822494,2014
18887,2930204,303179209,72390498,46413832,63790774,112033428,2014
18888,2930303,121633435,28764717,8048823,33600418,47308587,2014
18889,2930402,89722352,11045406,8688481,25948281,40937568,2014
18890,2930501,703223025,11431791,89907927,339998843,204488153,2014
18891,2930600,75823507,4873302,5735475,27203395,35035074,2014
18892,2930709,4413660491,6704245,13114073,1799388669,401787275,2014
18893,2930758,87943161,26566062,8098251,16631591,34794286,2014
18894,2930766,68583818,9163888,4106845,19005044,34461268,2014
18895,2930774,242403474,23822141,88418077,55132164,68269894,2014
18896,2930808,82287051,3444865,4015887,26221625,45110537,2014
18897,2930907,70668137,11352595,3469178,19376654,3352466,2014
18898,2931004,206792601,5614505,28992764,54990848,57085414,2014
18899,2931053,12123529,731789,7803007,52065893,44580072,2014
18900,2931103,4697311,4559803,3166732,15711873,21896822,2014
18901,2931202,168900481,49922596,7967606,42930208,62270973,2014
18902,2931301,108347878,28789086,574249,25376098,45196639,2014
18903,2931350,193960625,7272791,226387276,1056164089,387763906,2014
18904,2931400,6271779,57107,5265637,24050617,23661861,2014
18905,2931509,124272446,5932441,9008279,3810102,67520615,2014
18906,2931608,93434188,15843565,5721087,22951366,45700004,2014
18907,2931707,85134564,12619117,10213166,22171253,37092194,2014
18908,2931806,10066518,13516546,6115264,265798,52149643,2014
18909,2931905,337920573,19290724,19160717,131651844,148222265,2014
18910,2932002,160803268,14162903,19096425,54414213,66814258,2014
18911,2932101,148096669,26893956,14096659,44505634,57728651,2014
18912,2932200,192868446,17764926,11957391,8643409,61943665,2014
18913,2932309,15424765,17683144,8631741,55636693,65316466,2014
18914,2932408,83463614,10867543,5060413,25107425,3995025,2014
18915,2932457,94899848,16763397,4560012,20111992,51705984,2014
18916,2932507,269723368,70388483,1532344,99260733,69111746,2014
18917,2932606,136397767,11814617,3001842,40247535,43899993,2014
18918,2932705,179293332,38251513,15813896,53735681,63816892,2014
18919,2932804,129642968,14052024,7320962,46731781,55049858,2014
18920,2932903,1195982387,96514624,136636363,585455793,25360874,2014
18921,2933000,164641895,10165568,10538395,6547504,70391599,2014
18922,2933059,77110309,6840724,4437551,2193298,41579675,2014
18923,2933109,58828941,5015954,3255436,21846798,2387609,2014
18924,2933158,87517913,4748986,525063,26277736,48150512,2014
18925,2933174,65493501,12144661,10461692,14147129,25904508,2014
18926,2933208,465766274,20357703,48010085,23918131,118534984,2014
18927,2933257,71614612,30400297,7573482,10701379,21506062,2014
18928,2933307,5385014844,90652933,78291789,3020222004,86522683,2014
18929,2933406,64827751,16315472,4025673,17797562,24666364,2014
18930,2933455,117753206,4505868,4539088,28136496,37235639,2014
18931,2933505,223685619,86729864,1152441,46307625,74520159,2014
18932,2933604,326177125,39157672,39184834,10593205,13026131,2014
18933,3100104,191426329,40741362,50096689,64745246,25485695,2014
18934,3100203,349637838,4999307,42386486,158652819,71490989,2014
18935,3100302,155154565,27317246,828896,66512184,42757786,2014
18936,3100401,31128894,3210535,1805985,10221711,15217226,2014
18937,3100500,84722427,16056629,15547512,17467865,33919378,2014
18938,3100609,11189461,27301236,5522845,29241586,45873624,2014
18939,3100708,98598953,51905867,5276275,24373578,13831036,2014
18940,3100807,47623247,10821428,326608,15064406,17062425,2014
18941,3100906,186103503,11377537,15257822,85833917,62201988,2014
18942,3101003,155405659,17746932,9038479,73284845,40856231,2014
18943,3101102,382324566,45354987,72154128,153560682,94563988,2014
18944,3101201,69887569,15409444,378691,2601939,21666875,2014
18945,3101300,28216808,5777427,879206,7310513,13348514,2014
18946,3101409,71821961,8484996,256113,38389616,12944035,2014
18947,3101508,737730066,6818877,83541138,455852729,110533959,2014
18948,3101607,1949165763,86349221,273260917,1112707689,250391613,2014
18949,3101631,72834613,23374745,9819685,1657608,20856316,2014
18950,3101706,416534491,17298258,5010651,198892212,128042984,2014
18951,3101805,63494829,6065082,4038786,23544778,26762563,2014
18952,3101904,288612772,49738666,2502571,130162632,61431526,2014
18953,3102001,168550584,33885885,11109612,69998731,46094922,2014
18954,3102050,56267442,10911099,2732402,20331575,20364946,2014
18955,3102100,104750961,27612778,8295524,28803688,37756353,2014
18956,3102209,3257501,6446271,147444,8122261,1585457,2014
18957,3102308,225973019,1041153,58409625,73384057,47838866,2014
18958,3102407,68357171,6686891,313541,10611553,22623887,2014
18959,3102506,38524689,6599597,2102339,10909454,17650154,2014
18960,3102605,726097678,76786828,137646389,305650618,123016567,2014
18961,3102704,73146284,5677683,361667,29564134,30916948,2014
18962,3102803,168919988,333157,15348068,67517335,40484857,2014
18963,3102852,7610153,22014344,3667298,19127864,28759656,2014
18964,3102902,11820982,15627482,1995148,38427147,3695858,2014
18965,3103009,121730097,19850116,13691059,42227026,35589378,2014
18966,3103108,18212011,2570597,89653,4888727,9325721,2014
18967,3103207,37331604,5682435,8479357,8884701,11380595,2014
18968,3103306,18777351,2705555,809727,5019698,979039,2014
18969,3103405,340444296,11441671,42710249,158513275,111485142,2014
18970,3103504,3309354622,269479968,114960462,1230856555,397608307,2014
18971,3103603,40853012,14349393,4144403,10109395,11368244,2014
18972,3103702,63670465,17586612,323188,14714178,26505646,2014
18973,3103751,785058589,23285094,53431054,145816785,4275486,2014
18974,3103801,93834738,1312136,2313119,32701184,13135068,2014
18975,3103900,238544972,78753536,43370109,73064379,28451004,2014
18976,3104007,4756775473,74401166,187572366,1872355828,352469697,2014
18977,3104106,221006795,1938632,53598838,8320056,35015919,2014
18978,3104205,1311260683,21597216,615085072,427963397,129691237,2014
18979,3104304,180608482,23921364,18657696,82822929,46070832,2014
18980,3104403,25463465,5195124,771143,7390477,11477098,2014
18981,3104452,33726195,6383704,1144053,713418,18448462,2014
18982,3104502,181964107,42158771,9085845,607971,61965368,2014
18983,3104601,26431073,9699502,102963092,78449288,4275799,2014
18984,3104700,129668648,32366581,12920278,35813052,44179374,2014
18985,3104809,57563841,15421223,4729615,16694154,19001202,2014
18986,3104908,223363951,21726554,23130035,105651977,6223263,2014
18987,3105004,81163557,19166516,8672277,20782016,28822897,2014
18988,3105103,457045633,104085807,62118414,18195551,76671519,2014
18989,3105202,38459234,8235409,1488642,8900822,19050855,2014
18990,3105301,53942957,4081427,6331808,21060747,19303599,2014
18991,3105400,962664246,8831412,440210915,296304721,125981815,2014
18992,3105509,42273905,470382,4838207,11215309,20714453,2014
18993,3105608,2261717304,102481602,316112589,117401618,448807026,2014
18994,3105707,49647012,9143548,3254211,15568928,20057494,2014
18995,3105905,3652231,3340101,113295541,124458921,7110474,2014
18996,3106002,241175199,643746,126906211,6565782,39649211,2014
18997,3106101,4259767,8929417,5600014,10975594,14996804,2014
18998,3106200,87248917712,1487326,16098014595,49952143996,94103643,2014
18999,3106309,1158497767,10470054,785104779,177145596,97769687,2014
19000,3106408,128827623,21652729,35816701,32464305,32071756,2014
19001,3106507,86441735,15791036,3069399,24885034,39463774,2014
19002,3106606,32209841,6127803,191625,6848238,16594852,2014
19003,3106655,35819028,512657,2535362,9369925,17671107,2014
19004,3106705,22302009365,15274574,5773429885,8792595398,175574766,2014
19005,3106804,30279465,5441474,1166054,7413223,15422927,2014
